timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],pose_frame,velocity_frame,reset_counter,quality
267386073,267385662,0.0013703472,-0.19085065,-0.4256978,0.7386735,0.0021300344,-0.0012202718,0.674059,-0.0014942216,-0.0011082471,0.0049198954,-0.0019000868,0.0032414084,-0.00800865,0.0005057719,0.00050580717,0.0004283679,1.199886e-05,1.0490934e-05,0.00014109813,0.0015633957,0.0015636453,0.0010711533,1,1,26,0
267886076,267885661,-0.0007233687,-0.19040905,-0.42668846,0.7386779,0.0021879945,-0.0012191043,0.6740539,-0.004264787,-0.0033320948,0.0035779532,-0.0045036213,-0.0060210694,0.0027563907,0.0004621353,0.00046216397,0.00039545307,1.1948394e-05,1.0440648e-05,0.00014052891,0.00151526,0.0015154863,0.0010446575,1,1,26,0
268386161,268385661,-0.002668036,-0.1905274,-0.42767185,0.7386735,0.0021588109,-0.0012284599,0.6740589,-0.0060093417,-0.004432577,0.0030881576,-0.002444922,0.0005886809,0.019018173,0.0004941761,0.0004942046,0.00042260173,1.1935027e-05,1.04271685e-05,0.00014089745,0.0015240457,0.0015242534,0.0010515772,1,1,26,0
268885928,268885661,-0.002084665,-0.19097407,-0.42846075,0.738769,0.0021135737,-0.0012474122,0.67395425,-0.00062710146,-0.0050303335,0.0015095534,0.0010494579,0.003055457,-0.008992312,0.0004994956,0.0004995237,0.00042437235,1.2008312e-05,1.04996925e-05,0.00014095721,0.0015700845,0.0015702934,0.0010730837,1,1,26,0
269386074,269385661,0.00036154574,-0.19183514,-0.42871645,0.7388812,0.0021005566,-0.0012358896,0.67383134,0.001230465,-0.0056252866,0.0014959031,-0.00011867157,0.00010333466,-0.0076105306,0.00048246494,0.00048249133,0.00040773238,1.2047867e-05,1.0538745e-05,0.0001405292,0.0015901191,0.0015903176,0.0010808973,1,1,26,0
269886073,269885661,0.0028975029,-0.19361949,-0.42931736,0.7389458,0.0020477637,-0.0011672709,0.6737608,0.0037102452,-0.008527827,-0.0034010625,0.00041287494,0.00012792609,-0.003998978,0.00048272408,0.00048274963,0.00040644835,1.2052958e-05,1.05435665e-05,0.00014021526,0.001597273,0.001597463,0.0010843148,1,1,26,0
270385956,270385661,0.0060335943,-0.19358039,-0.43146065,0.73899204,0.0018495112,-0.00072636496,0.6737113,0.014330737,-0.007150245,-0.0025782648,0.0143896,0.012056002,0.00015411206,0.0005003113,0.00050033827,0.0004179723,1.209383e-05,1.0584967e-05,0.00013994853,0.0016313904,0.0016315832,0.0011012766,1,1,26,0
270886089,270885661,0.004077776,-0.19155788,-0.43349016,0.7389597,0.0018380702,-0.00073289854,0.67374676,-0.000117749514,-0.01066987,-0.0016571048,0.00026976306,0.00078729744,0.010963707,0.0005060286,0.000506054,0.00042433184,1.2066408e-05,1.0558163e-05,0.00013990594,0.0016163359,0.0016165127,0.001094969,1,1,26,0
271386090,271385661,-0.0020731897,-0.2021229,-0.43393654,0.7323075,-0.0038691864,-0.00032766897,0.6809631,-0.0040753353,-0.06129364,-0.012366919,-0.10624461,0.03766674,0.12860215,0.0005033834,0.00050340086,0.00042434072,1.2046123e-05,1.05426925e-05,0.00014007252,0.0016035071,0.0016034485,0.0010876028,1,1,26,0
271885942,271885661,0.00789192,-0.24230298,-0.47572592,0.72186476,0.0075995787,-0.008512612,0.6919401,0.029018,-0.13095762,-0.20112726,0.15135929,-0.1698961,0.013303687,0.0009784251,0.0009783586,0.0007426821,1.2847327e-05,1.1395197e-05,0.00014300826,0.0023060755,0.002305754,0.0013977063,1,1,26,0
