timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
267745797,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6421.5107,6421.5107,0.24481179,0.0063512544,5.7242894e-10,-0.06740194,0.0378848,-9.852505,0.009180146,0.004537717,-0.00016847729,2.199513,1.3477856,1.2922153,0.00049558445,0.0006786665,0.0004406342,35.908607,35.908607
268685794,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6421.4204,6421.4204,0.40517512,0.008055579,4.8530197e-10,-0.07936775,0.021503707,-9.827821,0.009543057,0.004499102,-0.00088582496,0.6334437,0.3718571,0.21392068,0.00017504842,6.1351595e-05,0.0005102325,35.920002,35.920002
269735795,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6421.3203,6421.3203,0.52220243,0.011381708,5.033668e-10,-0.05104258,0.026340703,-9.867335,0.009437124,0.0036128492,0.00023347195,2.4701617,4.215013,3.1745613,0.0010111753,0.00059500005,0.00022219651,35.935078,35.935078
270680797,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6421.239,6421.239,1.6934916,0.031149626,4.7967395e-09,-0.04987521,0.027394172,-9.753846,0.012617241,0.010599947,-0.001788319,45.578007,59.932465,80.067444,0.02449875,0.0105764605,0.0008472934,35.924725,35.924725
271730795,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6421.1484,6421.1484,3.2986991,0.08785092,2.950859e-08,-0.21680029,0.0067555094,-10.371249,0.07621125,-0.038161643,0.04119267,79.47214,279.06213,230.84549,0.09597683,0.02324341,0.006355265,35.94459,35.94459
272675794,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6421.071,6421.071,3.8695242,0.09900516,1.4605261e-08,-0.34994805,0.036115684,-9.847374,0.00081654906,-0.04728426,-0.034693126,27.72693,26.716116,50.15181,0.012902291,0.004308652,0.002158294,35.94356,35.94356
273725795,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6421.003,6421.003,3.9208367,0.09981476,1.6044154e-08,-0.28391725,-0.15659195,-9.467839,0.010897801,0.0018734088,-0.008087064,69.06266,122.55904,218.34625,0.044046033,0.016394284,0.004244814,35.94631,35.94631
274670799,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6420.95,6420.95,3.834873,0.100649446,7.687659e-09,-0.21781023,-0.012993383,-9.924583,0.018718606,-0.00060714583,-0.0031720418,38.950653,60.638706,68.252525,0.023326637,0.00865289,0.002697541,35.937496,35.937496
275720794,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6420.9043,6420.9043,3.9346511,0.10571996,1.0995506e-08,-0.2930311,0.1354488,-9.773573,0.003569298,0.012545717,-0.0064472193,34.65833,57.11341,39.120815,0.028320963,0.010496605,0.0013798121,35.9503,35.9503
276665793,3407890,3407890,0,0,0,0,0,0,0,0,800.0,800.0,6420.8667,6420.8667,4.01732,0.10183363,9.861255e-09,-0.25633976,0.11215382,-9.924539,0.018679129,-0.0061292904,0.00033465712,88.04209,140.60258,151.70305,0.03982935,0.011162176,0.0030681859,35.951523,35.951523
