timestamp,io_errors,frames_tx,frames_rx,interface
351242202,8866,8685,0,1
351344311,8866,8697,0,1
351446209,8877,8697,0,1
351548218,8877,8697,0,1
351650218,8877,8699,0,1
351752202,8879,8699,0,1
351854505,8879,8699,0,1
351956202,8879,8699,0,1
352058220,8879,8699,0,1
352160218,8879,8701,0,1
352262203,8882,8701,0,1
352364314,8882,8713,0,1
352466201,8893,8713,0,1
352568223,8893,8713,0,1
352670217,8893,8715,0,1
352772209,8895,8715,0,1
352874523,8895,8715,0,1
352976201,8895,8715,0,1
353078216,8895,8717,0,1
353180217,8897,8717,0,1
353282245,8898,8729,0,1
353384321,8909,8729,0,1
353486203,8909,8729,0,1
353588221,8909,8729,0,1
353690223,8909,8731,0,1
353792202,8911,8731,0,1
353894517,8911,8731,0,1
353996202,8911,8731,0,1
354098218,8911,8731,0,1
354200220,8911,8733,0,1
354302203,8914,8745,0,1
354404506,8925,8745,0,1
354506201,8925,8745,0,1
354608217,8925,8745,0,1
354710218,8925,8747,0,1
354812241,8927,8747,0,1
354914319,8927,8747,0,1
355016203,8927,8747,0,1
355118218,8927,8747,0,1
355220218,8927,8749,0,1
355322206,8930,8761,0,1
355424346,8941,8761,0,1
355526201,8941,8761,0,1
355628221,8941,8763,0,1
355730217,8943,8763,0,1
355832203,8943,8763,0,1
355934505,8943,8763,0,1
356036201,8943,8763,0,1
356138221,8943,8765,0,1
356240219,8946,8765,0,1
356342205,8946,8777,0,1
356444316,8957,8777,0,1
356546202,8957,8777,0,1
356648218,8957,8779,0,1
356750218,8959,8779,0,1
356852203,8959,8779,0,1
356954504,8959,8779,0,1
357056211,8959,8779,0,1
357158218,8959,8781,0,1
357260217,8962,8781,0,1
357362204,8962,8793,0,1
357464477,8973,8793,0,1
357566202,8973,8793,0,1
357668216,8973,8793,0,1
357770235,8973,8795,0,1
357872211,8975,8795,0,1
357974320,8975,8795,0,1
358076203,8975,8795,0,1
358178223,8975,8797,0,1
358280283,8982,8809,0,1
358382202,8993,8809,0,1
358484534,8993,8809,0,1
358586201,8993,8809,0,1
358688218,8993,8811,0,1
358790218,8995,8811,0,1
358892202,8995,8811,0,1
358994315,8995,8811,0,1
359096201,8995,8811,0,1
359198220,8995,8813,0,1
359300223,8998,8825,0,1
359402202,9009,8825,0,1
359504374,9009,8825,0,1
359606202,9009,8825,0,1
359708218,9009,8827,0,1
359810217,9011,8827,0,1
359912203,9011,8827,0,1
360014361,9011,8827,0,1
360116202,9011,8827,0,1
360218218,9011,8829,0,1
360320217,9014,8841,0,1
360422212,9025,8841,0,1
360524505,9025,8841,0,1
360626204,9025,8841,0,1
360728218,9025,8843,0,1
360830217,9027,8843,0,1
360932202,9027,8843,0,1
361034502,9027,8843,0,1
361136202,9027,8843,0,1
361238218,9028,8845,0,1
361340220,9034,8857,0,1
361442203,9045,8857,0,1
361544324,9045,8857,0,1
361646202,9045,8857,0,1
361748218,9045,8859,0,1
361850218,9047,8859,0,1
361952202,9047,8859,0,1
362054315,9047,8859,0,1
362156201,9047,8859,0,1
362258218,9048,8861,0,1
362360220,9050,8873,0,1
362462203,9061,8873,0,1
362564503,9061,8873,0,1
362666208,9061,8873,0,1
362768218,9061,8875,0,1
362870217,9063,8875,0,1
362972207,9063,8875,0,1
363074323,9063,8875,0,1
363176200,9063,8875,0,1
363278218,9064,8887,0,1
363380218,9076,8889,0,1
363482210,9077,8889,0,1
363584539,9077,8889,0,1
363686201,9077,8889,0,1
363788224,9077,8891,0,1
363890218,9079,8891,0,1
363992206,9079,8891,0,1
364094561,9079,8891,0,1
364196203,9079,8891,0,1
364298219,9080,8905,0,1
364400217,9093,8905,0,1
364502201,9093,8905,0,1
364604338,9093,8905,0,1
364706201,9093,8905,0,1
364808218,9093,8907,0,1
364910224,9095,8907,0,1
365012202,9095,8907,0,1
365114313,9095,8907,0,1
365216202,9095,8907,0,1
365318218,9096,8921,0,1
365420217,9109,8921,0,1
365522224,9109,8921,0,1
365624570,9109,8921,0,1
365726201,9109,8923,0,1
365828218,9111,8923,0,1
365930218,9111,8923,0,1
