timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],estimator_instance,innovation_rejected,fused
267504466,267403743,267403743,0,-0.0021965827,0.0059583974,-0.9999798,1.0,1.0,1.0,-0.0032384268,-0.012051588,1.3113022e-05,-3.7261736e-05,-0.00022843204,-2.1346345e-05,1.0000105,1.000012,1.0,0.00016779677,0.0023238244,2.7512215e-09,6.794654e-05,-1.3542268e-05,-1.1238475e-07,0,0,1
268004456,267903741,267903741,0,-0.0028926001,-0.008284445,-0.99996144,1.0,1.0,1.0,-0.002565772,0.0021709776,-5.00679e-06,-1.3711261e-05,-0.00014974925,-8.116385e-05,1.0000105,1.000012,1.0,0.00010532987,7.540939e-05,4.0108716e-10,0.00019210583,-3.7740454e-05,-5.908023e-07,0,0,1
268504266,268403741,268403741,0,-0.020124119,-0.011085469,-0.99973595,1.0,1.0,1.0,0.014700618,0.005020907,-0.0002309084,-2.3953768e-05,-0.00050788687,-6.064632e-05,1.0000104,1.0000119,1.0,0.0034576948,0.00040334734,8.53099e-07,6.01459e-05,-0.00012453238,-2.8589082e-07,0,0,1
269004428,268903742,268903742,0,-0.012573921,-0.0068939566,-0.9998972,1.0,1.0,1.0,0.0071457,0.0008850144,-7.003546e-05,0.00043942095,-0.00017818132,-7.912379e-05,1.0000105,1.000012,1.0,0.0008169679,1.25318575e-05,7.8479445e-08,0.00020539017,1.0118547e-05,-3.7520053e-07,0,0,1
269504445,269403740,269403740,0,-0.03062187,-0.009396689,-0.99948686,1.0,1.0,1.0,0.025250047,0.003435831,-0.00048100948,0.0008495088,-7.999127e-05,-0.00011913801,1.0000105,1.0000122,1.0,0.010200932,0.00018887666,3.701922e-06,0.00036888523,2.4438454e-05,-7.595808e-07,0,0,1
270004284,269903741,269903741,0,-0.042864744,0.02330058,-0.9988091,1.0,1.0,1.0,0.037837956,-0.029122489,-0.0011613965,0.0010356928,-0.00066866074,-0.00039599845,1.0000105,1.000012,1.0,0.022907134,0.013569746,2.1581469e-05,0.0005957373,0.0003466537,-6.1250958e-06,0,0,1
270504431,270403741,270403741,0,0.014656791,-0.05757175,-0.9982338,1.0,1.0,1.0,-0.018783206,0.05155464,-0.0017396212,0.0006317889,0.00018148964,-0.000972766,1.0000105,1.0000122,1.0,0.005644882,0.042525575,4.842051e-05,0.0012383286,-0.000920535,-3.004159e-05,0,0,1
271004267,270903741,270903741,0,-0.14691855,-0.019727286,-0.9889518,1.0,1.0,1.0,0.14293116,0.013812692,-0.011022806,0.002972837,-0.00012505516,-0.002179,1.0000105,1.000012,1.0,0.32686564,0.0030526104,0.0019440361,0.0071522174,-0.00021472241,-0.00018147321,0,0,1
271504429,271403741,271403741,0,0.03944018,0.020571062,-0.9990102,1.0,1.0,1.0,-0.035501204,-0.016895201,-0.0009753108,0.006473207,-0.0012596434,-0.0031416186,1.0000106,1.0000122,1.0,0.020165155,0.0045671095,1.5219699e-05,0.01590657,-0.0021573645,-0.00033418887,0,0,1
272004425,271903741,271903741,0,-0.15157948,-0.054561395,-0.986938,1.0,1.0,1.0,0.12619926,0.051816493,-0.012736142,0.012287284,0.0027373778,-0.007025593,1.0000118,1.0000132,1.0,0.25481704,0.0429587,0.002595349,0.03339433,0.0049579362,-0.001580427,0,0,1
272504406,272403740,272403740,0,0.047668505,-0.08762071,-0.99501276,1.0,1.0,1.0,-0.072015785,0.082872346,-0.0046795607,-0.0006518745,0.0025498082,-0.007810602,1.0000135,1.000015,1.0,0.082979254,0.10988348,0.00035036367,-0.007583198,0.0014551455,-0.0017614746,0,0,1
273004445,272903741,272903741,0,-0.01976182,0.039096657,-0.99903995,1.0,1.0,1.0,-0.0025583785,-0.04390894,-0.0006993413,-0.007094429,-0.00032908583,-0.006334782,1.0000149,1.0000165,1.0,0.00010472325,0.030847412,7.825252e-06,-0.017297473,-0.005643509,-0.0011801404,0,0,1
273504302,273403740,273403740,0,-0.018426798,0.02211237,-0.9995857,1.0,1.0,1.0,-0.0127797425,-0.03177706,0.0001193285,-0.0055615,-0.0064828354,-0.008176996,1.000012,1.0000136,1.0,0.0026131177,0.016156286,2.2782865e-07,0.006635758,-0.011179913,-0.0028282201,0,0,1
274004436,273903741,273903741,0,0.036569662,-0.039469745,-0.99855137,1.0,1.0,1.0,-0.060729638,0.033161357,-0.001136899,-0.0002894576,-0.00470423,-0.008379902,1.0000107,1.0000123,1.0,0.05900879,0.017594593,2.0680629e-05,0.020312658,-0.013025593,-0.0026542323,0,0,1
