timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
270564247,0.0,0.7386359,0.00074797403,-0.0006036614,0.6741039,0.0,0.0,-0.7484825,0,0
270614400,0.0,0.7386358,0.00043506638,-0.003255635,0.6740968,0.0,0.0,-0.75593376,0,0
270664247,0.0,0.7386359,0.00080388086,0.000815523,0.6741036,0.0,0.0,-0.7638891,0,0
270714395,0.0,0.73863614,0.00037983456,-0.0008829484,0.6741037,0.0,0.0,-0.77144015,0,0
270764252,0.0,0.7386347,-0.0015305023,-0.0018302471,0.6741016,0.0,0.0,-0.7792994,0,0
270814442,0.0,0.7386357,0.0006979964,-0.0022218968,0.6741008,0.0,0.0,-0.78564274,0,0
270864437,0.0,0.7386358,0.00043543897,-0.0031056665,0.67409754,0.0,0.0,-0.79333305,0,0
270914407,0.0,0.738636,-0.0006332985,0.00044156492,0.67410403,0.0,0.0,-0.8000617,0,0
270964430,0.0,0.73863536,-0.001202981,-0.0008178031,0.6741036,0.0,0.0,-0.8081534,0,0
271014397,0.0,0.73863465,0.0012484926,-0.003125084,0.67409766,0.0,0.0,-0.81519574,0,0
271064390,0.0,0.73863554,0.00077572634,-0.0026509701,0.6740993,0.0,0.0,-0.82238895,0,0
271114400,0.0,0.73863465,0.0010698062,-0.0041811443,0.6740922,0.0,0.0,-0.8306339,0,0
271164445,0.0,0.7386333,0.0016298007,-0.004631828,0.67408955,0.0,0.0,-0.8382205,0,0
271214252,0.0,0.73863065,0.002027607,-0.0074393847,0.67406625,0.0,0.0,-0.8443377,0,0
271264245,0.0,0.73862803,0.0028994011,-0.0061688973,0.6740788,0.0,0.0,-0.8511828,0,0
271314251,0.0,0.73862404,0.0037349106,-0.00577982,0.6740825,0.0,0.0,-0.8583924,0,0
271364259,0.0,0.73861206,0.005388376,-0.0067806994,0.6740751,0.0,0.0,-0.86512864,0,0
271414250,0.0,0.738588,0.0074846386,-0.010791027,0.6740293,0.0,0.0,-0.87434596,0,0
271464404,0.0,0.7385397,0.011119688,-0.009463527,0.6740519,0.0,0.0,-0.88068473,0,0
271514289,0.0,0.7385827,0.008186288,-0.008227466,0.67406297,0.0,0.0,-0.8863048,0,0
271564388,0.0,0.73855215,0.010505845,-0.0072166263,0.67407596,0.0,0.0,-0.891319,0,0
271614397,0.0,0.73852146,0.012143705,-0.010039114,0.6740459,0.0,0.0,-0.8954569,0,0
271664250,0.0,0.73853374,0.011599442,-0.00787964,0.67407066,0.0,0.0,-0.89598715,0,0
271714249,0.0,0.7385656,0.00943743,-0.008967759,0.6740559,0.0,0.0,-0.8962117,0,0
271764245,0.0,0.73853433,0.01132877,-0.010841041,0.6740335,0.0,0.0,-0.89887375,0,0
271814256,0.0,0.73853844,0.011305395,-0.0080331955,0.67406875,0.0,0.0,-0.8979271,0,0
271864256,0.0,0.73852056,0.012146896,-0.010632232,0.67403764,0.0,0.0,-0.89666575,0,0
271914251,0.0,0.7384911,0.013999739,-0.006529509,0.6740862,0.0,0.0,-0.89767915,0,0
271964251,0.0,0.7385276,0.012005194,-0.007254672,0.67407733,0.0,0.0,-0.89534795,0,0
272014398,0.0,0.7385447,0.010701555,-0.010691069,0.6740348,0.0,0.0,-0.8942742,0,0
272064397,0.0,0.73848605,0.014227831,-0.0068632043,0.6740837,0.0,0.0,-0.8948309,0,0
272114452,0.0,0.73845154,0.015867645,-0.006136609,0.6740919,0.0,0.0,-0.89379305,0,0
272164402,0.0,0.73847353,0.014631944,-0.009664709,0.6740544,0.0,0.0,-0.893601,0,0
272214256,0.0,0.7384607,0.015477517,-0.0058438876,0.67409354,0.0,0.0,-0.89321995,0,0
272264386,0.0,0.7383443,0.019752393,-0.010719282,0.6740495,0.0,0.0,-0.8936282,0,0
272314400,0.0,0.7383241,0.020405203,-0.011377931,0.67404133,0.0,0.0,-0.89290255,0,0
272364251,0.0,0.73845345,0.015520556,-0.01006344,0.67405075,0.0,0.0,-0.89208406,0,0
272414251,0.0,0.73843986,0.015954997,-0.012217178,0.67401993,0.0,0.0,-0.8926215,0,0
272464441,0.0,0.73838174,0.01819775,-0.013429047,0.6740036,0.0,0.0,-0.89191216,0,0
272514467,0.0,0.73850745,0.013207404,-0.005810638,0.6740909,0.0,0.0,-0.88936204,0,0
272564402,0.0,0.73851544,0.012648266,-0.007818233,0.67407256,0.0,0.0,-0.88764215,0,0
272614256,0.0,0.7384304,0.016594788,-0.008937929,0.67406636,0.0,0.0,-0.8853376,0,0
272664249,0.0,0.7385587,0.010290401,-0.00385573,0.6740996,0.0,0.0,-0.916396,0,0
272714253,0.0,0.7385642,0.0099030575,-0.0040753856,0.6740981,0.0,0.0,-0.9145875,0,0
272764248,0.0,0.7385164,0.012867747,-0.003491699,0.6741037,0.0,0.0,-0.90948886,0,0
272814395,0.0,0.7385096,0.013355025,-0.0011624413,0.6741097,0.0,0.0,-0.90584797,0,0
272864396,0.0,0.7384778,0.0146962665,-0.005694044,0.67409354,0.0,0.0,-0.8996949,0,0
272914256,0.0,0.7384957,0.013644378,-0.0083334,0.6740687,0.0,0.0,-0.8951292,0,0
272964249,0.0,0.7384369,0.016416084,-0.0075020944,0.674081,0.0,0.0,-0.8914877,0,0
273014251,0.0,0.7384774,0.014569916,-0.007957974,0.67407376,0.0,0.0,-0.88733405,0,0
273064449,0.0,0.73846984,0.014786,-0.009966705,0.6740508,0.0,0.0,-0.8859605,0,0
273114432,0.0,0.7385077,0.013225207,-0.0053464184,0.67409414,0.0,0.0,-0.88353723,0,0
273164469,0.0,0.73843735,0.016460137,-0.006482126,0.67408997,0.0,0.0,-0.8800423,0,0
273214437,0.0,0.73846763,0.015093705,-0.006939002,0.6740843,0.0,0.0,-0.8779212,0,0
273264397,0.0,0.73855656,0.01057526,-0.0013305421,0.67410725,0.0,0.0,-0.8760623,0,0
273314255,0.0,0.7384552,0.015505794,-0.009213714,0.67406136,0.0,0.0,-0.8760536,0,0
273364255,0.0,0.73850995,0.013113648,-0.005229743,0.6740948,0.0,0.0,-0.8770742,0,0
273414452,0.0,0.7384951,0.013926171,-0.0044802027,0.67410016,0.0,0.0,-0.8752877,0,0
273464248,0.0,0.73844874,0.01594184,-0.0069212927,0.6740856,0.0,0.0,-0.87661254,0,0
273514404,0.0,0.73852056,0.012529477,-0.005355436,0.67409325,0.0,0.0,-0.87699145,0,0
273564402,0.0,0.7384594,0.015492445,-0.006549631,0.6740881,0.0,0.0,-0.8788544,0,0
273614427,0.0,0.73846173,0.015226985,-0.008990265,0.6740635,0.0,0.0,-0.879122,0,0
273664254,0.0,0.73848647,0.014217999,-0.0066925753,0.67408514,0.0,0.0,-0.8804649,0,0
273714258,0.0,0.7384687,0.014821363,-0.01015168,0.6740484,0.0,0.0,-0.8824677,0,0
273764467,0.0,0.7385225,0.012179956,-0.008780844,0.67406154,0.0,0.0,-0.88334274,0,0
273814463,0.0,0.7384806,0.014266733,-0.010022176,0.6740492,0.0,0.0,-0.88522005,0,0
273864246,0.0,0.73847437,0.014544607,-0.01034319,0.6740454,0.0,0.0,-0.8864091,0,0
273914449,0.0,0.73849106,0.013809542,-0.0092950845,0.67405784,0.0,0.0,-0.8849244,0,0
273964397,0.0,0.73856395,0.009449765,-0.010181942,0.6740403,0.0,0.0,-0.8854021,0,0
274014401,0.0,0.73856515,0.009477857,-0.00893837,0.67405635,0.0,0.0,-0.8862477,0,0
274064262,0.0,0.7385312,0.011626859,-0.009516763,0.6740519,0.0,0.0,-0.8873502,0,0
274114255,0.0,0.73859555,0.0072568194,-0.0057229376,0.67408544,0.0,0.0,-0.88662916,0,0
274164396,0.0,0.7385543,0.0102401925,-0.0087353755,0.6740597,0.0,0.0,-0.886121,0,0
274214275,0.0,0.7385802,0.008299924,-0.009199078,0.67405176,0.0,0.0,-0.8877599,0,0
274264245,0.0,0.7385526,0.0102291,-0.010269951,0.6740401,0.0,0.0,-0.88910276,0,0
274314403,0.0,0.73855007,0.0106002195,-0.007715903,0.67407125,0.0,0.0,-0.88912076,0,0
274364447,0.0,0.7385878,0.007894059,-0.0065396316,0.67407936,0.0,0.0,-0.8895149,0,0
274414255,0.0,0.7385228,0.011969794,-0.011200517,0.6740292,0.0,0.0,-0.89098406,0,0
274464292,0.0,0.7385088,0.012267018,-0.016416289,0.6739324,0.0,0.0,-0.8923796,0,0
274514432,0.0,0.7385335,0.011287577,-0.011900261,0.67401725,0.0,0.0,-0.8936878,0,0
274564395,0.0,0.7385907,0.0070939884,-0.012053953,0.67400914,0.0,0.0,-0.8930637,0,0
274614405,0.0,0.7385586,0.009483726,-0.013728518,0.67398286,0.0,0.0,-0.893559,0,0
274664256,0.0,0.73856676,0.009298203,-0.009604072,0.6740478,0.0,0.0,-0.89209163,0,0
274714445,0.0,0.73861164,0.0049859537,-0.010739196,0.6740272,0.0,0.0,-0.8903518,0,0
274764259,0.0,0.73861116,0.0048496076,-0.012150557,0.67400473,0.0,0.0,-0.8915873,0,0
274814283,0.0,0.7385993,0.00662239,-0.0087012,0.67405605,0.0,0.0,-0.8926097,0,0
274864396,0.0,0.7385753,0.008683681,-0.009260923,0.67405146,0.0,0.0,-0.89240867,0,0
274914249,0.0,0.7386014,0.0064902604,-0.0078687,0.67406523,0.0,0.0,-0.8923765,0,0
274964268,0.0,0.73858845,0.0077169416,-0.007899362,0.67406607,0.0,0.0,-0.8926628,0,0
275014400,0.0,0.7385485,0.010589349,-0.00913066,0.67405546,0.0,0.0,-0.89345247,0,0
275064446,0.0,0.73854697,0.010540262,-0.010902183,0.6740315,0.0,0.0,-0.8928163,0,0
275114522,0.0,0.7385707,0.00876461,-0.012146336,0.67400974,0.0,0.0,-0.8926741,0,0
275164250,0.0,0.73857415,0.008594548,-0.011148514,0.67402524,0.0,0.0,-0.89315933,0,0
275214257,0.0,0.73850983,0.012250377,-0.015989281,0.67394173,0.0,0.0,-0.89203423,0,0
275264262,0.0,0.73858273,0.007362205,-0.015663369,0.67394066,0.0,0.0,-0.8930044,0,0
275314404,0.0,0.7386042,0.0055848532,-0.012995089,0.67399096,0.0,0.0,-0.8922187,0,0
275364398,0.0,0.738606,0.005583996,-0.011467775,0.6740167,0.0,0.0,-0.8943275,0,0
275414264,0.0,0.73860675,0.0056781354,-0.009995114,0.6740385,0.0,0.0,-0.89564884,0,0
275464398,0.0,0.73860455,0.006267472,-0.0066859345,0.6740767,0.0,0.0,-0.8951722,0,0
275514258,0.0,0.73862654,0.003076129,-0.007263931,0.67406875,0.0,0.0,-0.8972837,0,0
275564434,0.0,0.73861283,0.0049215737,-0.010029468,0.67403734,0.0,0.0,-0.89893055,0,0
275614398,0.0,0.73857635,0.008654138,-0.008669521,0.67405856,0.0,0.0,-0.8974454,0,0
275664285,0.0,0.7386052,0.0060103927,-0.008600289,0.67405665,0.0,0.0,-0.8968047,0,0
275714261,0.0,0.7385984,0.006753464,-0.008260482,0.67406124,0.0,0.0,-0.8977929,0,0
275764397,0.0,0.7386224,0.0036677297,-0.008596416,0.6740546,0.0,0.0,-0.8961694,0,0
275814402,0.0,0.7386152,0.0050132037,-0.006437871,0.6740779,0.0,0.0,-0.8951455,0,0
275864280,0.0,0.73858714,0.007432176,-0.011932393,0.67401147,0.0,0.0,-0.8972579,0,0
275914398,0.0,0.73861265,0.0044221287,-0.013534769,0.6739797,0.0,0.0,-0.8972869,0,0
275964396,0.0,0.7386118,0.005354796,-0.007422969,0.67406887,0.0,0.0,-0.89692765,0,0
276014303,0.0,0.7385987,0.00680789,-0.0074229203,0.6740701,0.0,0.0,-0.8984337,0,0
276064253,0.0,0.7386334,0.0018392261,-0.0027048625,0.6740994,0.0,0.0,-0.8993917,0,0
276114404,0.0,0.7386106,0.005985666,-0.0009887704,0.674105,0.0,0.0,-0.897348,0,0
276164448,0.0,0.73860234,0.0066232993,-0.0052249255,0.67408854,0.0,0.0,-0.89968354,0,0
276214257,0.0,0.73855567,0.010278382,-0.007088782,0.6740769,0.0,0.0,-0.8980866,0,0
276264397,0.0,0.73859376,0.0074443347,-0.0054795216,0.67408746,0.0,0.0,-0.89705503,0,0
276314433,0.0,0.73860264,0.006448819,-0.006902237,0.6740748,0.0,0.0,-0.8976966,0,0
276364292,0.0,0.7385545,0.010240735,-0.008611034,0.67406106,0.0,0.0,-0.89848197,0,0
276414269,0.0,0.7385795,0.008518877,-0.0073524676,0.6740725,0.0,0.0,-0.8982874,0,0
276464509,0.0,0.73858345,0.007899159,-0.01055229,0.6740332,0.0,0.0,-0.898408,0,0
276514406,0.0,0.7385955,0.007055246,-0.008139039,0.67406285,0.0,0.0,-0.89790356,0,0
276564252,0.0,0.7385889,0.0076795183,-0.007935747,0.6740657,0.0,0.0,-0.89869475,0,0
276614426,0.0,0.73855096,0.010764346,-0.0045050746,0.6740967,0.0,0.0,-0.8957563,0,0
276664396,0.0,0.73858976,0.0078457855,-0.004896561,0.6740917,0.0,0.0,-0.89643973,0,0
276714430,0.0,0.73853993,0.011258518,-0.0074349456,0.67407477,0.0,0.0,-0.8990654,0,0
276764305,0.0,0.7385226,0.012357589,-0.0062313345,0.6740867,0.0,0.0,-0.89721715,0,0
276814402,0.0,0.73852855,0.012076957,-0.005390451,0.6740926,0.0,0.0,-0.89707106,0,0
276864258,0.0,0.73855627,0.010305631,-0.006179498,0.6740847,0.0,0.0,-0.89714485,0,0
276914426,0.0,0.73856616,0.009454017,-0.008282737,0.67406386,0.0,0.0,-0.8976268,0,0
276964460,0.0,0.7385207,0.012042047,-0.01178499,0.6740203,0.0,0.0,-0.8982419,0,0
277014397,0.0,0.73849833,0.013457679,-0.009110383,0.6740594,0.0,0.0,-0.89874864,0,0
277064429,0.0,0.7385788,0.008615632,-0.006871342,0.67407715,0.0,0.0,-0.89801514,0,0
277114259,0.0,0.73852897,0.01180503,-0.008883327,0.67405987,0.0,0.0,-0.89667904,0,0
277164398,0.0,0.73851436,0.012919622,-0.0045452435,0.6740987,0.0,0.0,-0.8969253,0,0
277214425,0.0,0.738611,0.0056490805,-0.005379985,0.6740868,0.0,0.0,-0.89702123,0,0
277264399,0.0,0.7385927,0.0073559955,-0.007782585,0.6740669,0.0,0.0,-0.8951142,0,0
277314282,0.0,0.7385752,0.008977733,-0.0057217614,0.67408705,0.0,0.0,-0.8948787,0,0
277364284,0.0,0.7385782,0.008828137,-0.0045540626,0.6740947,0.0,0.0,-0.89544654,0,0
277414256,0.0,0.7385859,0.008251768,-0.0038066464,0.6740982,0.0,0.0,-0.8948254,0,0
277464247,0.0,0.73856324,0.009919305,-0.00481982,0.674094,0.0,0.0,-0.8957461,0,0
277514429,0.0,0.7385544,0.010434676,-0.006094991,0.67408556,0.0,0.0,-0.89478856,0,0
277564253,0.0,0.7385123,0.01297831,-0.005415872,0.6740934,0.0,0.0,-0.89529294,0,0
277614264,0.0,0.7385442,0.011077417,-0.006247248,0.67408514,0.0,0.0,-0.89600235,0,0
277664399,0.0,0.73854655,0.010798382,-0.008088728,0.6740675,0.0,0.0,-0.8967436,0,0
277714401,0.0,0.7384534,0.015644036,-0.008363421,0.6740712,0.0,0.0,-0.89547384,0,0
277764405,0.0,0.7384938,0.013861281,-0.006598609,0.6740855,0.0,0.0,-0.8956513,0,0
277814426,0.0,0.7385838,0.00794327,-0.009839903,0.6740431,0.0,0.0,-0.8958863,0,0
277864244,0.0,0.7385515,0.010356303,-0.009579506,0.6740495,0.0,0.0,-0.89601004,0,0
277914451,0.0,0.7385274,0.011711668,-0.01115534,0.67402947,0.0,0.0,-0.89771056,0,0
277964403,0.0,0.7386007,0.0067334077,-0.005991859,0.674083,0.0,0.0,-0.893606,0,0
278014446,0.0,0.738575,0.008417242,-0.012265084,0.67400724,0.0,0.0,-0.89742875,0,0
278064427,0.0,0.7385852,0.007730714,-0.010765267,0.6740299,0.0,0.0,-0.89981645,0,0
278114430,0.0,0.7385738,0.008926052,-0.0078116804,0.6740684,0.0,0.0,-0.90113276,0,0
278164246,0.0,0.7385322,0.011534445,-0.009936261,0.6740464,0.0,0.0,-0.8996233,0,0
278214403,0.0,0.7385464,0.010959182,-0.006027332,0.6740867,0.0,0.0,-0.90076596,0,0
278264290,0.0,0.7385825,0.008285483,-0.0072145816,0.67407364,0.0,0.0,-0.900983,0,0
278314403,0.0,0.73854494,0.010765787,-0.009741134,0.67404795,0.0,0.0,-0.9013667,0,0
278364251,0.0,0.7385788,0.008225519,-0.011148883,0.6740249,0.0,0.0,-0.90254563,0,0
278414400,0.0,0.73851824,0.012001879,-0.013768152,0.6739861,0.0,0.0,-0.90404934,0,0
278464405,0.0,0.7385356,0.011417886,-0.008839056,0.67405987,0.0,0.0,-0.90132916,0,0
278514427,0.0,0.7385603,0.009228074,-0.014947101,0.6739585,0.0,0.0,-0.9015269,0,0
278564254,0.0,0.73853356,0.011366321,-0.010952354,0.674032,0.0,0.0,-0.90414745,0,0
278614466,0.0,0.73847973,0.014359668,-0.009343084,0.67405796,0.0,0.0,-0.9044057,0,0
278664500,0.0,0.7384957,0.013748139,-0.006842108,0.6740833,0.0,0.0,-0.9064383,0,0
278714259,0.0,0.73853046,0.011881655,-0.0066704378,0.67408246,0.0,0.0,-0.9045734,0,0
278764397,0.0,0.73854345,0.010946758,-0.0086835185,0.67406106,0.0,0.0,-0.9072209,0,0
278814441,0.0,0.7385143,0.012704409,-0.007843433,0.6740725,0.0,0.0,-0.90623087,0,0
278864401,0.0,0.7385626,0.009548948,-0.010213755,0.6740399,0.0,0.0,-0.9061241,0,0
278914250,0.0,0.7385715,0.008785926,-0.011312237,0.674023,0.0,0.0,-0.90294933,0,0
278964256,0.0,0.7385012,0.012535749,-0.017780486,0.6739011,0.0,0.0,-0.9056709,0,0
279014259,0.0,0.7385768,0.0077838837,-0.016325481,0.6739267,0.0,0.0,-0.90044737,0,0
279064250,0.0,0.7385633,0.008929816,-0.015629115,0.6739438,0.0,0.0,-0.9000847,0,0
279114260,0.0,0.738541,0.010226636,-0.017643908,0.6739001,0.0,0.0,-0.9008001,0,0
279164258,0.0,0.7385636,0.009374423,-0.011273172,0.6740244,0.0,0.0,-0.89796394,0,0
279214451,0.0,0.73860914,0.0050476524,-0.012591686,0.6739974,0.0,0.0,-0.900864,0,0
279264439,0.0,0.7385988,0.0064412444,-0.010838635,0.67402726,0.0,0.0,-0.89915943,0,0
279314266,0.0,0.7385974,0.0069854856,-0.006900254,0.6740754,0.0,0.0,-0.8978694,0,0
279364256,0.0,0.7386245,0.0034125133,-0.0076432996,0.6740651,0.0,0.0,-0.8960767,0,0
279414251,0.0,0.7386263,0.0026920377,-0.009830759,0.6740381,0.0,0.0,-0.89781576,0,0
279464402,0.0,0.73861283,0.0053742747,-0.0058843796,0.6740828,0.0,0.0,-0.8973179,0,0
279514405,0.0,0.7386018,0.0065309857,-0.006992781,0.674074,0.0,0.0,-0.89469594,0,0
279564458,0.0,0.7386079,0.0058594486,-0.0071240813,0.6740723,0.0,0.0,-0.89459205,0,0
279614405,0.0,0.7386189,0.004310716,-0.008070467,0.67406106,0.0,0.0,-0.8923219,0,0
279664405,0.0,0.73859566,0.0066940645,-0.011391732,0.67401916,0.0,0.0,-0.89256245,0,0
279714275,0.0,0.73861146,0.005410414,-0.007323761,0.67406994,0.0,0.0,-0.88990885,0,0
279764400,0.0,0.7386058,0.00590655,-0.008917613,0.67405283,0.0,0.0,-0.8903062,0,0
279814396,0.0,0.7385853,0.0077104527,-0.010839066,0.6740289,0.0,0.0,-0.8925553,0,0
279864436,0.0,0.7385854,0.00747322,-0.012885234,0.67399526,0.0,0.0,-0.8925817,0,0
279914463,0.0,0.7385999,0.0062429523,-0.0115448255,0.6740163,0.0,0.0,-0.8921124,0,0
279964393,0.0,0.7385942,0.0065790666,-0.013529032,0.67398244,0.0,0.0,-0.89218825,0,0
280014505,0.0,0.7385909,0.0069593396,-0.0130219655,0.6739922,0.0,0.0,-0.8915927,0,0
280064254,0.0,0.7385437,0.010358885,-0.014917969,0.673961,0.0,0.0,-0.8975506,0,0
280114250,0.0,0.73858285,0.0075402535,-0.014210839,0.67397076,0.0,0.0,-0.8967278,0,0
280164404,0.0,0.7385348,0.010958747,-0.014510775,0.67397016,0.0,0.0,-0.8994367,0,0
280214431,0.0,0.7385807,0.007998719,-0.011813991,0.67401415,0.0,0.0,-0.8962778,0,0
280264423,0.0,0.73856145,0.009053912,-0.015767809,0.673941,0.0,0.0,-0.8942002,0,0
