timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,heading_var,unaided_heading,delta_heading,tilt_var,ref_alt,dist_bottom,dist_bottom_var,delta_dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max_z,hagl_max_xy,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_reset_counter,dist_bottom_sensor_bitfield,dead_reckoning
267395920,267395662,0,nan,nan,0.0013557929,-0.19085063,-0.42569914,0.18175292,-0.07626766,0.07347649,-0.002478327,-0.0011758148,0.0048849257,-0.00022096297,-0.6502323,-2.9934225,-0.00010167696,-0.099735774,-0.008428888,0.002253981,1.479216,0.0001412014,-0.090171814,1.5671349,2.2554472e-05,nan,0.099999994,0.010000001,0.07347649,0.032227695,0.02092854,0.056360383,0.03291819,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
267896002,267895662,0,nan,nan,-0.00077503215,-0.19040322,-0.42670998,0.18175292,-0.07626766,0.07347649,-0.0043038568,-0.0011610768,0.0032089045,-0.002072498,-0.6502323,-2.9934225,-0.00010167696,-0.0041626375,0.21422097,-0.030843593,1.4792997,0.00014063258,-0.09005892,1.5671349,2.2262377e-05,nan,0.100031555,0.010000001,0.07347649,0.030494269,0.01998518,0.054456353,0.032091808,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
268395951,268395661,0,nan,nan,-0.0026851115,-0.1905301,-0.42768845,0.18175292,-0.07626766,0.07347649,-0.005348021,-0.005243286,0.0033744713,-0.0015180529,-0.6502323,-2.9934225,-0.00010167696,0.061158963,-0.08521119,0.033400767,1.4794495,0.0001410016,-0.08988297,1.5671349,2.2426491e-05,nan,0.099999994,0.010000001,0.07347649,0.03184914,0.020782769,0.05565352,0.032619108,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
268896072,268895661,0,nan,nan,-0.0020516275,-0.19097641,-0.4284761,0.18175292,-0.07626766,0.07347649,-0.00074057776,-0.005322648,0.0014212081,-0.0028830103,-0.6502323,-2.9934225,-0.00010167696,-0.015898764,-0.03427794,-0.0052692397,1.478999,0.00014086315,-0.09027052,1.5671349,2.2459999e-05,nan,0.099999994,0.010000001,0.07347649,0.031235777,0.020391898,0.05570188,0.032610133,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
269395922,269395662,0,nan,nan,0.00040591805,-0.19185352,-0.42871678,0.18175292,-0.07626766,0.07347649,0.0020583947,-0.0076840054,0.0017265842,-0.0017100506,-0.6502323,-2.9934225,-0.00010167696,0.07997959,-0.21052496,0.025311776,1.4786885,0.00014063405,-0.09048092,1.5671349,2.2651117e-05,nan,0.099811405,0.09250001,0.07347649,0.031488366,0.02042357,0.056840528,0.033065867,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
269896065,269895661,0,nan,nan,0.0029713702,-0.19365114,-0.4293618,0.18175292,-0.07626766,0.07347649,0.008867364,-0.011888262,-0.0016798354,-0.004310573,-0.6502323,-2.9934225,-0.00010167696,0.5143362,-0.34378037,0.17411727,1.4786313,0.00014012415,-0.090518,1.5671349,2.254531e-05,nan,0.100150526,0.21749991,0.07347649,0.030746836,0.01998236,0.05618467,0.0327845,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
270396067,270395661,0,nan,nan,0.0060566994,-0.19356622,-0.43148482,0.18175292,-0.07626766,0.07347649,0.009057837,-0.007011988,-0.0058518564,-0.0077113565,-0.6502323,-2.9934225,-0.00010167696,-0.5189366,0.00091278926,-0.32692644,1.4783683,0.00013985868,-0.09074569,1.5671349,2.261791e-05,nan,0.10215002,0.34249985,0.07347649,0.031276688,0.02025344,0.056715287,0.03301965,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
270895917,270895661,0,nan,nan,0.0039588176,-0.19155623,-0.433487,0.18175292,-0.07626766,0.07347649,0.0010856431,-0.0071809753,-0.0026041525,-0.0030460353,-0.6502323,-2.9934225,-0.00010167696,0.13267933,0.340831,-0.097382255,1.4786074,0.00014001259,-0.09044123,1.5671349,2.2688506e-05,nan,0.10331786,0.46749976,0.07347649,0.03224712,0.020835426,0.057297185,0.033278145,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
271395917,271395661,0,nan,nan,-0.0021253282,-0.20263126,-0.43401816,0.18175292,-0.07626766,0.07347649,0.003205847,-0.06849386,-0.011775256,-0.01054412,-0.6502323,-2.9934225,-0.00010167696,0.7271505,-0.73219377,0.05621519,1.4995532,0.00014018083,-0.06943345,1.5671349,2.265164e-05,nan,0.10317966,0.5925002,0.07347649,0.032158297,0.020832786,0.05706171,0.033166993,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
271895920,271895661,0,nan,nan,0.0081006,-0.24346289,-0.47772604,0.18175292,-0.07626766,0.07347649,0.020235851,-0.123161346,-0.20241392,-0.20078239,-0.6502323,-2.9934225,-0.00010167696,-0.88012815,0.7707746,-0.129967,1.5285729,0.00014313331,-0.040161014,1.5671349,2.429257e-05,nan,0.13026199,0.71750903,0.07347649,0.04480034,0.027542513,0.06836997,0.03755367,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
