timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
267470813,267470662,0.7388636,0.0021644162,-0.0012296961,0.67385054,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
267970812,267970662,0.7389738,0.002198493,-0.0011873955,0.6737296,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
268470810,268470661,0.739052,0.002173794,-0.0012103386,0.6736438,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
268970809,268970661,0.7388775,0.0021457474,-0.0012938345,0.6738352,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
269470808,269470661,0.73889625,0.0020925673,-0.0011873168,0.673815,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
269970807,269970661,0.7389279,0.0020002413,-0.0010860349,0.6737807,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
270470815,270470661,0.7390017,0.0018966228,-0.00092454115,0.6737004,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
270970813,270970662,0.7390781,0.0017794988,-0.00050013926,0.67361724,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
271470808,271470661,0.7288619,-0.005411584,-0.004027066,0.68462753,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
271970809,271970661,0.7215979,0.009980765,-0.013159843,0.6921154,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
272470806,272470661,0.7256385,0.009905037,-0.009195583,0.68794334,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
272970812,272970661,0.73064953,0.007810292,-0.0065016723,0.6826772,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
273470809,273470661,0.7324619,0.010800014,-0.008966863,0.6806633,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
273970810,273970661,0.73380965,0.008627835,-0.008205805,0.6792509,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
274470812,274470661,0.73480415,0.0068876897,-0.011722674,0.6781431,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
274970809,274970661,0.7357841,0.0062596686,-0.011435065,0.67709076,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
275470807,275470661,0.7366489,0.0049613602,-0.011772892,0.6761547,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
275970807,275970661,0.737286,0.0023792156,-0.008926981,0.67551774,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
276470809,276470661,0.73760337,0.0065053343,-0.0066114455,0.6751706,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
276970808,276970661,0.7375085,0.009637969,-0.008115481,0.6752204,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
277470809,277470661,0.73707867,0.0073836716,-0.0074606393,0.6757255,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
277970810,277970661,0.7370037,0.009335672,-0.006219967,0.6757956,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
278470810,278470661,0.73663354,0.0065528336,-0.010222607,0.6761832,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
278970807,278970661,0.73626906,0.009834619,-0.009683465,0.6765481,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
279470812,279470661,0.7357126,0.00719257,-0.0093680555,0.67719096,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
279970816,279970661,0.7356202,0.0062064193,-0.010633561,0.6772824,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
280470807,280470661,0.7363815,0.007984652,-0.01291873,0.6763962,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
280970805,280970661,0.73739034,0.0063305018,-0.008823619,0.67537963,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
281470811,281470662,0.7375293,0.0057809325,-0.006376647,0.6752603,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
281970807,281970661,0.7373976,0.006222298,-0.0059763542,0.67540395,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
282470811,282470661,0.73726577,0.0035647585,-0.00933879,0.6755289,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
282970822,282970661,0.7374802,0.009124414,-0.006502236,0.6752758,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
283470807,283470661,0.7380336,0.011835954,-0.0062312083,0.67463154,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
283970811,283970661,0.7387085,0.010220185,-0.008006279,0.67390007,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
284470807,284470661,0.7391134,0.010234156,-0.010143976,0.673427,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
284970812,284970661,0.7393619,0.0053900084,-0.014897281,0.6731219,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
285470815,285470661,0.73991376,0.009908157,-0.017917393,0.67239016,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
285970808,285970661,0.74032044,0.0066951253,-0.016227642,0.67202497,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
286470808,286470661,0.7406998,0.0010100906,-0.0074391705,0.6717942,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
286970808,286970661,0.7409125,0.004925328,-0.009004698,0.6715233,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
287470807,287470661,0.74004227,0.0037289665,-0.0044077556,0.67253566,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
287970807,287970661,0.73994637,0.0046033897,0.00061507523,0.67264986,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
288470809,288470661,0.7409004,0.009390382,0.0013471815,0.67154795,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
288970809,288970661,0.7420407,0.011848917,-0.0060860324,0.6702225,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
289470810,289470661,0.74328005,0.010418246,-0.009218194,0.6688358,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
289970817,289970661,0.74389607,0.010293284,-0.01595639,0.66802555,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
290470808,290470661,0.74353915,0.008587515,-0.018184004,0.66839004,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
290970814,290970661,0.74337286,0.006120252,-0.016275534,0.6686513,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
291470809,291470661,0.74274,0.004298195,-0.01076127,0.6694798,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
291970809,291970661,0.741818,0.00015016012,-0.005361264,0.67057985,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
292470819,292470661,0.74135363,-0.0018161488,-0.0031174144,0.67110497,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
292970808,292970661,0.74065465,-0.00083328394,-0.00042219675,0.6718853,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
293470812,293470661,0.7394567,0.007905539,-0.004120342,0.67314506,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
293970819,293970661,0.7392433,0.014730341,-0.0022491429,0.6732736,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
294470807,294470661,0.73981446,0.016728086,-0.002980401,0.67259645,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
294970811,294970661,0.73983705,0.010281284,-0.00959237,0.6726392,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
295470813,295470661,0.74008,0.003259878,-0.012360966,0.67239743,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
295970816,295970661,0.7400784,0.0032663422,-0.015892234,0.67232496,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
296470807,296470661,0.739711,0.007058036,-0.008714353,0.67283124,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
296970822,296970661,0.7380293,0.0058950623,-0.0087309,0.6746865,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
297470810,297470661,0.7335384,0.0062780567,-0.00434089,0.6796052,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
297970808,297970661,0.7278715,0.0049184784,0.002601986,0.68569106,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
298470808,298470661,0.72440094,0.008057209,-0.005638095,0.6893088,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
298970810,298970661,0.7250869,0.009430293,-0.0063578663,0.68856347,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
299470816,299470661,0.7287311,0.007367816,-0.005120131,0.68474126,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
299970810,299970661,0.73114085,0.0072404263,-0.011569804,0.6820901,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
300470808,300470661,0.7333942,0.009998984,-0.011954557,0.67962503,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
300970809,300970661,0.73443925,0.008079827,-0.014342731,0.6784749,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
301470805,301470661,0.73490584,0.005894154,-0.0073076366,0.6781042,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
301970809,301970661,0.7366316,0.0085366,-0.010241278,0.6761629,0.7084002,-5.850057e-10,5.2579485e-10,0.7058111,1
