timestamp,timestamp_sample,device_id,pressure,temperature,error_count
267719203,267716589,12084257,98295.13,37.517654,0
268719194,268716579,12084257,98297.12,37.51753,0
269718604,269716541,12084257,98297.12,37.561913,0
270718601,270716526,12084257,98295.9,37.561913,0
271718608,271716541,12084257,98295.59,37.561913,0
272719126,272716524,12084257,98290.1,37.51753,0
273719090,273716492,12084257,98293.305,37.561913,0
274718544,274716488,12084257,98284.0,37.561913,0
275718543,275716488,12084257,98284.61,37.51753,0
276718544,276716488,12084257,98278.81,37.51753,0
277718543,277716488,12084257,98271.79,37.51753,0
278719085,278716488,12084257,98276.98,37.49546,0
279719055,279716448,12084257,98278.96,37.53972,0
280718477,280716422,12084257,98273.62,37.51753,0
281718468,281716412,12084257,98274.234,37.561913,0
282718457,282716402,12084257,98274.234,37.51753,0
283718995,283716397,12084257,98278.66,37.51753,0
284719001,284716403,12084257,98273.77,37.51753,0
285718457,285716402,12084257,98271.79,37.51753,0
286718451,286716396,12084257,98276.37,37.51753,0
287718458,287716402,12084257,98276.06,37.51753,0
288718453,288716397,12084257,98276.06,37.51753,0
289718995,289716398,12084257,98273.01,37.53972,0
290718919,290716323,12084257,98279.73,37.53972,0
291718451,291716396,12084257,98275.76,37.473392,0
292718441,292716303,12084257,98278.81,37.561913,0
293718350,293716294,12084257,98275.76,37.51753,0
294718900,294716294,12084257,98276.21,37.51753,0
295718905,295716294,12084257,98274.84,37.51753,0
296718350,296716295,12084257,98276.67,37.561913,0
297718349,297716294,12084257,98278.5,37.51753,0
298718312,298716257,12084257,98274.84,37.473392,0
299718287,299716232,12084257,98273.62,37.561913,0
300718908,300716236,12084257,98272.09,37.49546,0
301718895,301716213,12084257,98276.06,37.49546,0
302718274,302716202,12084257,98273.62,37.473392,0
303718311,303716256,12084257,98278.195,37.51753,0
304718257,304716194,12084257,98269.05,37.473392,0
305718795,305716182,12084257,98272.7,37.473392,0
306718799,306716189,12084257,98271.33,37.51753,0
307718276,307716184,12084257,98271.79,37.473392,0
308718275,308716182,12084257,98275.15,37.473392,0
309718199,309716133,12084257,98278.5,37.473392,0
310718201,310716123,12084257,98272.7,37.473392,0
311718726,311716114,12084257,98275.3,37.407066,0
312718725,312716103,12084257,98275.76,37.429256,0
313718166,313716094,12084257,98277.89,37.384872,0
314718138,314716083,12084257,98275.76,37.473392,0
315718145,315716073,12084257,98275.15,37.429256,0
316718120,316716064,12084257,98275.76,37.429256,0
317718671,317716053,12084257,98271.02,37.42913,0
318718112,318716044,12084257,98270.266,37.429256,0
319718104,319716033,12084257,98271.79,37.429256,0
320718080,320716024,12084257,98274.234,37.384872,0
321718068,321716013,12084257,98278.81,37.384872,0
322718607,322716004,12084257,98276.67,37.340736,0
323718604,323715994,12084257,98273.01,37.31867,0
324718055,324715984,12084257,98279.12,37.429256,0
325718053,325715974,12084257,98278.195,37.384872,0
326718058,326715963,12084257,98277.586,37.2966,0
327718055,327715954,12084257,98275.15,37.384872,0
328718646,328715944,12084257,98279.12,37.384872,0
329718052,329715934,12084257,98271.18,37.2966,0
330718051,330715924,12084257,98275.15,37.252216,0
331718055,331715914,12084257,98275.76,37.2966,0
332718049,332715904,12084257,98269.96,37.252216,0
333718492,333715893,12084257,98277.28,37.31867,0
334718482,334715884,12084257,98273.62,37.31867,0
335717930,335715873,12084257,98274.54,37.252216,0
336717920,336715864,12084257,98273.31,37.252216,0
337717913,337715853,12084257,98274.84,37.2966,0
338717911,338715843,12084257,98274.54,37.20808,0
339718466,339715833,12084257,98271.33,37.252216,0
340717912,340715848,12084257,98270.57,37.252216,0
341717875,341715819,12084257,98273.62,37.20808,0
342717870,342715812,12084257,98278.81,37.252216,0
343717861,343715804,12084257,98270.266,37.20808,0
344718402,344715805,12084257,98272.7,37.18589,0
345718369,345715772,12084257,98274.84,37.18589,0
346717868,346715812,12084257,98276.37,37.20808,0
347717808,347715753,12084257,98277.28,37.11956,0
348717824,348715768,12084257,98274.54,37.163696,0
349717807,349715751,12084257,98274.54,37.20808,0
350718337,350715723,12084257,98271.33,37.20808,0
351717780,351715714,12084257,98273.31,37.252216,0
352717782,352715714,12084257,98271.484,37.163696,0
353717782,353715714,12084257,98277.586,37.163696,0
354717780,354715714,12084257,98269.05,37.163696,0
355718325,355715717,12084257,98275.15,37.14163,0
356718278,356715678,12084257,98274.69,37.14163,0
357717708,357715652,12084257,98274.234,37.11956,0
358717705,358715643,12084257,98272.4,37.163696,0
359717702,359715632,12084257,98274.84,37.163696,0
360717679,360715622,12084257,98271.18,37.163696,0
361718210,361715612,12084257,98273.62,37.075424,0
362717660,362715604,12084257,98277.28,37.075424,0
363717658,363715592,12084257,98274.234,37.11956,0
364717652,364715583,12084257,98274.234,37.075424,0
365717657,365715573,12084257,98271.484,37.11956,0
366718205,366715562,12084257,98268.586,37.075424,0
367718206,367715553,12084257,98274.99,37.097492,0
368717656,368715542,12084257,98276.67,37.075424,0
369717653,369715533,12084257,98270.266,37.11956,0
370717652,370715522,12084257,98275.76,37.03104,0
371717647,371715512,12084257,98271.79,36.986904,0
372718199,372715503,12084257,98275.3,37.03104,0
373717548,373715492,12084257,98269.05,37.03104,0
374717538,374715482,12084257,98277.586,36.986904,0
375717530,375715472,12084257,98272.4,37.03104,0
376717518,376715462,12084257,98273.92,36.94252,0
377718054,377715452,12084257,98268.125,36.964714,0
378718051,378715442,12084257,98271.33,36.986904,0
379717509,379715433,12084257,98277.586,36.94252,0
380717478,380715423,12084257,98276.98,36.898384,0
381717468,381715412,12084257,98270.266,36.986904,0
382717458,382715402,12084257,98268.43,36.94252,0
383718046,383715392,12084257,98269.35,36.986904,0
384717438,384715382,12084257,98267.82,36.898384,0
385717428,385715372,12084257,98269.35,36.986904,0
386717419,386715363,12084257,98272.4,36.986904,0
387717408,387715353,12084257,98271.79,36.986904,0
388717950,388715342,12084257,98273.31,36.920452,0
389717947,389715332,12084257,98268.734,36.920452,0
390717406,390715322,12084257,98273.62,36.986904,0
391717368,391715313,12084257,98275.15,36.986904,0
392717358,392715302,12084257,98275.45,36.854248,0
393717351,393715295,12084257,98269.66,36.854248,0
394717880,394715282,12084257,98273.62,36.832054,0
395717874,395715274,12084257,98271.484,36.832054,0
396717332,396715274,12084257,98274.84,36.898384,0
397717332,397715273,12084257,98270.875,36.854248,0
398717300,398715242,12084257,98276.37,36.809864,0
399717293,399715238,12084257,98278.81,36.854248,0
400717843,400715246,12084257,98270.72,36.832054,0
401717293,401715238,12084257,98273.92,36.854248,0
402717294,402715238,12084257,98269.66,36.854248,0
403717294,403715238,12084257,98276.37,36.809864,0
404717255,404715199,12084257,98267.82,36.854248,0
405717796,405715199,12084257,98272.25,36.809864,0
406717821,406715202,12084257,98275.3,36.743538,0
407717258,407715202,12084257,98268.734,36.809864,0
408717254,408715199,12084257,98270.875,36.809864,0
409717205,409715149,12084257,98273.31,36.765728,0
410717201,410715146,12084257,98273.01,36.765728,0
411717745,411715148,12084257,98268.586,36.765728,0
412717749,412715149,12084257,98278.195,36.787796,0
413717213,413715151,12084257,98273.92,36.809864,0
414717205,414715149,12084257,98271.484,36.765728,0
415717210,415715155,12084257,98270.57,36.765728,0
416717748,416715151,12084257,98274.38,36.765728,0
417717734,417715053,12084257,98273.47,36.765728,0
418717099,418715044,12084257,98273.31,36.721344,0
419717100,419715044,12084257,98276.67,36.721344,0
420717113,420715044,12084257,98267.516,36.809864,0
421717100,421715044,12084257,98271.18,36.721344,0
422717654,422715044,12084257,98275.76,36.743538,0
423717654,423715008,12084257,98273.47,36.721344,0
424717049,424714993,12084257,98274.234,36.765728,0
425717028,425714973,12084257,98272.4,36.721344,0
426717018,426714962,12084257,98271.79,36.721344,0
427717552,427714952,12084257,98273.92,36.699276,0
428717551,428714942,12084257,98271.945,36.721344,0
429717007,429714933,12084257,98273.01,36.677208,0
430717005,430714922,12084257,98279.12,36.63307,0
431716968,431714912,12084257,98268.125,36.721344,0
432716958,432714902,12084257,98274.234,36.677208,0
433717506,433714892,12084257,98270.266,36.699276,0
434717481,434714883,12084257,98271.02,36.699276,0
435716935,435714872,12084257,98272.09,36.63307,0
436716932,436714862,12084257,98271.18,36.63307,0
437716932,437714853,12084257,98275.45,36.677208,0
