timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
290824278,290823841,0.7,4.5397013e-05,-2.977058,1.0149856,0.9702244,1.0,1
290924379,290923840,0.7,4.826648e-05,-2.9891136,1.015886,0.97723126,1.0,1
291024378,291023839,0.7,4.8746435e-05,-2.535923,1.0161345,0.70319927,1.0,1
291124286,291123839,0.7,4.734863e-05,-2.7775345,1.0156962,0.843942,1.0,1
291224374,291223836,0.7,4.6373567e-05,-2.9654799,1.0154251,0.96227586,1.0,1
291324223,291323838,0.7,4.9118044e-05,-3.4708943,1.0156943,1.3178842,1.0,1
291424307,291423837,0.7,5.346926e-05,-2.9115005,1.0179931,0.925223,1.0,1
291524257,291523841,0.7,5.33377e-05,-3.1211038,1.0172031,1.0640603,1.0,1
291624225,291623840,0.7,4.7023295e-05,-2.786263,1.0157261,0.8492295,1.0,1
291724446,291723836,0.7,4.4215532e-05,-2.979152,1.0146514,0.97190976,1.0,1
291824378,291823839,0.7,4.5511802e-05,-2.2013798,1.015042,0.5304732,1.0,1
291924381,291923841,0.7,5.044185e-05,-3.271694,1.0159757,1.1706296,1.0,1
292024236,292023840,0.7,5.056936e-05,-2.977469,1.0168111,0.9687499,1.0,1
292124445,292123838,0.7,5.282692e-05,-4.7962055,1.0201305,2.505517,1.0167912,1
292224223,292223838,0.7,5.080785e-05,-3.099198,1.0162281,1.050183,1.0,1
292324216,292323831,0.7,4.7078e-05,-2.674295,1.0156049,0.78244054,1.0,1
292424369,292423836,0.7,4.789237e-05,-2.8678255,1.0157961,0.8996145,1.0,1
292524374,292523839,0.7,4.860693e-05,-3.335285,1.0153441,1.2173349,1.0,1
292624220,292623838,0.7,4.7416044e-05,-4.010073,1.0148731,1.7605579,1.0015349,1
292724261,292723837,0.7,4.444982e-05,-2.1305614,1.0145708,0.49712226,1.0,1
292824221,292823837,0.7,4.7249254e-05,-2.9174025,1.0155156,0.93124425,1.0,1
292924222,292923839,0.7,4.465748e-05,-2.9385476,1.0147287,0.94552505,1.0,1
293024237,293023840,0.7,4.241564e-05,-3.2426443,1.0133052,1.1529642,1.0,1
293124229,293123839,0.7,4.5833913e-05,-1.9919971,1.0186006,0.4328436,1.0021665,1
293224229,293223845,0.7,4.8587848e-05,-2.7342072,1.0161285,0.8174697,1.0,1
293324219,293323836,0.7,4.9033082e-05,-3.7184134,1.0156862,1.5125624,1.0,1
293424398,293423838,0.7,5.144574e-05,-3.3318417,1.0164809,1.2134643,1.0,1
293524394,293523853,0.7,4.9408387e-05,-2.714043,1.0166174,0.80506945,1.0,1
293624228,293623836,0.7,5.362168e-05,-3.22361,1.0173604,1.1349261,1.0,1
293724225,293723840,0.7,5.1146475e-05,-2.670275,1.0218014,0.7753593,1.0,1
293824233,293823846,0.7,5.117499e-05,-3.0317142,1.0166568,1.0045224,1.0,1
293924377,293923838,0.7,5.1034094e-05,-2.4732876,1.0174967,0.66799575,1.0,1
294024256,294023837,0.7,4.693132e-05,-2.5623906,1.0160719,0.71799874,1.0,1
294124243,294123841,0.7,4.9333343e-05,-3.0505402,1.0160601,1.017634,1.0,1
294224382,294223837,0.7,4.9794897e-05,-3.367426,1.0161192,1.2399637,1.0,1
294324225,294323837,0.7,4.6142097e-05,-2.483721,1.0156318,0.6748804,1.0,1
294424236,294423840,0.7,4.8979284e-05,-3.2796679,1.0160136,1.1762987,1.0,1
294524372,294523837,0.7,5.3491687e-05,-3.5223699,1.0174967,1.3548598,1.0,1
294624233,294623839,0.7,5.0798182e-05,-1.7562155,1.0172709,0.33688092,1.001533,1
294724370,294723836,0.7,5.2873307e-05,-2.4105434,1.0178736,0.63429826,1.0,1
294824380,294823837,0.7,5.681807e-05,-3.1332905,1.018371,1.0711563,1.0,1
294924382,294923838,0.7,5.3572825e-05,-2.598155,1.0180696,0.7367331,1.0,1
295024371,295023837,0.7,5.3101674e-05,-2.6413991,1.0177846,0.761675,1.0,1
295124378,295123838,0.7,5.688973e-05,-3.1601417,1.0183197,1.0896486,1.0,1
295224375,295223841,0.7,5.9862192e-05,-2.7662525,1.0201863,0.8334156,1.0,1
295324431,295323839,0.7,5.817621e-05,-1.8433301,1.0195237,0.3703108,1.0005373,1
295424372,295423838,0.7,5.091835e-05,-2.5675764,1.0168866,0.72033036,1.0,1
295524224,295523838,0.7,4.918542e-05,-3.4707973,1.0155673,1.3179752,1.0,1
295624370,295623836,0.7,4.599807e-05,-2.609842,1.015312,0.7453949,1.0,1
295724243,295723838,0.7,4.9015347e-05,-3.1206558,1.0157053,1.0653235,1.0,1
295824373,295823842,0.7,4.955103e-05,-2.2340648,1.0165968,0.54550695,1.0,1
295924367,295923837,0.7,4.788228e-05,-2.862524,1.0160685,0.89605117,1.0,1
296024231,296023838,0.7,4.8516053e-05,-3.1266468,1.0170327,1.068022,1.0,1
296124367,296123837,0.7,5.0696926e-05,-2.967027,1.0171317,0.9616639,1.0,1
296224224,296223838,0.7,5.266825e-05,-2.9306586,1.0178194,0.9375991,1.0,1
296324386,296323841,0.7,5.2247575e-05,-1.9923954,1.0176383,0.43342614,1.0,1
296424372,296423838,0.7,5.4119235e-05,-3.217131,1.0173227,1.1304106,1.0,1
296524371,296523839,0.7,4.9670507e-05,-3.3030102,1.0158292,1.1933192,1.0,1
296624407,296623836,0.7,4.6317567e-05,-3.0082538,1.01546,0.9902016,1.0,1
296724228,296723838,0.7,4.382061e-05,-2.6327076,1.0146863,0.75898105,1.0,1
296824369,296823837,0.7,4.508485e-05,-2.947034,1.0150592,0.95068437,1.0,1
