timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
450224360,-0.44211328,0,0,0,0,0,0,0,0,0
450730301,-0.750776,0,0,0,0,0,0,0,0,0
451236159,-0.92527616,0,0,0,0,0,0,0,0,0
451742157,-1.0751147,0,0,0,0,0,0,0,0,0
452248177,-1.2015021,0,0,0,0,0,0,0,0,0
452754548,-1.1399028,0,0,0,0,0,0,0,0,0
453260284,-1.1147199,0,0,0,0,0,0,0,0,0
453766158,-1.1266257,0,0,0,0,0,0,0,0,0
454272157,-1.1637088,0,0,0,0,0,0,0,0,0
454778158,-1.2279514,0,0,0,0,0,0,0,0,0
455284440,-1.1939276,0,0,0,0,0,0,0,0,0
455790203,-1.2012724,0,0,0,0,0,0,0,0,0
456296162,-1.1817831,0,0,0,0,0,0,0,0,0
456802157,-1.1932162,0,0,0,0,0,0,0,0,0
457308210,-1.1944932,0,0,0,0,0,0,0,0,0
457814465,-1.2711091,0,0,0,0,0,0,0,0,0
458320220,-1.2824345,0,0,0,0,0,0,0,0,0
458826286,-1.2599885,0,0,0,0,0,0,0,0,0
459332158,-1.2434938,0,0,0,0,0,0,0,0,0
459838158,-1.2940141,0,0,0,0,0,0,0,0,0
460344542,-1.2966665,0,0,0,0,0,0,0,0,0
460850237,-1.2915857,0,0,0,0,0,0,0,0,0
461356299,-1.2243532,0,0,0,0,0,0,0,0,0
461862157,-1.4974887,0,0,0,0,0,0,0,0,0
462368178,-1.4129574,0,0,0,0,0,0,0,0,0
462874345,-1.4317108,0,0,0,0,0,0,0,0,0
463380253,-1.3743685,0,0,0,0,0,0,0,0,0
463886204,-1.4083303,0,0,0,0,0,0,0,0,0
464392157,-1.4968349,0,0,0,0,0,0,0,0,0
464898158,-1.5351999,0,0,0,0,0,0,0,0,0
465404602,-1.4687171,0,0,0,0,0,0,0,0,0
465910201,-1.4106815,0,0,0,0,0,0,0,0,0
466416162,-1.1171936,0,0,0,0,0,0,0,0,0
466922158,-1.4756345,0,0,0,0,0,0,0,0,0
467428158,-1.4537176,0,0,0,0,0,0,0,0,0
467934527,-1.3277904,0,0,0,0,0,0,0,0,0
468440363,-1.4817679,0,0,0,0,0,0,0,0,0
468946158,-1.5803332,0,0,0,0,0,0,0,0,0
469452157,-1.5895059,0,0,0,0,0,0,0,0,0
469958158,-1.4792953,0,0,0,0,0,0,0,0,0
470464350,-1.5465171,0,0,0,0,0,0,0,0,0
470970205,-1.5634617,0,0,0,0,0,0,0,0,0
471476174,-1.6020582,0,0,0,0,0,0,0,0,0
471982157,-1.7237593,0,0,0,0,0,0,0,0,0
472488157,-1.7168884,0,0,0,0,0,0,0,0,0
472994594,-1.7416656,0,0,0,0,0,0,0,0,0
473500206,-1.7279788,0,0,0,0,0,0,0,0,0
474006158,-1.6755701,0,0,0,0,0,0,0,0,0
474512157,-1.6007724,0,0,0,0,0,0,0,0,0
475018176,-1.4491194,0,0,0,0,0,0,0,0,0
475524434,-1.3382229,0,0,0,0,0,0,0,0,0
476030230,-1.2816856,0,0,0,0,0,0,0,0,0
476536156,-1.3153768,0,0,0,0,0,0,0,0,0
477042156,-1.3307266,0,0,0,0,0,0,0,0,0
477548158,-1.1609708,0,0,0,0,0,0,0,0,0
478054618,-1.0113757,0,0,0,0,0,0,0,0,0
478560204,-0.9784211,0,0,0,0,0,0,0,0,0
479066158,-0.8569344,0,0,0,0,0,0,0,0,0
479572157,-0.8077654,0,0,0,0,0,0,0,0,0
480078158,-0.76063204,0,0,0,0,0,0,0,0,0
480584357,-0.84153396,0,0,0,0,0,0,0,0,0
481090208,-0.84701395,0,0,0,0,0,0,0,0,0
481596159,-0.7790351,0,0,0,0,0,0,0,0,0
482102157,-0.6658291,0,0,0,0,0,0,0,0,0
482608159,-0.6526722,0,0,0,0,0,0,0,0,0
483114516,-0.6360652,0,0,0,0,0,0,0,0,0
483620233,-0.6770477,0,0,0,0,0,0,0,0,0
484126158,-0.7079227,0,0,0,0,0,0,0,0,0
484632158,-0.72778827,0,0,0,0,0,0,0,0,0
485138159,-0.6789177,0,0,0,0,0,0,0,0,0
485644529,-0.75760645,0,0,0,0,0,0,0,0,0
486150302,-0.75428045,0,0,0,0,0,0,0,0,0
486656169,-0.8236194,0,0,0,0,0,0,0,0,0
487162157,-0.69167733,0,0,0,0,0,0,0,0,0
487668215,-0.55271745,0,0,0,0,0,0,0,0,0
488174364,-0.45403236,0,0,0,0,0,0,0,0,0
488680223,-0.50042504,0,0,0,0,0,0,0,0,0
489186158,-0.48509943,0,0,0,0,0,0,0,0,0
489692176,-0.61576533,0,0,0,0,0,0,0,0,0
490198177,-0.7836428,0,0,0,0,0,0,0,0,0
490704362,-0.82780784,0,0,0,0,0,0,0,0,0
491210229,-0.7906969,0,0,0,0,0,0,0,0,0
491716161,-0.7210012,0,0,0,0,0,0,0,0,0
492222157,-0.68309355,0,0,0,0,0,0,0,0,0
492728157,-0.6583872,0,0,0,0,0,0,0,0,0
493234611,-0.5426477,0,0,0,0,0,0,0,0,0
493740236,-0.5423172,0,0,0,0,0,0,0,0,0
