timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
267516086,267410533,267415662,0,1.4774969,0.1,0.0012052059,0.0010150564,0.100141235,2.14567e-06,1.8259079e-06,1,0,1
268016098,267909438,267915662,0,1.4774123,0.1,0.001367569,0.0013714997,0.10014081,2.7627445e-06,3.2109408e-06,1,0,1
268516169,268408397,268415662,0,1.4771549,0.1,0.0018017292,0.001322129,0.10014125,4.79534e-06,3.1098457e-06,1,0,1
269016083,268910912,268915661,0,1.4774612,0.1,0.0011239052,0.0012353286,0.10014085,1.8659562e-06,2.7155945e-06,1,0,1
269496083,269395210,269395662,0,1.477794,0.1,0.00089228153,0.0010341041,0.10014049,1.1761086e-06,1.8846621e-06,1,0,1
270006083,269905454,269905661,0,1.4777585,0.1,0.0007162094,0.00071081094,0.100140095,7.5774904e-07,9.985737e-07,1,0,1
270506082,270397158,270405661,0,1.4766394,0.1,0.0016905069,0.0012158661,0.100140035,4.221624e-06,2.619453e-06,1,0,1
271016082,270911025,270915661,0,1.4767795,0.1,0.0018177032,0.0014749757,0.1001401,4.8808033e-06,3.460586e-06,1,0,1
271506116,271401421,271405661,0,1.488051,0.1,0.012632847,0.0040146937,0.10014056,0.0002357468,4.6540732e-05,1,0,1
271556085,271455333,271455661,0,1.4926194,0.1,0.013915062,0.0050460594,0.10014069,0.00028603096,7.23352e-05,1,0,1
272586093,272480490,271545661,0,1.5051686,0.1,0.011852145,0.013076981,0.10015075,0.00020748805,0.00025703263,1,0,0
273006085,272902921,272905661,0,1.5165027,0.1,-0.012082338,0.0008858299,0.10015229,0.00021562267,3.488258e-05,1,0,1
273506121,273405220,273405661,0,1.5073577,0.1,-0.009113193,-0.013356709,0.100152425,0.00012266847,0.0001037245,1,0,1
274006083,273896693,273905661,0,1.502016,0.1,-0.007749915,-0.010145934,0.10015212,8.871297e-05,-2.223359e-05,1,0,1
274506092,274405603,274405661,0,1.4977651,0.1,-0.0068917274,-0.008211038,0.10015161,7.015387e-05,-5.529447e-05,1,0,1
275016084,274906390,274915661,0,1.4965863,0.1,-0.008264899,-0.007624666,0.1001517,0.000100895115,-7.009448e-05,1,0,1
275496115,275393565,275395661,0,1.4913542,0.1,-0.005810976,-0.0071399226,0.10015101,4.9876526e-05,-7.0315546e-05,1,0,1
276006081,275898510,275905661,0,1.4922942,0.1,-0.008576632,-0.007568545,0.10015069,0.0001086508,-8.352361e-05,1,0,1
276496084,276389740,276395661,0,1.4874985,0.1,-0.004926324,-0.0076595102,0.10015038,3.5846493e-05,-8.707844e-05,1,0,1
276996084,276891125,276895661,0,1.4905999,0.1,-0.007809758,-0.007873339,0.10015,9.00902e-05,-9.299949e-05,1,0,1
277496084,277393215,277395661,0,1.4921587,0.1,-0.008339167,-0.0077289394,0.100149415,0.00010271887,-8.953654e-05,1,0,1
278016085,277913147,277915662,0,1.49409,0.1,-0.009774089,-0.0064859116,0.10014887,0.00014111068,-7.0632144e-05,1,0,1
278516139,278412932,278415661,0,1.487222,0.1,-0.0021020174,-0.0070014624,0.10014924,6.52647e-06,-9.595356e-05,1,0,1
278996081,278890808,278895661,0,1.4951817,0.1,-0.008844852,0.009401958,0.10014958,0.00011555412,0.00021889326,1,0,1
279516081,279406390,279415661,0,1.4927001,0.1,-0.0048416853,-0.0012191464,0.100149274,3.4625707e-05,2.7450911e-05,1,0,1
280006111,279905219,279905661,0,1.4982836,0.1,-0.00991714,-0.0045576417,0.100148425,0.00014527208,-3.538609e-05,1,0,1
280506095,280404137,280405661,0,1.4932648,0.1,-0.0069047213,-0.0058336714,0.100147754,7.042137e-05,-5.6000903e-05,1,0,1
280996088,280890866,280895661,0,1.4905641,0.1,-0.0070312023,-0.0070141624,0.100147866,7.302488e-05,-7.686056e-05,1,0,1
281506087,281399073,281405661,0,1.4912323,0.1,-0.008531451,-0.0068875705,0.10014735,0.00010751268,-7.342813e-05,1,0,1
282006082,281898368,281905662,0,1.4870163,0.1,-0.0038856268,-0.006155771,0.10014696,2.2301689e-05,-6.0971073e-05,1,0,1
282506119,282405059,282405661,0,1.4906406,0.1,-0.00705564,-0.0055993125,0.10014701,7.3534e-05,-4.895583e-05,1,0,1
283016081,282906947,282915661,0,1.4922359,0.1,-0.009055376,-0.0069304025,0.100146525,0.00012112407,-7.45446e-05,1,0,1
