timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
323054203,322953740,3407898,0.0005945095,0.0013046454,-0.00034255022,0.15,1.8132192e-07,1.81201e-07,3.3089006e-07,3407898,-0.017353684,-0.010800534,-0.0030173166,0.4,0.00016029696,0.0003115297,1.0906555e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
324064201,323963741,3407898,0.0006031621,0.0011961872,-0.0003335043,0.15,1.8111398e-07,1.8104218e-07,3.3079743e-07,3407898,-0.017452726,-0.01084128,-0.0032301722,0.4,0.0001603702,0.00031161823,1.0899122e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
325074188,324973741,3407898,0.00056281773,0.0012910058,-0.0003340567,0.15,1.8132478e-07,1.812713e-07,3.309538e-07,3407898,-0.017631352,-0.010784078,-0.0036195493,0.4,0.00016044175,0.00031170598,1.08957065e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
326084203,325983741,3407898,0.0006165125,0.0013566859,-0.00033391718,0.15,1.8099561e-07,1.8092481e-07,3.3049392e-07,3407898,-0.017775344,-0.010785443,-0.0039840634,0.4,0.00016051228,0.00031179548,1.0886614e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
327094183,326993741,3407898,0.0006134021,0.0012738392,-0.00033214272,0.15,1.8118742e-07,1.8107363e-07,3.3158483e-07,3407898,-0.017812211,-0.010750092,-0.0040782928,0.4,0.00016058613,0.0003118846,1.0883058e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
328104184,328003742,3407898,0.00066440215,0.0011959458,-0.00032742714,0.15,1.8129532e-07,1.8117628e-07,3.3156297e-07,3407898,-0.017874982,-0.0107029695,-0.0042549637,0.4,0.00016066147,0.00031197397,1.08772565e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
329114333,329013741,3407898,0.00065326673,0.0011525345,-0.00032437226,0.15,1.8106373e-07,1.8099908e-07,3.3113426e-07,3407898,-0.017933205,-0.010690021,-0.0044064047,0.4,0.0001607361,0.00031206495,1.0870225e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
330124191,330023741,3407898,0.0006130639,0.0011540683,-0.00031459038,0.15,1.8106068e-07,1.8101282e-07,3.3082722e-07,3407898,-0.018017957,-0.010679007,-0.0046201525,0.4,0.00016081022,0.00031215607,1.0865114e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
331134215,331033743,3407898,0.0007007577,0.0012517073,-0.00031856328,0.15,1.8107689e-07,1.8101515e-07,3.3087994e-07,3407898,-0.018037776,-0.010679474,-0.004685154,0.4,0.00016088331,0.0003122472,1.0860131e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
332144330,332043740,3407898,0.00073547097,0.0012311371,-0.0003153403,0.15,1.8112429e-07,1.8101564e-07,3.3081182e-07,3407898,-0.018143568,-0.010668293,-0.0049320236,0.4,0.00016095696,0.00031233832,1.085484e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
333154327,333053741,3407898,0.0006907895,0.0011862699,-0.00030962733,0.15,1.8101652e-07,1.8089334e-07,3.30501e-07,3407898,-0.01823595,-0.01064998,-0.005164917,0.4,0.00016103209,0.00031242945,1.0848825e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
