timestamp,speed_up,speed_down,want_takeoff
528314580,3.6000001,1.8000001,0
528334430,3.6000001,1.8000001,0
529314307,3.6000001,1.8000001,0
530314277,3.6000001,1.8000001,0
531314519,3.6000001,1.8000001,0
532314462,3.6000001,1.8000001,0
533034401,3.6000001,1.8000001,0
