timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
267106717,267006435,67138051,2.4529001e-05,0.00067474175,0.0006596619,0,0.031596214,0.02054024,0.0019261588,nan,0.00056179735,0.006834712,nan,nan,nan,0.0,3407882,3407882,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
267116884,267016435,67138051,2.5782068e-05,0.00063379307,0.0006118755,0,0.031229833,0.020338425,0.0019390427,nan,0.00054407975,0.0068406514,nan,nan,nan,0.0,3407882,3407882,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
267306710,267206435,67138051,2.8029117e-05,0.0007566434,0.0006947389,0,0.031791832,0.02068438,0.0019883346,nan,0.00061722536,0.0064734137,nan,nan,nan,0.0,3407882,3407882,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
267506709,267406435,67138051,7.051223e-05,0.00071239134,0.000631787,0,0.03161675,0.020631718,0.0020631948,nan,0.0005928112,0.0069045294,nan,nan,nan,0.0,3407882,3407882,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
267716726,267616435,67138051,4.721582e-05,0.0009630071,0.00087199133,0,0.030172858,0.01980203,0.0022031434,nan,0.0005637512,0.006371608,nan,nan,nan,0.0,3407882,3407882,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
267916868,267816435,67138051,7.48573e-05,0.0011293278,0.0010221661,0,0.030645425,0.020053912,0.0023916708,nan,0.0006286747,0.006161601,nan,nan,nan,0.0,3407882,3407882,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
268116719,268016437,67138051,1.947285e-05,0.0010290894,0.0010032505,0,0.031587206,0.02059389,0.0024249433,nan,0.00060100853,0.005473178,nan,nan,nan,0.0,3407882,3407882,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
268316869,268216435,67138051,3.8075803e-05,0.001323319,0.0012574637,0,0.03186504,0.020803504,0.002275976,nan,0.0007611988,0.0053549316,nan,nan,nan,0.0,3407882,3407882,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
268516872,268416435,67138051,8.1541555e-05,0.00181953,0.0017652912,0,0.031591747,0.020664325,0.0024326092,nan,0.000976777,0.004867351,nan,nan,nan,0.0,3407882,3407882,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
268706705,268606435,67138051,6.29697e-05,0.0020365284,0.002073973,0,0.031156639,0.020412697,0.0022794318,nan,0.0009331494,0.005315463,nan,nan,nan,0.0,3407882,3407882,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
