timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
267356934,267256436,0.73853326,0.0035774258,-0.0016921705,0.67420554,-0.00013772568,0.0018046827,0.008301558,0.0,0.0,-0.42453274,0.00072363677,-7.141759e-05,0.00066362234,0.010889041,0.009643237,0.01263552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32453275,1.0610882e-05,1.1956369e-05,0.00014107715,0.0015494225,0.0015496827,0.0010639618,0.0004953531,0.00049538864,0.00042052133,1.7782577e-07,1.7829865e-07,3.576415e-07,0.00016194735,0.00031032367,1.1527809e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
267857028,267756435,0.73847955,0.003558265,-0.0016403375,0.67426455,-0.0013016032,0.0039560506,0.0029132967,0.0,0.0,-0.4259793,0.00072180736,-7.3259274e-05,0.00066188007,0.0109068025,0.009641041,0.0126813995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32594645,1.0502458e-05,1.1850554e-05,0.00014070164,0.0014761903,0.0014764185,0.0010265298,0.00046232904,0.00046235818,0.00039768015,1.7741704e-07,1.7785683e-07,3.5716283e-07,0.00016195695,0.00031027163,1.151578e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
268356718,268256435,0.7385483,0.003546763,-0.0015869414,0.67418945,-0.0015758208,0.0031398395,-0.00086529,0.0,0.0,-0.427872,0.00072304095,-7.6359225e-05,0.00066714874,0.010922676,0.00963426,0.012705252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.327872,1.0589341e-05,1.1938207e-05,0.0001410687,0.0015486834,0.0015489175,0.0010640023,0.0005086813,0.00050871394,0.00043309305,1.7745911e-07,1.7787075e-07,3.567267e-07,0.00016197101,0.00031023382,1.1510318e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
268866717,268766435,0.73859745,0.003510634,-0.0015106294,0.674136,-0.0014609535,0.0025558313,-0.0030543748,0.0,0.0,-0.4296163,0.0007249852,-8.023287e-05,0.00066408736,0.010922798,0.009617192,0.012709277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3296163,1.0634456e-05,1.1984247e-05,0.00014103057,0.0015742705,0.0015744965,0.0010747856,0.00050073257,0.00050076365,0.0004251374,1.7754039e-07,1.7792507e-07,3.5642722e-07,0.00016198584,0.0003101998,1.15024795e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
269356869,269256435,0.7387064,0.003440473,-0.0014895758,0.674017,0.0016868161,-0.002749286,-0.0039807563,0.0,0.0,-0.430219,0.0007277678,-8.3513856e-05,0.0006717767,0.010925198,0.009606681,0.012698589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32992014,1.0633671e-05,1.19845345e-05,0.00014049576,0.0015664098,0.0015666113,0.001068624,0.00046949738,0.0004695245,0.00039845565,1.776177e-07,1.7797802e-07,3.5613692e-07,0.00016200042,0.0003101711,1.1493604e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.08249851,25
269856712,269756435,0.7387837,0.0033376466,-0.001394836,0.6739329,0.0031852424,-0.0020695112,-0.0045140553,0.0,0.0,-0.4306063,0.0007284988,-8.4513216e-05,0.0006727814,0.010917548,0.009601217,0.012680737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32992014,1.0691387e-05,1.2042837e-05,0.00014037522,0.0016152299,0.0016154306,0.0010931235,0.00049204787,0.000492076,0.0004130212,1.779876e-07,1.7832595e-07,3.56632e-07,0.00016201806,0.00031015035,1.14872555e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.2074984,25
270356866,270256435,0.73882955,0.0032312595,-0.0011113284,0.67388374,0.004353106,-0.0039022055,-0.0072050486,0.0,0.0,-0.43193018,0.0007213686,-8.031856e-05,0.0006745716,0.010902833,0.009617984,0.012661965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32992014,1.0673054e-05,1.2025582e-05,0.00013990859,0.0016048035,0.0016049839,0.0010880316,0.0004855265,0.00048555245,0.00040750674,1.781263e-07,1.7844285e-07,3.5676325e-07,0.00016203504,0.00031013056,1.14784425e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.33249834,25
270856714,270756435,0.7388224,0.0029298482,-0.0007678891,0.67389345,0.006853128,0.0006211542,-0.023243899,0.0,0.0,-0.4361546,0.00070812856,-7.845035e-05,0.0006769283,0.010865837,0.009625773,0.012615188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32992014,1.0711278e-05,1.20641635e-05,0.00014006,0.0016437867,0.0016439824,0.0011072571,0.00051847217,0.00051850016,0.0004326997,1.7841964e-07,1.7871645e-07,3.573504e-07,0.00016205419,0.00031011688,1.1471799e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.45749822,25
271356714,271256435,0.7372379,0.00040717627,0.0009389583,0.67563254,0.008274649,-0.017554883,-0.027864302,0.0,0.0,-0.4388356,0.00069953327,-8.0182435e-05,0.0006795206,0.010812939,0.009612937,0.0125255985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32992014,1.0684222e-05,1.2037363e-05,0.00014022576,0.0016274898,0.0016276209,0.0010990421,0.0005161206,0.00051614473,0.00043308642,1.7851666e-07,1.7879422e-07,3.5787377e-07,0.0001620735,0.0003101038,1.1462915e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.58249813,25
271856746,271756435,0.7229884,0.0034796388,-0.005970509,0.69082564,0.032767568,-0.094370835,-0.12331824,0.0,0.0,-0.45863253,0.0006939763,-7.4990705e-05,0.0006867688,0.010787636,0.009629341,0.012468634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32992014,1.1375084e-05,1.27247395e-05,0.0001427789,0.0022133018,0.002212805,0.0013611941,0.000907698,0.0009076956,0.00069741503,1.8069308e-07,1.809597e-07,3.6042624e-07,0.00016210393,0.00031011613,1.1477096e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.70750386,25
