timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
267828890,267828741,3407898,-1.2879308,1.3885622,-10.030209,36.752716,0,0,0,0,8
268828906,268828741,3407898,0.16134259,0.20829554,-10.982469,36.755234,0,0,0,0,9
269826388,269826241,3407898,1.0372878,0.06464344,-11.836334,36.83575,0,0,0,0,8
270827637,270827491,3407898,4.2898107,7.328053,-17.129915,36.97162,0,0,0,0,8
271828888,271828741,3407898,5.28939,-9.281721,-24.960152,36.730072,0,0,0,0,8
272826387,272826241,3407898,-0.93852705,0.013766659,-25.081059,36.74517,0,0,0,0,8
273827636,273827490,3407898,-4.881179,-5.234922,-16.929998,36.69233,0,0,0,0,8
274828888,274828741,3407898,0.91817635,0.12449849,-7.489063,36.767815,0,0,0,0,8
275828894,275828741,3407898,-5.21517,-14.975133,-5.29358,36.65459,0,0,0,0,8
276826387,276826241,3407898,-2.5821466,1.401805,-2.5683799,36.730072,0,0,0,0,8
277827635,277827491,3407898,0.093373865,14.491505,-22.94124,36.684784,0,0,0,0,8
278828891,278828741,3407898,-2.7623103,-1.780089,-5.478532,36.805557,0,0,0,0,8
279826387,279826241,3407898,2.2319946,-9.52174,-9.226056,36.624397,0,0,0,0,8
280827638,280827493,3407898,8.700529,0.53809685,-20.904972,36.767815,0,0,0,0,8
281828894,281828741,3407898,-2.7874494,1.9554642,-23.468563,36.805557,0,0,0,0,8
282828891,282828741,3407898,9.039309,5.216367,-8.523358,36.74517,0,0,0,0,8
283826387,283826241,3407898,2.4474726,-7.0569096,-24.202986,36.56401,0,0,0,0,8
284827635,284827491,3407898,-9.646837,-0.077811554,-17.212515,36.74517,0,0,0,0,8
285828888,285828741,3407898,9.0429,8.401254,-13.523049,36.805557,0,0,0,0,8
286826388,286826241,3407898,-10.489596,-13.334506,-17.251421,36.87349,0,0,0,0,8
287827643,287827491,3407898,-4.936844,3.6317377,-17.103111,36.594204,0,0,0,0,9
288828888,288828741,3407898,2.677316,-8.895657,-12.404958,36.850845,0,0,0,0,8
289828890,289828741,3407898,-0.16340427,9.97185,-12.741343,36.69988,0,0,0,0,8
290826395,290826241,3407898,6.31484,-0.8262656,-9.131485,36.84246,0,0,0,0,9
291827641,291827490,3407898,8.219295,-29.991566,-37.494995,36.74517,0,0,0,0,8
292828888,292828741,3407898,-0.7092823,-8.526351,-11.156382,36.858395,0,0,0,0,8
293826387,293826241,3407898,5.029619,-0.62009823,-9.226056,36.594204,0,0,0,0,8
294827637,294827491,3407898,-0.7392098,-2.0099323,-19.405603,36.669685,0,0,0,0,8
295828890,295828741,3407898,-0.5243302,3.1531637,1.3670892,36.714977,0,0,0,0,8
296828896,296828741,3407898,23.440432,9.917382,-10.494983,36.911232,0,0,0,0,8
297826388,297826241,3407898,14.926052,0.35194764,-20.17953,36.775364,0,0,0,0,8
298827635,298827491,3407898,5.2522798,-0.034117375,-20.768503,36.714977,0,0,0,0,8
299828894,299828741,3407898,-9.31943,27.2526,-11.13603,36.714977,0,0,0,0,8
300826387,300826241,3407898,3.5488055,-14.51784,22.998701,36.65459,0,0,0,0,8
301827635,301827491,3407898,-5.6419363,-3.1711202,-8.389881,36.65459,0,0,0,0,8
302828888,302828741,3407898,-1.9333179,-11.261726,1.3150153,36.624397,0,0,0,0,8
303828896,303828742,3407898,-21.890186,-9.56723,-15.119384,36.66214,0,0,0,0,8
304826389,304826241,3407898,7.824251,25.634718,-30.396784,36.714977,0,0,0,0,8
305827643,305827491,3407898,17.568651,8.059482,-24.043173,36.760265,0,0,0,0,8
306828892,306828741,3407898,0.8002619,18.672977,3.2357635,36.594204,0,0,0,0,8
307826387,307826241,3407898,-7.2113357,-11.358691,3.0520086,36.775364,0,0,0,0,8
308827635,308827492,3407898,-4.226963,-3.7032316,0.5746084,36.73762,0,0,0,0,8
309828887,309828741,3407898,2.653374,-9.665991,-11.310807,36.677235,0,0,0,0,8
310828894,310828741,3407898,-4.932654,-1.2797008,5.713164,36.65459,0,0,0,0,8
311826400,311826241,3407898,-7.436922,-16.349205,-8.955378,36.674717,0,0,0,0,9
312827642,312827491,3407898,0.55964464,-12.212823,-7.5920134,36.66214,0,0,0,0,8
313828893,313828741,3407898,-2.6048915,11.501146,-22.859838,36.47343,0,0,0,0,8
314826387,314826241,3407898,-8.285733,8.428787,-12.428301,36.684784,0,0,0,0,8
315827641,315827491,3407898,6.694188,24.079683,-11.247361,36.639492,0,0,0,0,8
316828888,316828741,3407898,3.493739,4.247314,-20.098724,36.767815,0,0,0,0,8
317828893,317828741,3407898,-0.33877954,-17.197552,-2.746748,36.6093,0,0,0,0,8
318826388,318826241,3407898,4.4418426,-6.7648168,-10.150817,36.594204,0,0,0,0,8
319827636,319827491,3407898,6.82946,6.5086374,-21.9255,36.752716,0,0,0,0,8
320828890,320828741,3407898,-8.693945,4.4801497,-10.861296,36.639492,0,0,0,0,8
321826388,321826241,3407898,10.179547,-4.626795,-19.447502,36.64704,0,0,0,0,8
