timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],estimator_instance,innovation_rejected,fused
267496861,267396435,267396435,0,-0.01153462,0.0022098855,-0.99993104,1.0,1.0,1.0,0.0042794603,-0.0052246237,-3.8206577e-05,-0.00032895745,-0.00021115602,-1.4034046e-05,1.0000105,1.000012,1.0,0.0002930174,0.00043674183,2.335588e-08,-3.927847e-05,-4.2457013e-05,-3.0222125e-08,2,0,1
267996861,267896435,267896435,0,-0.0050258418,-0.0023577185,-0.9999846,1.0,1.0,1.0,-0.0021632002,-0.0007528842,1.5199184e-05,-0.0006125729,-0.00013267907,-1.264303e-05,1.0000105,1.000012,1.0,7.487017e-05,9.069245e-06,3.6962433e-09,-5.1126623e-05,6.413883e-06,-2.8731934e-08,2,0,1
268496859,268396435,268396435,0,-0.002144133,0.0046557444,-0.9999868,1.0,1.0,1.0,-0.0049675964,-0.007779926,1.692772e-05,-0.00037244064,-0.00030270964,-1.3621066e-05,1.0000105,1.000012,1.0,0.0003948281,0.00096842437,4.584763e-09,1.4777665e-05,-3.0863874e-05,-2.955528e-08,2,0,1
268996891,268896435,268896435,0,-0.010387502,-0.008024361,-0.9999139,1.0,1.0,1.0,0.0034965514,0.004911535,-5.7518482e-05,-0.00010565332,6.769563e-07,-3.7983493e-05,1.0000105,1.000012,1.0,0.0001956119,0.00038596615,5.2934013e-08,-2.7551748e-06,4.4816203e-05,-8.5188375e-08,2,0,1
269496860,269396435,269396435,0,-0.030985054,-0.009559872,-0.9994741,1.0,1.0,1.0,0.024183108,0.0064757,-0.0004979968,0.00040388663,0.00049876916,-0.00012005457,1.0000105,1.0000122,1.0,0.009357065,0.0006709469,3.968013e-06,0.00027782144,8.325927e-05,-8.803644e-07,2,0,1
269996861,269896435,269896435,0,-0.025538163,-0.054568127,-0.9981834,1.0,1.0,1.0,0.019190166,0.051437594,-0.0017915964,0.00052923005,0.0010933378,-0.00042130658,1.0000105,1.0000122,1.0,0.0058921375,0.0423327,5.1357085e-05,3.7642378e-05,0.000556997,-6.6394505e-06,2,0,1
270496708,270396435,270396435,0,0.005252729,0.037743796,-0.99927366,1.0,1.0,1.0,-0.010593327,-0.041063607,-0.00070667267,-0.00019805838,0.00035975128,-0.00084027706,1.0000106,1.0000122,1.0,0.001795478,0.02697919,7.99018e-06,-0.00028580098,0.0007600928,-1.9698142e-05,2,0,1
270996858,270896435,270896435,0,0.06481157,-0.04043202,-0.99707806,1.0,1.0,1.0,-0.0700052,0.037082195,-0.002902925,-0.00048511993,0.0016021624,-0.001544966,1.0000106,1.0000122,1.0,0.07841082,0.022001158,0.00013483159,-0.0006295603,0.0019882242,-6.9068774e-05,2,0,1
271496715,271396435,271396435,0,-0.11729858,-0.012896674,-0.99301296,1.0,1.0,1.0,0.12028177,0.017657164,-0.00697124,0.008621448,0.002094777,-0.0029562556,1.0000106,1.0000122,1.0,0.2314808,0.0049883467,0.000777571,0.022319386,0.0029220928,-0.00027179514,2,0,1
271996711,271896435,271896435,0,0.012548469,0.11252936,-0.99356914,1.0,1.0,1.0,-0.037722006,-0.11280163,-0.006114006,0.0069507826,0.0033414343,-0.0044554775,1.0000118,1.0000132,1.0,0.022766927,0.20358461,0.0005980971,0.013560589,0.0071871546,-0.00052196,2,0,1
272496848,272396435,272396435,0,-0.09820111,0.11907254,-0.98801726,1.0,1.0,1.0,0.072960205,-0.1215672,-0.011661053,-0.0029350119,0.0022576246,-0.0052711465,1.0000135,1.000015,1.0,0.08516992,0.23645364,0.0021756825,-0.0077508837,0.009705194,-0.0007065475,2,0,1
272996713,272896453,272896453,0,-0.039801236,-0.022915939,-0.99894476,1.0,1.0,1.0,0.016093193,0.019939119,-0.000769794,-0.0069516543,-0.0006401839,-0.004454734,1.0000149,1.0000165,1.0,0.0041437917,0.0063609905,9.481325e-06,-0.013618205,7.789444e-05,-0.0005006854,2,0,1
273496893,273396435,273396435,0,0.049256753,-0.054091528,-0.9973204,1.0,1.0,1.0,-0.08102608,0.04554055,-0.002138257,-0.005498126,-0.005290786,-0.005259168,1.0000122,1.0000137,1.0,0.10504233,0.03318261,7.315429e-05,-0.012789389,-0.011998608,-0.00071333034,2,0,1
273996705,273896435,273896435,0,-0.1411145,-0.016236799,-0.9898601,1.0,1.0,1.0,0.117398225,0.011251424,-0.00984627,-0.0018150959,-0.0059622093,-0.0050819865,1.0000107,1.0000123,1.0,0.22051512,0.0020254878,0.0015511846,-0.0052065686,-0.010659217,-0.00066073367,2,0,1
274496860,274396435,274396435,0,0.04947514,-0.040787615,-0.99794215,1.0,1.0,1.0,-0.07678808,0.042137325,-0.0016838908,-0.0024457958,-0.0017640617,-0.005514441,1.0000107,1.0000124,1.0,0.09434154,0.028408514,4.536781e-05,-0.0004181011,0.00077178585,-0.0007951566,2,0,1
274996706,274896435,274896435,0,0.07784652,-0.08072321,-0.993692,1.0,1.0,1.0,-0.10376029,0.08415404,-0.005966425,-0.004077945,0.0022420755,-0.005763978,1.0000108,1.0000125,1.0,0.17225729,0.113309026,0.0005695716,-0.0072025005,0.002778779,-0.00078607985,2,0,1
