timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
483556729,483555758,396809,-0.28889775,0.16071281,0.21760099,3
484006686,484005715,396809,-0.28500795,0.1606696,0.21912381,3
484583926,484529575,396809,-0.2836536,0.16227588,0.22284439,3
485054425,485053436,396809,-0.291932,0.1643138,0.22049329,3
485505794,485504824,396809,-0.28745115,0.16836119,0.21062359,3
486083157,486028845,396809,-0.29185578,0.17288148,0.20082551,3
486553918,486552931,396809,-0.2867999,0.17084154,0.20303673,3
487003514,487002544,396809,-0.2936638,0.17287546,0.20821184,3
487582457,487527512,396809,-0.2873593,0.16681111,0.21630761,3
488052980,488052010,396809,-0.27958778,0.16587205,0.21900132,3
488502675,488501693,396809,-0.28021243,0.16408266,0.2280727,3
489080202,489025869,396809,-0.28245202,0.16231719,0.22535525,3
489552373,489551403,396809,-0.28497717,0.16358565,0.22054544,3
490002206,490001236,396809,-0.28506953,0.16153817,0.21533912,3
490579553,490525213,396809,-0.28846055,0.1639734,0.21249764,3
491050281,491049274,396809,-0.29287696,0.16689262,0.20988852,3
491499931,491498961,396809,-0.28986225,0.1663092,0.20540687,3
492078895,492024252,396809,-0.2940096,0.16858545,0.2035691,3
492549251,492548280,396809,-0.29138288,0.16625543,0.20690542,3
492999173,492998203,396809,-0.29296649,0.16632853,0.20464027,3
493576454,493522126,396809,-0.29056197,0.16380249,0.2101117,3
494048647,494047675,396809,-0.2842673,0.15701336,0.2177266,3
494498432,494497462,396809,-0.28803954,0.1590533,0.22291559,3
495075760,495021420,396809,-0.28510118,0.16059747,0.22125599,3
495546474,495545502,396809,-0.2826599,0.16284847,0.22057681,3
495996690,495995718,396809,-0.2866056,0.16002639,0.21612686,3
496575055,496520740,396809,-0.2868977,0.16294943,0.21366166,3
497045701,497044723,396809,-0.29065052,0.16484965,0.20469259,3
497495476,497494506,396809,-0.29378834,0.16717023,0.20160484,3
498071686,498017329,396809,-0.29112014,0.16450839,0.20745733,3
498541260,498540251,396809,-0.28977272,0.16687328,0.21065512,3
498990370,498989400,396809,-0.28833044,0.16559587,0.20468202,3
499569055,499514676,396809,-0.2857606,0.1636053,0.2199147,3
500039967,500038997,396809,-0.28654256,0.1666002,0.21894917,3
500489698,500488725,396809,-0.2880576,0.16951323,0.22036387,3
501068166,501013015,396809,-0.28393686,0.16431245,0.22103094,3
501538930,501537959,396809,-0.27958778,0.16587205,0.21900132,3
501989172,501988201,396809,-0.28258002,0.17162201,0.22408897,3
502566474,502512087,396809,-0.2868527,0.1754034,0.20691803,3
503037100,503036130,396809,-0.29388052,0.17852409,0.19451572,3
503487981,503487010,396809,-0.28986076,0.17375156,0.20444451,3
504065655,504011333,396809,-0.29505157,0.16922691,0.20279428,3
504536396,504535336,396809,-0.30163357,0.16590011,0.19483742,3
504986016,504985044,396809,-0.29454872,0.16044267,0.20329556,3
505585825,505584854,396809,-0.2990743,0.15946355,0.21007042,3
506035588,506034616,396809,-0.29596302,0.16315271,0.2107322,3
506485367,506484396,396809,-0.29052463,0.16459592,0.21222003,3
507083932,507082962,396809,-0.2833642,0.1656869,0.22425319,3
507533407,507532436,396809,-0.28017882,0.16848212,0.22945242,3
507984707,507983736,396809,-0.28108597,0.17098482,0.22110587,3
508583295,508582310,396809,-0.2826976,0.16962528,0.21737716,3
509032749,509031778,396809,-0.29062387,0.17224129,0.2052357,3
509482657,509481601,396809,-0.2928909,0.17287697,0.20821531,3
510082815,510081845,396809,-0.30017015,0.17574823,0.1885499,3
510532269,510531298,396809,-0.31030756,0.17516454,0.18325658,3
510982003,510981011,396809,-0.32059452,0.1890284,0.16702656,3
511580677,511579689,396809,-0.3349557,0.21224184,0.13697828,3
512031734,512030762,396809,-0.34841397,0.2307275,0.11533943,3
512481599,512480618,396809,-0.3575823,0.2602759,0.117470294,3
513080223,513079237,396809,-0.34890386,0.27333862,0.12616402,3
513529609,513528638,396809,-0.34972426,0.2816227,0.122166246,3
513979387,513978417,396809,-0.34899187,0.28691763,0.119012,3
514579659,514578688,396809,-0.35756797,0.29449564,0.11349504,3
515028989,515028011,396809,-0.3543896,0.29358235,0.118799075,3
515478923,515477937,396809,-0.35430145,0.29340473,0.124068275,3
516077458,516076488,396809,-0.36149,0.2841804,0.11151296,3
516528371,516527399,396809,-0.35026655,0.26328754,0.13847351,3
516978161,516977189,396809,-0.35047242,0.24136637,0.12931672,3
517576840,517575867,396809,-0.36721855,0.22301471,0.10118468,3
518026288,518025314,396809,-0.37645584,0.20951913,0.10528414,3
518476449,518475451,396809,-0.38030788,0.20278555,0.10696097,3
519076170,519075199,396809,-0.39136508,0.19802926,0.09350979,3
519525535,519524564,396809,-0.39368662,0.19654134,0.093541324,3
519975161,519974098,396809,-0.38910788,0.19890235,0.08973551,3
520572463,520571491,396809,-0.3701563,0.22418758,0.11016184,3
521020705,521019734,396809,-0.34803054,0.24633443,0.13595508,3
521469766,521468794,396809,-0.3291167,0.26499513,0.15506458,3
522069662,522068690,396809,-0.30856505,0.25890356,0.18315294,3
522519348,522518377,396809,-0.30939266,0.25007778,0.1811428,3
522969262,522968291,396809,-0.32543713,0.23410496,0.14843489,3
523569216,523568238,396809,-0.3521583,0.22079873,0.1238748,3
524018522,524017552,396809,-0.36789495,0.21388443,0.10820748,3
524468768,524467780,396809,-0.37883753,0.20964149,0.10151002,3
525067458,525066488,396809,-0.38814592,0.21862528,0.09820591,3
525516848,525515878,396809,-0.38205218,0.21807328,0.09298539,3
525967899,525966929,396809,-0.37564778,0.22806315,0.10476355,3
526566774,526565803,396809,-0.35614294,0.24411377,0.11342195,3
527016026,527015056,396809,-0.33808896,0.25029093,0.12912063,3
527465871,527464894,396809,-0.3285327,0.26537725,0.14377688,3
528065504,528064534,396809,-0.31305623,0.26834884,0.1445151,3
528516571,528515601,396809,-0.3097716,0.26349866,0.15669864,3
528965205,528964216,396809,-0.30641428,0.2503122,0.17438197,3
529563715,529562746,396809,-0.31884918,0.27425084,0.16688101,3
530013013,530012043,396809,-0.3567661,0.24976677,0.121530965,3
530464556,530463586,396809,-0.3662259,0.23225234,0.11295955,3
531063233,531062262,396809,-0.3669079,0.23355661,0.11818336,3
531512670,531511700,396809,-0.36852923,0.23370585,0.11365996,3
531962371,531961401,396809,-0.3646143,0.23361188,0.11668827,3
532562548,532561578,396809,-0.37008768,0.2337282,0.11290029,3
533011928,533010940,396809,-0.3662468,0.23452818,0.11139117,3
533461837,533460865,396809,-0.36355746,0.23006299,0.13408871,3
