timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
267426082,267325662,3407890,0.0010728138,0.0012309474,-0.0005201261,0.15,1.7796752e-07,1.7841259e-07,3.576259e-07,3407890,-0.018748306,-0.0060934145,-0.0025755789,0.4,0.00015769647,0.00030546004,1.1530561e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
268436074,268335661,3407890,0.001076889,0.001238994,-0.0005131905,0.15,1.7743132e-07,1.7781791e-07,3.5648287e-07,3407890,-0.018706312,-0.0060548326,-0.002521656,0.4,0.00015772475,0.00030537692,1.1510649e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
269445927,269345661,3407890,0.0010830621,0.0012494851,-0.00051154266,0.15,1.7771673e-07,1.7805586e-07,3.559916e-07,3407890,-0.018674998,-0.006014911,-0.0024912057,0.4,0.00015775986,0.00030532543,1.14953755e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
270456100,270355661,3407890,0.0010738131,0.0012675544,-0.00050943316,0.15,1.781317e-07,1.7842927e-07,3.5655518e-07,3407890,-0.018668298,-0.0059457906,-0.0024780547,0.4,0.00015779847,0.00030529036,1.1479061e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
271466075,271365661,3407890,0.0010629487,0.0012842126,-0.0005041707,0.15,1.7857099e-07,1.7883188e-07,3.5775855e-07,3407890,-0.018679405,-0.0058863005,-0.0025019168,0.4,0.00015784116,0.0003052711,1.146368e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
272476073,272375661,3407890,0.0010631249,0.0012943473,-0.0004990341,0.15,1.868207e-07,1.8707456e-07,3.6628234e-07,3407890,-0.018669175,-0.0058475714,-0.0025043238,0.4,0.00015791318,0.00030530643,1.1534429e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
273485945,273385661,3407890,0.001060303,0.0013286473,-0.0005180276,0.15,1.8330559e-07,1.834798e-07,3.6862966e-07,3407890,-0.018551532,-0.0057029338,-0.002346096,0.4,0.00015788942,0.00030507974,1.15199855e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
274496077,274395661,3407890,0.0010733552,0.0013223798,-0.0005382725,0.15,1.8011104e-07,1.8023161e-07,3.6733752e-07,3407890,-0.018725218,-0.005745353,-0.0026269306,0.4,0.00015785039,0.00030495887,1.14184895e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
275505931,275405661,3407890,0.0010088318,0.0013244438,-0.00055515737,0.15,1.807152e-07,1.808197e-07,3.6624067e-07,3407890,-0.019024188,-0.0058409534,-0.00297271,0.4,0.000157873,0.00030499193,1.1395613e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
276516077,276415661,3407890,0.0009613592,0.0013348392,-0.0005729367,0.15,1.8020759e-07,1.8030084e-07,3.6491207e-07,3407890,-0.019306475,-0.005878305,-0.0033136064,0.4,0.00015790237,0.00030505392,1.1378881e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
