timestamp,voltage5v_v,voltage_payload_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid,payload_v_valid
304587018,5.0310698,0.0,3.3171203,3.3277953,3.3272917,3.3273926,15,0,1,0,1,0,0,0,0,0
305087021,5.03389,0.0,3.322055,3.3277953,3.3269897,3.3256805,15,0,1,0,1,0,0,0,0,0
305587018,5.037213,0.0,3.3330321,3.329306,3.3290038,3.325479,15,0,1,0,1,0,0,0,0,0
306087018,5.030566,0.0,3.3095672,3.3281982,3.3295074,3.3272917,15,0,1,0,1,0,0,0,0,0
306587029,5.0294585,0.0,3.305841,3.331018,3.3248749,3.3249755,15,0,1,0,1,0,0,0,0,0
307097018,5.03389,0.0,3.3282988,3.3296082,3.3272917,3.326587,15,0,1,0,1,0,0,0,0,0
307587019,5.0321774,0.0,3.313092,3.3312194,3.3260834,3.327594,15,0,1,0,1,0,0,0,0,0
308087018,5.0370116,0.0,3.3046324,3.3304138,3.3294067,3.3236663,15,0,1,0,1,0,0,0,0,0
308587018,5.0304656,0.0,3.3093657,3.3315215,3.326587,3.324774,15,0,1,0,1,0,0,0,0,0
309087018,5.034494,0.0,3.306546,3.3315215,3.33132,3.3262846,15,0,1,0,1,0,0,0,0,0
309587018,5.0322785,0.0,3.3245728,3.3318236,3.3282988,3.326184,15,0,1,0,1,0,0,0,0,0
310087019,5.0377164,0.0,3.3159118,3.3286011,3.3225586,3.323767,15,0,1,0,1,0,0,0,0,0
310597018,5.0391264,0.0,3.3216522,3.3298094,3.325479,3.3281982,15,0,1,0,1,0,0,0,0,0
311097018,5.029156,0.0,3.3332336,3.3316224,3.3301117,3.325781,15,0,1,0,1,0,0,0,0,0
311587017,5.03389,0.0,3.3353484,3.3274932,3.32558,3.326486,15,0,1,0,1,0,0,0,0,0
312087022,5.0339904,0.0,3.3335357,3.331421,3.3269897,3.3301117,15,0,1,0,1,0,0,0,0,0
312587018,5.033487,0.0,3.331018,3.327896,3.3291047,3.325781,15,0,1,0,1,0,0,0,0,0
313087020,5.0321774,0.0,3.3026183,3.329306,3.327594,3.3279967,15,0,1,0,1,0,0,0,0,0
313597020,5.035501,0.0,3.306244,3.3306153,3.3243713,3.3243713,15,0,1,0,1,0,0,0,0,0
314097018,5.0207977,0.0,3.3326294,3.3292053,3.3259826,3.331018,15,0,1,0,1,0,0,0,0,0
314587018,5.033688,0.0,3.3235657,3.3286011,3.3294067,3.3294067,15,0,1,0,1,0,0,0,0,0
315087018,5.0387235,0.0,3.3318236,3.3272917,3.326587,3.3298094,15,0,1,0,1,0,0,0,0,0
315587018,5.035501,0.0,3.3044312,3.3311188,3.3289032,3.325781,15,0,1,0,1,0,0,0,0,0
316087018,5.0273438,0.0,3.3287017,3.3288023,3.3297088,3.325479,15,0,1,0,1,0,0,0,0,0
316587018,5.034897,0.0,3.3036253,3.3312194,3.3277953,3.32558,15,0,1,0,1,0,0,0,0,0
317087018,5.037515,0.0,3.3323271,3.3292053,3.3259826,3.3273926,15,0,1,0,1,0,0,0,0,0
317597018,5.041443,0.0,3.313495,3.3316224,3.3273926,3.3269897,15,0,1,0,1,0,0,0,0,0
318087018,5.040436,0.0,3.3239684,3.3287017,3.3286011,3.3292053,15,0,1,0,1,0,0,0,0,0
318587018,5.033688,0.0,3.3025177,3.3288023,3.325781,3.3277953,15,0,1,0,1,0,0,0,0,0
319087018,5.0294585,0.0,3.3064454,3.3322265,3.3242705,3.3259826,15,0,1,0,1,0,0,0,0,0
319587018,5.0370116,0.0,3.3040283,3.3319244,3.3232634,3.326184,15,0,1,0,1,0,0,0,0,0
320087020,5.0233154,0.0,3.3190339,3.3301117,3.3282988,3.3301117,15,0,1,0,1,0,0,0,0,0
320587021,5.029962,0.0,3.3225586,3.3277953,3.326889,3.3232634,15,0,1,0,1,0,0,0,0,0
321097021,5.032681,0.0,3.301712,3.3302124,3.3283997,3.3256805,15,0,1,0,1,0,0,0,0,0
321597018,5.0318756,0.0,3.307956,3.331421,3.3288023,3.326184,15,0,1,0,1,0,0,0,0,0
322087020,5.0335875,0.0,3.313092,3.3296082,3.3280976,3.325882,15,0,1,0,1,0,0,0,0,0
322587018,5.0331845,0.0,3.33132,3.3282988,3.3262846,3.3280976,15,0,1,0,1,0,0,0,0,0
323087019,5.0246243,0.0,3.3211486,3.3290038,3.3245728,3.3252776,15,0,1,0,1,0,0,0,0,0
323587018,5.032077,0.0,3.3362548,3.3282988,3.3304138,3.3263855,15,0,1,0,1,0,0,0,0,0
324087018,5.0380187,0.0,3.3144011,3.3304138,3.325781,3.3283997,15,0,1,0,1,0,0,0,0,0
324597018,5.040637,0.0,3.3225586,3.3285003,3.3263855,3.3269897,15,0,1,0,1,0,0,0,0,0
325097017,5.033789,0.0,3.3359528,3.3290038,3.3288023,3.3262846,15,0,1,0,1,0,0,0,0,0
325587018,5.0298615,0.0,3.3360534,3.3292053,3.3270905,3.3266876,15,0,1,0,1,0,0,0,0,0
326087017,5.024222,0.0,3.3177245,3.3336365,3.3224578,3.3246734,15,0,1,0,1,0,0,0,0,0
