timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
267105954,267005661,67138051,2.069865e-05,0.00028222243,0.00032256558,0,0.031491004,0.020492759,0.0011328119,nan,0.0006896001,0.00603668,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
267116094,267015661,67138051,2.0888767e-05,0.00024077849,0.0002749744,0,0.031129604,0.020292789,0.0011471491,nan,0.00066884275,0.006042885,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
267315933,267215662,67138051,1.834889e-05,0.00047582565,0.00043235425,0,0.03212319,0.020876084,0.0012137063,nan,0.00054946664,0.0056740073,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
267516082,267415662,67138051,2.7084498e-05,0.00065851054,0.0005568968,0,0.03112063,0.02036555,0.0013512616,nan,0.00062431244,0.0060910755,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
267715937,267615662,67138051,4.6624828e-05,0.0008139223,0.00079280196,0,0.03008373,0.019761285,0.0015112686,nan,0.000775551,0.0055878717,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
267916080,267815662,67138051,2.3429377e-05,0.00051420525,0.0006230621,0,0.030565986,0.020019207,0.0017055352,nan,0.000732843,0.005440813,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
268115931,268015662,67138051,0.00010234019,0.0005112603,0.00045359542,0,0.03147867,0.020545632,0.001737683,nan,0.0010044959,0.0048633157,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
268316079,268215661,67138051,9.2113834e-05,0.0009639933,0.00076120417,0,0.031776253,0.020764131,0.0016072282,nan,0.0011255554,0.004874774,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
268516165,268415662,67138051,0.00010605907,0.0010025674,0.00089824764,0,0.031520188,0.020633498,0.0017634755,nan,0.0010756567,0.0045192842,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
268716078,268615661,67138051,5.3142936e-05,0.0011136852,0.00110639,0,0.031048039,0.020303607,0.0016479666,nan,0.0012803179,0.005101989,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
268915962,268815661,67138051,5.4550983e-05,0.00097325124,0.0010217685,0,0.03129724,0.020418962,0.0016774386,nan,0.0011844252,0.0050144996,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,431,7,1,12,5,1,0,0,0,0,0,0,0,0
269116078,269015661,1077891,0.00010095546,0.0010357841,0.0011085366,0,0.030217921,0.019793281,0.0016140584,nan,0.0012596336,0.0043686107,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
269315937,269215661,1077891,3.6048314e-05,0.00086627225,0.00093548984,0,0.031120628,0.020237073,0.0014549438,nan,0.0012136268,0.003945967,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
269516106,269415661,1077891,4.0528754e-05,0.0010284905,0.0009871592,0,0.030535009,0.019883579,0.001354832,nan,0.0012636771,0.0038842766,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
269716077,269615661,1077891,4.6411344e-05,0.001025938,0.0010226051,0,0.030687464,0.019954417,0.0011489326,nan,0.0013695069,0.0029557254,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
269915934,269815662,1077891,6.0105514e-05,0.0012980158,0.0012138167,0,0.030859826,0.020041939,0.0010060002,nan,0.0016600088,0.0030237157,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
270115929,270015661,1077891,8.946454e-05,0.0021298802,0.0018543698,0,0.030516647,0.019836294,0.001045721,nan,0.0021574255,0.00086555956,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
270316077,270215661,1077891,0.00011398063,0.0030465308,0.0027402584,0,0.030926723,0.02005502,0.001273141,nan,0.0026754404,0.0031439082,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
270516079,270415661,1077891,0.00013646281,0.003928909,0.0036046575,0,0.030973783,0.020103302,0.0016249077,nan,0.0028227442,0.003966319,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
270716078,270615661,1077891,0.00012261893,0.0039772005,0.0038111103,0,0.031060532,0.020159705,0.0017405069,nan,0.0029262877,0.003920032,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
270916079,270815661,1077891,8.0008416e-05,0.0031781427,0.00328474,0,0.03225855,0.020846734,0.0017991511,nan,0.0028272073,0.004165223,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
271115930,271015661,1077891,5.4818243e-05,0.0021922786,0.0023825406,0,0.031804804,0.020620588,0.0018071274,nan,0.002440924,0.0038483068,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
271315927,271215661,1077891,7.393969e-05,0.0016130991,0.0017514636,0,0.03204469,0.020769142,0.00212853,nan,0.0022969744,0.0037832302,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
271515930,271415661,1077891,0.000180256,0.0028414498,0.002486811,0,0.032956168,0.021283034,0.0068220766,nan,0.0040617753,0.0038446046,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
271715931,271615661,1077891,0.00020900348,0.002969346,0.002980314,0,0.035456616,0.022650396,0.01887119,nan,0.009261581,0.00602402,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
271915931,271815661,1077891,6.492632e-06,0.0009722702,0.001146071,0,0.045945585,0.028129272,0.01887119,nan,0.009261581,0.0058809244,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,12,5,1,0,0,0,0,0,0,0,0
272116122,272015661,17717789315,1.0012303e-05,0.0015855106,0.0011711284,0,0.058523156,0.034412082,nan,nan,nan,0.008068263,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,47,7,1,12,5,1,0,0,0,0,0,0,0,0
272315936,272215661,537920131,1.7011656e-06,0.0017614325,0.0016840938,0,0.0730809,0.041377958,nan,nan,nan,0.009743391,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,47,7,1,12,5,1,0,0,0,0,0,0,0,0
272516086,272415661,17717789315,1.2713988e-06,0.0016354268,0.0018361489,0,0.08955676,0.04894069,nan,nan,nan,0.00932317,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,47,7,1,12,5,1,0,0,0,0,0,0,0,0
272715946,272615661,1077891,1.1504732e-05,0.0020377315,0.031273454,0,0.100022145,0.050079696,0.014368336,nan,0.05697018,0.07353104,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,14,6,1,0,0,0,0,0,0,0,0
272915931,272815661,1077891,0.00015058547,0.0051056766,0.03696518,0,0.04278008,0.0276418,0.009326332,nan,0.04685559,0.059967134,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,14,6,1,0,0,0,0,0,0,0,0
273116084,273015661,1077891,0.00059555564,0.0153506575,0.024882194,0,0.04067716,0.02513012,0.005663682,nan,0.03375599,0.048847225,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,14,6,1,0,0,0,0,0,0,0,0
273316136,273215661,1077891,0.0010417205,0.02106605,0.0121044945,0,0.039369576,0.023665681,0.014525876,nan,0.037622612,0.0064222356,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,14,6,1,0,0,0,0,0,0,0,0
273515939,273415697,1077891,0.00041910747,0.013037899,0.009249173,0,0.038724042,0.023444412,0.010184523,nan,0.031082703,0.0072353343,nan,nan,nan,0.0,3407890,3407890,6780433,396809,nan,nan,nan,nan,0,303,7,1,14,6,1,0,0,0,0,0,0,0,0
