timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
267424466,267323741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010550787,0.010550827,0.01046203,0.0,12.385085,0.0,0.0,0.0,0.0,0.10014156,0.0,0.0,0.0,1.0000105,1.000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0
267924312,267823745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01049136,0.010491392,0.010417563,0.0,12.385066,0.0,0.0,0.0,0.0,0.1001409,0.0,0.0,0.0,1.0000104,1.000012,1.0,0.0,0.0,0.0,0.0,0.0,0.0
268424450,268323740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010548366,0.010548401,0.010460503,0.0,12.385087,0.0,0.0,0.0,0.0,0.10014145,0.0,0.0,0.0,1.0000105,1.0000122,1.0,0.0,0.0,0.0,0.0,0.0,0.0
268924442,268823741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010492641,0.010492666,0.010420305,0.0,12.385077,0.0,0.0,0.0,0.0,0.10014104,0.0,0.0,0.0,1.0000104,1.0000119,1.0,0.0,0.0,0.0,0.0,0.0,0.0
269414279,269313740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010509425,0.010509452,0.01042649,0.0,12.385021,0.0,0.0,0.0,0.0,0.10014081,0.0,0.0,0.0,1.0000105,1.0000122,1.0,0.0,0.0,0.0,0.0,0.0,0.0
269914442,269813741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010497188,0.010497212,0.010416645,0.0,12.385045,0.0,0.0,0.0,0.0,0.10014041,0.0,0.0,0.0,1.0000105,1.0000122,1.0,0.0,0.0,0.0,0.0,0.0,0.0
270424476,270323741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010502888,0.010502911,0.010420051,0.0,12.38505,0.0,0.0,0.0,0.0,0.10014005,0.0,0.0,0.0,1.0000105,1.0000122,1.0,0.0,0.0,0.0,0.0,0.0,0.0
270924440,270823741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010530629,0.0105306525,0.010441947,0.0,12.38508,0.0,0.0,0.0,0.0,0.10014021,0.0,0.0,0.0,1.0000106,1.0000122,1.0,0.0,0.0,0.0,0.0,0.0,0.0
271424469,271323782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010556764,0.010556784,0.010461722,0.0,12.385106,0.0,0.0,0.0,0.0,0.10014058,0.0,0.0,0.0,1.0000106,1.0000122,1.0,0.0,0.0,0.0,0.0,0.0,0.0
271924269,271823741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010547421,0.010547425,0.010456904,0.0,12.385284,0.0,0.0,0.0,0.0,0.100140736,0.0,0.0,0.0,1.0000116,1.000013,1.0,0.0,0.0,0.0,0.0,0.0,0.0
