timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
267526890,267420975,267426435,0,-0.21038818,12.38464,-0.21438429,-0.15394229,12.385066,0.00014843885,-0.00010588022,2,0,1
267956895,267853948,267856436,0,-0.4081421,12.384586,-0.018003523,-0.094329074,12.385008,1.0468362e-06,-6.5534026e-05,2,0,1
268477082,268373568,268376435,0,-0.35357666,12.384591,-0.07468423,-0.102192186,12.385043,1.8014422e-05,-5.1966654e-05,2,0,1
268996886,268893148,268896435,0,-0.4515381,12.384595,0.021699876,-0.09737419,12.385012,1.5208208e-06,-6.17742e-05,2,0,1
269516899,269412748,269416435,0,-0.35830688,12.384606,-0.0,-0.093995824,12.385019,1.6757805e-05,-4.6147747e-05,2,0,1
270036882,269932356,269936435,0,-0.5404968,12.384616,0.10981867,-0.010657096,12.3850155,3.8950744e-05,-3.3353942e-06,2,0,1
270466885,270365350,270366435,0,-0.64401245,12.384565,0.21106067,0.08436329,12.384992,0.00014387288,4.8733466e-05,2,0,1
270986884,270884948,270886435,0,-0.5002136,12.384572,0.06295851,0.0988562,12.385019,1.2801833e-05,4.5987006e-05,2,0,1
271506883,271404547,271406435,0,-0.5777283,12.384579,0.13676196,0.09148208,12.385042,6.0407816e-05,3.9520975e-05,2,0,1
272026877,271924172,271926435,0,-0.636261,12.383571,0.14879873,0.09762594,12.384563,7.1511815e-05,6.789452e-05,2,0,1
272466876,272357148,272366434,0,-0.5411377,12.383571,-0.0,0.10538349,12.385782,1.7839198e-05,8.387207e-05,2,0,1
272986883,272876775,272886435,0,-0.78100586,12.384186,0.048893213,0.07592404,12.384952,7.72081e-06,4.91673e-05,2,0,1
273496889,273396347,273396435,0,-0.8989563,12.384085,-0.0,-0.036794808,12.384666,3.251708e-05,-2.9068817e-05,2,0,1
274016932,273915970,273916435,0,-1.0082397,12.384151,-0.0,-0.07998042,12.384665,0.00010243114,-4.37617e-05,2,0,1
274536944,274435579,274436435,0,-1.209137,12.38421,-0.0,-0.11875602,12.384695,4.0719606e-05,-6.922539e-05,2,0,1
274976886,274868569,274876435,0,-1.3936768,12.384366,-0.0,-0.11801245,12.384842,1.3503131e-06,-7.9966376e-05,2,0,1
