timestamp,lat,lon,alt,x,y,z,yaw,update_count,valid_alt,valid_hpos,valid_lpos,manual_home
267048500,0.0,0.0,0.0,0.0018641505,-0.1900492,-0.42648533,1.4794888,6,0,0,1,0
268966232,0.0,0.0,0.0,-0.0031115904,-0.18890245,-0.4265811,1.4787534,7,0,0,1,0
