timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
267105950,243775661,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
268115927,243775661,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
269126077,243775661,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
270136075,243775661,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
271146079,243775661,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
272155927,243775661,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
272606098,272505661,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
272686030,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
273695929,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
274705930,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
275715927,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
276725931,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
277736077,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
278746081,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
279755933,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
280766084,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
281775932,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
282786075,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
283796076,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
284806079,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
285816081,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
286826088,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
287836079,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
288846082,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
289856074,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
290865933,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
291876098,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
292885928,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
293896084,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
294905933,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
295915931,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
296926077,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
297935928,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
298946087,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
299956074,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
300965935,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
301975930,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
302986076,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
303996080,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
305006081,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
306015930,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
307025949,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
308036085,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
309046084,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
310055977,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
311065928,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
312075930,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
313085952,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
314095933,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
315105933,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
316115927,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
317126081,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
318135927,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
319145935,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
320155931,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
321165924,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
322176079,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
323186077,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
324195928,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
325206164,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
326215927,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
327225931,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
328235960,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
329246075,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
330256077,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
331266107,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
332275930,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
333286077,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
334295965,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
335305929,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
336316095,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
337325962,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
338336074,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
339345926,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
340355961,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
341366072,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
342376083,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
343385964,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
344396088,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
345406079,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
346416123,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
347425928,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
348435934,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
349445960,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
350456091,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
351465928,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
352475963,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
353485932,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
354496076,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
355505929,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
356515937,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
357525929,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
358536074,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
359546078,272585661,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
