timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
277315089,-0.0047589084,-0.010334492,-0.029107997,0.0
277517587,-0.004630366,-0.009964788,-0.029441942,0.0
277717586,-0.0041132257,-0.010246987,-0.029746728,0.0
277917587,-0.005293537,-0.010864188,-0.030023117,0.0
278116338,-0.0052105803,-0.010877001,-0.03032146,0.0
278316340,-0.0045190263,-0.010899634,-0.030676305,0.0
278515090,-0.004841409,-0.011753999,-0.031079426,0.0
278715088,-0.003515152,-0.011831069,-0.03151593,0.0
278917587,-0.0056283884,-0.011866412,-0.031948034,0.0
279117587,-0.004889279,-0.011475942,-0.032431852,0.0
279317588,-0.003931781,-0.011141093,-0.032956947,0.0
279516338,-0.0051912544,-0.011440563,-0.033508886,0.0
279716338,-0.0051639425,-0.011929466,-0.03407274,0.0
279915090,-0.0056285746,-0.012123113,-0.034587186,0.0
280115088,-0.0052789976,-0.011858621,-0.035068016,0.0
280317586,-0.0053286916,-0.011844705,-0.035452288,0.0
280517587,-0.0050773514,-0.011394438,-0.035755116,0.0
280717586,-0.0050004153,-0.01129657,-0.03596533,0.0
280916338,-0.0055526155,-0.011312165,-0.036142915,0.0
281116338,-0.0056950264,-0.011304868,-0.036300376,0.0
281315089,-0.0054174038,-0.01163126,-0.036490023,0.0
281515089,-0.005692084,-0.011095174,-0.03671662,0.0
281717587,-0.005764294,-0.011143418,-0.036976546,0.0
281917588,-0.0061609745,-0.010810838,-0.03720717,0.0
282117587,-0.006562004,-0.010421403,-0.037483096,0.0
282316339,-0.006439196,-0.009550169,-0.037758563,0.0
282516340,-0.005645586,-0.009105163,-0.037996918,0.0
282715089,-0.0057090744,-0.009389776,-0.038204264,0.0
282915090,-0.006271106,-0.009094078,-0.038398117,0.0
283117589,-0.006648582,-0.008996652,-0.03858611,0.0
283317588,-0.0070994236,-0.008712189,-0.038680878,0.0
283517588,-0.0070328387,-0.008750411,-0.03869999,0.0
283716338,-0.0071776435,-0.008472688,-0.03868934,0.0
283916339,-0.0069375695,-0.00863742,-0.038664576,0.0
284115089,-0.0068346555,-0.007908844,-0.03858667,0.0
284315090,-0.0071786875,-0.0077290894,-0.038505964,0.0
284517587,-0.007021354,-0.0075581684,-0.03842581,0.0
284717596,-0.0065863156,-0.007941507,-0.038384277,0.0
284917590,-0.006435384,-0.00794373,-0.0382877,0.0
285116339,-0.005231556,-0.008750171,-0.038094003,0.0
285316338,-0.005399803,-0.007946849,-0.03784982,0.0
285515092,-0.0054184175,-0.007709258,-0.03763562,0.0
285715090,-0.006217437,-0.007912102,-0.037395053,0.0
285917596,-0.0058198827,-0.007982895,-0.037124626,0.0
286117587,-0.0057180854,-0.008008002,-0.036811657,0.0
286317588,-0.0058867233,-0.008595151,-0.03648514,0.0
286516346,-0.0055563925,-0.009614082,-0.036184218,0.0
286716338,-0.005548259,-0.00923945,-0.035835817,0.0
286915090,-0.005516526,-0.008620379,-0.03545861,0.0
287115090,-0.0049626334,-0.008342399,-0.035199165,0.0
287317587,-0.005013112,-0.007909548,-0.035036683,0.0
287517587,-0.004331942,-0.008218257,-0.034923147,0.0
287717589,-0.0046556857,-0.0078695435,-0.034815922,0.0
287916339,-0.004921475,-0.0075180284,-0.034640364,0.0
288116338,-0.0045629344,-0.0070751426,-0.034331962,0.0
288315096,-0.0037438057,-0.0064343433,-0.033934813,0.0
288515089,-0.004015109,-0.0055665774,-0.033519328,0.0
288717587,-0.0032024162,-0.004890293,-0.033039298,0.0
288917589,-0.002663795,-0.0035233637,-0.0324292,0.0
289117588,-0.001769594,-0.0026638857,-0.03174368,0.0
289316344,-0.0015709015,-0.0030908834,-0.030935522,0.0
289516343,-0.001192484,-0.0032063187,-0.030069571,0.0
289715089,-0.00094402645,-0.003263964,-0.02915882,0.0
289915090,-0.00042913455,-0.0033242302,-0.028245557,0.0
290117589,-0.0007236475,-0.003322574,-0.02743028,0.0
290317589,-0.00016326258,-0.0039488305,-0.026628114,0.0
290517587,-0.00048351818,-0.0043122596,-0.02588091,0.0
290716366,-0.00092245085,-0.0038398793,-0.025117496,0.0
290916349,-0.0008260474,-0.0042277854,-0.024383679,0.0
291115090,-0.00080707285,-0.0047779945,-0.023676239,0.0
291315090,-0.0013050712,-0.005017529,-0.023074634,0.0
291517587,-0.00064368075,-0.0056187287,-0.022510244,0.0
291717587,-0.00018191196,-0.005466821,-0.021989852,0.0
291917588,0.0008250389,-0.0063810474,-0.021592194,0.0
292116340,0.0007193999,-0.007837601,-0.021195026,0.0
292316337,0.00045500425,-0.007790105,-0.020836063,0.0
292515088,0.0014387693,-0.007864529,-0.020439215,0.0
292715088,0.0021223,-0.009533602,-0.020074049,0.0
292917587,0.0021904006,-0.010228102,-0.019843176,0.0
293117588,0.0020406668,-0.009790074,-0.019740613,0.0
293317594,0.0029350726,-0.008653819,-0.019741032,0.0
293516341,0.0032612,-0.008329564,-0.019686665,0.0
293716339,0.003449843,-0.007489596,-0.019631693,0.0
293915089,0.0040071285,-0.0077001005,-0.01957067,0.0
294115089,0.0039736275,-0.007781787,-0.019403778,0.0
294317589,0.0043138415,-0.008164991,-0.019206442,0.0
294517588,0.0032722806,-0.008071595,-0.018977862,0.0
294717590,0.0042086,-0.009393462,-0.018837523,0.0
294916338,0.0044877175,-0.00942531,-0.018677583,0.0
295116345,0.0038211604,-0.009337281,-0.018471863,0.0
295315089,0.004789665,-0.010324922,-0.018253526,0.0
295515090,0.0049302564,-0.011567771,-0.018043417,0.0
295717588,0.006761584,-0.01191187,-0.01788858,0.0
295917588,0.00858607,-0.012853459,-0.017689085,0.0
296117587,0.008447164,-0.013589034,-0.017489204,0.0
296316339,0.007548528,-0.014678951,-0.01736578,0.0
296516338,0.00747201,-0.015838621,-0.017252432,0.0
296715090,0.0067437817,-0.01721993,-0.017217806,0.0
296915096,0.0067691943,-0.017303111,-0.017440176,0.0
297117587,0.0075044394,-0.017405882,-0.018067595,0.0
297317588,0.007066308,-0.0180728,-0.019002741,0.0
297517588,0.006831995,-0.017820572,-0.020377614,0.0
297716338,0.007071227,-0.01857099,-0.022150988,0.0
297916339,0.0062185596,-0.01982783,-0.02430855,0.0
298115089,0.004801726,-0.020204818,-0.026727121,0.0
298315090,0.0043840245,-0.020331062,-0.029257381,0.0
298517587,0.004214308,-0.018656692,-0.03184031,0.0
298717586,0.0037454448,-0.017717382,-0.034222923,0.0
298917586,0.0037017148,-0.016408503,-0.036383428,0.0
299116339,0.003323475,-0.014911341,-0.03818129,0.0
299316387,0.0035115837,-0.013929608,-0.039651036,0.0
299515090,0.003028105,-0.01308447,-0.040979203,0.0
299715089,0.0023920294,-0.012500713,-0.042218026,0.0
299917586,0.0029671572,-0.010757252,-0.04331952,0.0
300117580,0.004009865,-0.008445879,-0.044141125,0.0
300317589,0.0038471017,-0.006615236,-0.044838175,0.0
300516375,0.0023612913,-0.0052961567,-0.04556784,0.0
300716393,0.003906905,-0.004832904,-0.046282884,0.0
300915089,0.0049300925,-0.0038392548,-0.046877082,0.0
301115090,0.0046982486,-0.0036955345,-0.047461685,0.0
301317588,0.005944623,-0.0039627086,-0.048092276,0.0
301517588,0.005667503,-0.004283247,-0.048625655,0.0
301717588,0.0066487454,-0.004248573,-0.049019616,0.0
301916393,0.0067339777,-0.00331328,-0.04921478,0.0
302116360,0.0071379174,-0.0028352314,-0.049134567,0.0
302315089,0.0060506053,-0.0037409372,-0.048938904,0.0
302515094,0.0078918915,-0.003941992,-0.048677236,0.0
302717588,0.010064402,-0.004538281,-0.048267044,0.0
302917588,0.010494496,-0.00522012,-0.04786667,0.0
303117587,0.011540274,-0.004514278,-0.04751389,0.0
303316346,0.011873966,-0.0036843738,-0.047191758,0.0
303516345,0.013585857,-0.0034055035,-0.0469303,0.0
303715096,0.014325896,-0.0033243948,-0.046752848,0.0
303915089,0.01483417,-0.0023173196,-0.046713095,0.0
304117588,0.015859235,-0.0026245797,-0.046806194,0.0
304317588,0.016212389,-0.0021860888,-0.047086883,0.0
304517588,0.016327659,-0.0016027837,-0.047551196,0.0
304716338,0.0153119005,-0.0025930637,-0.048086055,0.0
304916339,0.015095238,-0.0029026081,-0.04867764,0.0
305115090,0.014764206,-0.0031958157,-0.049355276,0.0
305315090,0.014176439,-0.0037349449,-0.050183058,0.0
305517587,0.012193107,-0.0049021025,-0.051141627,0.0
305717589,0.010855662,-0.0061052334,-0.052061103,0.0
305917587,0.010578583,-0.006157998,-0.05277769,0.0
306116340,0.008557785,-0.0067969467,-0.053253163,0.0
306316339,0.0070073702,-0.0075942907,-0.05347771,0.0
306515090,0.005240306,-0.007740506,-0.053395018,0.0
306715090,0.002980178,-0.008148055,-0.053122003,0.0
306917587,0.0021645876,-0.008568169,-0.0527628,0.0
307117587,0.0015542068,-0.0084456755,-0.052385695,0.0
307317588,0.0012934194,-0.008288719,-0.05204463,0.0
307516337,-0.00031464797,-0.008228172,-0.05172732,0.0
307716339,1.3124857e-05,-0.008504369,-0.051356405,0.0
307915090,-0.00076021027,-0.008773829,-0.050860494,0.0
308115089,-0.0018014389,-0.008976034,-0.050270386,0.0
308317588,-0.00029884404,-0.008545567,-0.049524166,0.0
308517588,-0.00040278738,-0.008009375,-0.048760246,0.0
308717588,-0.0009866018,-0.006220616,-0.048231144,0.0
308916338,7.3409974e-05,-0.005114067,-0.04795387,0.0
309116338,0.000878701,-0.0044205636,-0.047903113,0.0
309315089,0.0018271008,-0.003992461,-0.047997195,0.0
309515089,0.0019311336,-0.004044388,-0.048118025,0.0
309717588,0.0029382904,-0.004161058,-0.0481826,0.0
309917589,0.0036172168,-0.0031706046,-0.04816483,0.0
310117590,0.003775885,-0.0028619508,-0.048033196,0.0
310316344,0.0028813682,-0.0035736319,-0.047846474,0.0
310516341,0.003688445,-0.0039705476,-0.047709774,0.0
310715090,0.0033962685,-0.005012694,-0.047670998,0.0
310915089,0.003106458,-0.0063738013,-0.047728393,0.0
311117605,0.00262808,-0.0062011047,-0.04780938,0.0
311317587,0.003172484,-0.0063859597,-0.04783241,0.0
311517588,0.0010387216,-0.0075974623,-0.04775281,0.0
311716340,-0.0003846792,-0.0072012325,-0.0476715,0.0
311916340,-0.0023522694,-0.0076045822,-0.047549464,0.0
312115090,-0.0022804071,-0.008184959,-0.047387283,0.0
312315090,-0.0027470617,-0.008754085,-0.047172576,0.0
312517588,-0.00309294,-0.009376712,-0.046936166,0.0
312717589,-0.0045852596,-0.009950937,-0.04675554,0.0
312917589,-0.0049692527,-0.010202177,-0.046647333,0.0
313116338,-0.0053917337,-0.010806648,-0.046656158,0.0
313316351,-0.006513441,-0.011710736,-0.04672274,0.0
313515090,-0.0070770695,-0.011975926,-0.046937034,0.0
313715090,-0.0072564725,-0.012392772,-0.04724353,0.0
313917587,-0.0068353303,-0.011561324,-0.047520228,0.0
314117587,-0.0077695064,-0.012000079,-0.047796465,0.0
314317593,-0.008413461,-0.011243498,-0.04809553,0.0
314516343,-0.008168662,-0.010163796,-0.048397098,0.0
314716338,-0.008457142,-0.008975848,-0.048623215,0.0
314915090,-0.008547333,-0.008720564,-0.04880674,0.0
315115090,-0.008143158,-0.007543506,-0.04891805,0.0
315317587,-0.008620405,-0.006803107,-0.04900543,0.0
315517587,-0.008012348,-0.006298754,-0.049187936,0.0
315717587,-0.008270989,-0.0057091145,-0.04941283,0.0
315916338,-0.008094036,-0.0053478573,-0.04971163,0.0
316116338,-0.008822983,-0.006684008,-0.05002683,0.0
316315090,-0.009280336,-0.0069657457,-0.050339,0.0
316515089,-0.009557938,-0.007477792,-0.050593887,0.0
316717589,-0.00945798,-0.007969152,-0.05077186,0.0
316917594,-0.009915998,-0.009186854,-0.050938364,0.0
317117587,-0.010373944,-0.008588573,-0.05103767,0.0
317316341,-0.010929368,-0.009345948,-0.051104806,0.0
317516341,-0.010878174,-0.010284277,-0.05111084,0.0
317715088,-0.009909595,-0.01020886,-0.05109146,0.0
317915090,-0.010283516,-0.010301959,-0.051061578,0.0
318117587,-0.010135708,-0.0111045865,-0.05103554,0.0
318317588,-0.009881593,-0.011784407,-0.050984383,0.0
318517587,-0.010100112,-0.011669926,-0.050881844,0.0
318716340,-0.009858307,-0.011892462,-0.05073046,0.0
318916340,-0.009945504,-0.011778233,-0.05046223,0.0
319115089,-0.00985359,-0.011816005,-0.05011277,0.0
319315090,-0.010119229,-0.011711718,-0.04971835,0.0
319517588,-0.009870217,-0.011774929,-0.049351554,0.0
319717587,-0.009826799,-0.0122639425,-0.048987977,0.0
319917596,-0.0095169665,-0.012098623,-0.04861631,0.0
320116339,-0.009216833,-0.0113739185,-0.048238575,0.0
320316339,-0.00970135,-0.011073546,-0.047904365,0.0
320516347,-0.010555331,-0.010348087,-0.047634054,0.0
320715090,-0.010886675,-0.010475696,-0.047453273,0.0
320917587,-0.010628912,-0.010165216,-0.047210857,0.0
321117589,-0.009764563,-0.010023926,-0.04693229,0.0
321317588,-0.00987533,-0.009931196,-0.046596706,0.0
321516338,-0.009277662,-0.009960489,-0.04622318,0.0
321716338,-0.008823205,-0.009972024,-0.045939025,0.0
321915090,-0.009177246,-0.009386876,-0.045815803,0.0
322115090,-0.009661746,-0.008854916,-0.04578172,0.0
322317586,-0.009551052,-0.008746719,-0.04590587,0.0
322517587,-0.010550081,-0.008840342,-0.046160266,0.0
322717587,-0.010800234,-0.008564961,-0.046471458,0.0
322916340,-0.009799398,-0.007665064,-0.046889666,0.0
323116338,-0.009773906,-0.008414574,-0.04729171,0.0
323315088,-0.010187677,-0.008122669,-0.047628455,0.0
323515089,-0.010197654,-0.007761685,-0.047871437,0.0
323717587,-0.010590132,-0.007564873,-0.048083004,0.0
323917586,-0.0104894545,-0.008011885,-0.04828803,0.0
324117587,-0.010870729,-0.0078740595,-0.048479673,0.0
324316338,-0.010123775,-0.0072075347,-0.0486719,0.0
324516339,-0.009747198,-0.008640809,-0.048778575,0.0
324715090,-0.00969172,-0.008859783,-0.048814952,0.0
324915088,-0.009842325,-0.009704069,-0.04870388,0.0
325117586,-0.009593004,-0.010714211,-0.048470642,0.0
325317586,-0.010091094,-0.010921208,-0.048172068,0.0
325517595,-0.009568751,-0.011996481,-0.047820218,0.0
325716339,-0.010018243,-0.011984716,-0.04738,0.0
325916338,-0.009520961,-0.011619273,-0.046939876,0.0
326115090,-0.008592006,-0.011470948,-0.046470784,0.0
326315088,-0.008804004,-0.011484055,-0.04603921,0.0
326517587,-0.008938629,-0.010896872,-0.045807716,0.0
326717588,-0.008464045,-0.010207024,-0.045723405,0.0
326917587,-0.009080172,-0.010045172,-0.045626894,0.0
327116340,-0.00945654,-0.010886127,-0.045508068,0.0
327316339,-0.009555501,-0.010680425,-0.045296907,0.0
327515090,-0.010293152,-0.010063941,-0.044979062,0.0
327715090,-0.009974897,-0.009217231,-0.044547446,0.0
327917587,-0.010193351,-0.009644866,-0.043947127,0.0
328117587,-0.008724904,-0.01005994,-0.043369267,0.0
328317587,-0.009243185,-0.010129931,-0.042820554,0.0
328516341,-0.0090119615,-0.009752599,-0.042281926,0.0
328716380,-0.008000923,-0.009614653,-0.041763797,0.0
328915089,-0.007770319,-0.010395946,-0.0413573,0.0
329115091,-0.007235166,-0.011676304,-0.04107943,0.0
329317590,-0.007516191,-0.011965364,-0.040877637,0.0
329517587,-0.0072607924,-0.013239029,-0.040786006,0.0
329717587,-0.0067888238,-0.012579358,-0.040599655,0.0
329916342,-0.006592616,-0.013482733,-0.040335592,0.0
330116342,-0.005915326,-0.013613936,-0.04001333,0.0
330315091,-0.0057893046,-0.013900249,-0.039692413,0.0
330515089,-0.0047289343,-0.013593922,-0.03938375,0.0
330717587,-0.0055698664,-0.014299981,-0.03897864,0.0
330917587,-0.0062114946,-0.013979967,-0.038541246,0.0
331117586,-0.005943629,-0.014318518,-0.03799347,0.0
331316340,-0.0075376807,-0.0145121245,-0.037356842,0.0
331516340,-0.007859118,-0.014511547,-0.03680148,0.0
331715098,-0.008557347,-0.013949548,-0.03636826,0.0
331915090,-0.0070837922,-0.013380178,-0.03599477,0.0
332117588,-0.0059227096,-0.012913168,-0.035533927,0.0
332317588,-0.0051162024,-0.0126911085,-0.03512257,0.0
332517587,-0.0044933003,-0.012708191,-0.034768052,0.0
332716338,-0.004408523,-0.010947769,-0.034413926,0.0
332916338,-0.0029302014,-0.009675875,-0.034042034,0.0
333115089,-0.0019301658,-0.008527015,-0.03359328,0.0
333315089,-0.0012713321,-0.006936004,-0.033082034,0.0
333517587,-0.0007123339,-0.006350115,-0.03257613,0.0
333717586,-0.0021692421,-0.0045362897,-0.03210772,0.0
333917587,-0.003258624,-0.004098481,-0.031782,0.0
334116339,-0.004559157,-0.0033031504,-0.031602517,0.0
334316338,-0.006295165,-0.003243499,-0.031508643,0.0
334515089,-0.007586433,-0.002187878,-0.031377897,0.0
334715089,-0.0089353165,-0.0011703863,-0.031151235,0.0
334917586,-0.008615867,-0.00096661353,-0.030856393,0.0
335117588,-0.008703737,-0.00091949233,-0.030630603,0.0
335317588,-0.008873039,-0.00092771766,-0.030525666,0.0
335516346,-0.007745361,-0.0008267477,-0.030355746,0.0
335716339,-0.007919473,-0.0009558752,-0.03006457,0.0
335915090,-0.0076584863,-0.0017586771,-0.029643552,0.0
336115099,-0.006593522,-0.0025014249,-0.029033493,0.0
336317588,-0.006323135,-0.0028184694,-0.028292848,0.0
336517589,-0.0057915603,-0.002882685,-0.027589887,0.0
336717588,-0.0059222016,-0.0022418045,-0.027084047,0.0
336916342,-0.0063258177,-0.002036798,-0.02683147,0.0
337116343,-0.0045552896,-0.002039672,-0.026626835,0.0
337315090,-0.003987246,-0.002325432,-0.026353244,0.0
337515090,-0.0028829756,-0.0019505307,-0.026135758,0.0
337717590,-0.0020152135,-0.0026318424,-0.026056314,0.0
337917590,-0.0015847576,-0.0029365243,-0.026106447,0.0
338117598,-0.0010082116,-0.003833741,-0.02620444,0.0
338316341,-0.001294749,-0.0047507836,-0.02625468,0.0
338516340,-0.0010241021,-0.005711283,-0.026331393,0.0
338715090,-0.00024233665,-0.0074007544,-0.026520804,0.0
338915092,-0.00035071067,-0.008274249,-0.026705937,0.0
339117587,-0.00093685306,-0.007877758,-0.026935866,0.0
339317589,-0.002145827,-0.008016602,-0.027243834,0.0
339517587,-0.0021695783,-0.008593756,-0.027625745,0.0
339716338,-0.00311581,-0.008353632,-0.028162591,0.0
339916342,-0.0028094032,-0.009501355,-0.02881776,0.0
340115089,-0.003513049,-0.0103097465,-0.029531743,0.0
340315088,-0.0035828836,-0.009831002,-0.030394962,0.0
340517587,-0.004238235,-0.010104595,-0.03128644,0.0
340717589,-0.0045916275,-0.0101068355,-0.03202329,0.0
340917588,-0.004504823,-0.010492126,-0.032557555,0.0
341116339,-0.0045373538,-0.011396027,-0.032983944,0.0
341316339,-0.003639333,-0.012326601,-0.033332538,0.0
341515090,-0.0028027524,-0.011974669,-0.033634078,0.0
341715090,-0.0024843004,-0.011473559,-0.033988394,0.0
341917589,-0.0018729011,-0.010685594,-0.03446466,0.0
342117587,-0.0009739567,-0.010194331,-0.035148744,0.0
342317588,-0.0012048702,-0.009875342,-0.03602546,0.0
342516339,-0.000790196,-0.00958825,-0.036939878,0.0
342716339,-9.3352224e-05,-0.0098576145,-0.037836526,0.0
342915090,0.00011180283,-0.009735663,-0.03870061,0.0
343115090,0.000545669,-0.009637093,-0.039637882,0.0
343317586,0.0011692485,-0.009746571,-0.040766966,0.0
343517589,0.0012962536,-0.009428784,-0.042092588,0.0
343717587,0.0008390738,-0.009845805,-0.043508846,0.0
343916343,0.0015377731,-0.010741325,-0.044972673,0.0
344116338,0.001963994,-0.010699479,-0.046308942,0.0
344315096,0.00016136417,-0.009975208,-0.0475483,0.0
344515091,-0.0010649178,-0.009064601,-0.048652563,0.0
344717587,-0.001937474,-0.008816893,-0.049510777,0.0
344917589,-0.0023304713,-0.008983053,-0.04989568,0.0
345117587,-0.0033227117,-0.009820875,-0.049919095,0.0
345316339,-0.0039395904,-0.009961155,-0.04976005,0.0
345516339,-0.003963597,-0.008915142,-0.04952756,0.0
345715090,-0.00464732,-0.008864216,-0.04915122,0.0
345915089,-0.004894606,-0.00874321,-0.04853803,0.0
346117586,-0.00483847,-0.008401,-0.047886517,0.0
346317594,-0.005195709,-0.008183916,-0.04727577,0.0
346517589,-0.004677626,-0.008375544,-0.04665251,0.0
346716339,-0.004407421,-0.009137578,-0.046033904,0.0
346916345,-0.003609507,-0.0092255315,-0.045419324,0.0
347115091,-0.002863527,-0.010471683,-0.04496799,0.0
347315089,-0.0022281935,-0.010685036,-0.04469515,0.0
347517588,-0.0026178667,-0.009788513,-0.04451636,0.0
347717587,-0.0014164565,-0.008775492,-0.0441326,0.0
347917587,-0.00084115006,-0.008504644,-0.043288656,0.0
348116339,-0.0013108173,-0.0070640207,-0.042100597,0.0
348316338,-0.0010878164,-0.0059694997,-0.04072898,0.0
348515090,-0.00093026645,-0.005504515,-0.039457325,0.0
348715090,-1.3275982e-05,-0.0048528584,-0.03836958,0.0
348917587,0.002340557,-0.005253454,-0.037399698,0.0
349117586,0.0035324441,-0.0059646685,-0.036490373,0.0
349317586,0.0044260854,-0.007307042,-0.035481013,0.0
349516338,0.0052833618,-0.0080199605,-0.034468666,0.0
349716338,0.004924342,-0.007989521,-0.033449657,0.0
349915090,0.0044734227,-0.007619741,-0.03256541,0.0
350115089,0.004026633,-0.008213912,-0.031918,0.0
350317587,0.004006084,-0.008385398,-0.03157161,0.0
350517588,0.0035310048,-0.008841842,-0.03141263,0.0
350717587,0.0022171454,-0.009822238,-0.031305056,0.0
350916340,-0.00024640947,-0.010653864,-0.031250384,0.0
351116341,-0.0015475823,-0.010980834,-0.0312957,0.0
351315097,-0.0025226595,-0.010218658,-0.031336173,0.0
351515089,-0.003183349,-0.01050995,-0.031449277,0.0
351717589,-0.003996822,-0.011945956,-0.031563763,0.0
351917591,-0.0031174675,-0.012707998,-0.031742066,0.0
352117589,-0.0027568324,-0.013244305,-0.031960912,0.0
352316342,-0.0030398176,-0.013642057,-0.03224531,0.0
352516342,-0.0025641096,-0.012935546,-0.032524984,0.0
352715089,-0.0025962042,-0.012430264,-0.032704905,0.0
352915090,-0.0035073545,-0.0116859265,-0.032810368,0.0
353117590,-0.0037911972,-0.011134395,-0.03283576,0.0
353317596,-0.002928357,-0.011100735,-0.032736592,0.0
353517589,-0.0027808081,-0.009643205,-0.03251366,0.0
353716340,-0.0012316371,-0.00939686,-0.032321323,0.0
353916367,-0.0016843212,-0.00982826,-0.032194395,0.0
354115091,-0.0015678117,-0.010508338,-0.032141887,0.0
354315089,-0.0018837466,-0.010848688,-0.03221357,0.0
354517589,-0.00263469,-0.0110881245,-0.0324112,0.0
354717589,-0.0036522942,-0.010790551,-0.03269345,0.0
354917590,-0.0034110595,-0.009485944,-0.032996386,0.0
355116341,-0.0030078976,-0.009048639,-0.033091072,0.0
355316341,-0.0021370847,-0.01000642,-0.032948006,0.0
355515090,-0.0022676343,-0.009899125,-0.032627564,0.0
355715090,-0.0026523042,-0.010617835,-0.0321176,0.0
355917588,-0.0021100296,-0.011019267,-0.031454552,0.0
356117588,-0.0021619305,-0.011642366,-0.030698603,0.0
356317588,-0.0021809877,-0.011604579,-0.030000858,0.0
356516339,-0.0021547254,-0.011266291,-0.029378656,0.0
356716338,-0.0030285344,-0.011709532,-0.028881326,0.0
356915091,-0.001618078,-0.011023024,-0.028508741,0.0
357115090,-0.0009911616,-0.010757057,-0.028217928,0.0
357317588,-2.905581e-05,-0.010063292,-0.02803645,0.0
357517590,0.00016747064,-0.008667875,-0.027909502,0.0
357717589,-0.00052786915,-0.0077705993,-0.027812945,0.0
357916340,-0.0013434225,-0.007099324,-0.027669167,0.0
358116344,-0.0029628782,-0.006399195,-0.02743421,0.0
358315089,-0.0030847022,-0.006082423,-0.027197665,0.0
358515089,-0.00391798,-0.0058878055,-0.02692054,0.0
358717591,-0.003955281,-0.0062511414,-0.026644893,0.0
358917591,-0.0039878613,-0.0056967214,-0.026391638,0.0
359117590,-0.0042084293,-0.0056338254,-0.026170392,0.0
359316338,-0.0047965073,-0.005539082,-0.026064519,0.0
359516339,-0.0052594477,-0.0060141054,-0.02611849,0.0
359715090,-0.006316262,-0.006172064,-0.026299857,0.0
359915089,-0.0068583163,-0.0061661177,-0.026546095,0.0
360117589,-0.0069301305,-0.0067541096,-0.026808968,0.0
360317588,-0.006665956,-0.007103309,-0.026981484,0.0
360517587,-0.006343994,-0.008185906,-0.026997305,0.0
360716338,-0.007031595,-0.009091861,-0.026901653,0.0
360916338,-0.006696534,-0.009202579,-0.026821708,0.0
361115090,-0.006836489,-0.009540084,-0.026768876,0.0
361315089,-0.005773772,-0.01012687,-0.02672712,0.0
361517588,-0.005277209,-0.010875919,-0.02683529,0.0
361717586,-0.0048956545,-0.011855677,-0.027350392,0.0
