timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
267405989,267305662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00070778583,-0.0005451739,0.0025552213,0.0,-0.25423288,0.0,0.0,0.0,0.0,0.00030052662,0.0,0.0,0.0,0.01139166,0.0021326384,-0.00012493134,0.0,0.0,0.0,0.0,0.0,0.0
267905937,267805662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.053184e-05,-0.00014977157,0.0018207431,0.0,0.0342952,0.0,0.0,0.0,0.0,0.0018360615,0.0,0.0,0.0,0.030934185,-0.020652104,-0.0008061528,0.0,0.0,0.0,0.0,0.0,0.0
268405938,268305661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015306423,-0.00065654516,0.001547426,0.0,-0.11534554,0.0,0.0,0.0,0.0,0.0020234585,0.0,0.0,0.0,0.006049457,-0.0020717725,-4.6133995e-05,0.0,0.0,0.0,0.0,0.0,0.0
268906093,268805661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018718241,-0.0011260808,0.0011758804,0.0,-0.0034917295,0.0,0.0,0.0,0.0,0.000693202,0.0,0.0,0.0,0.02238788,-0.010421772,-0.00039744377,0.0,0.0,0.0,0.0,0.0,0.0
269406085,269305661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00054787734,-0.0015650094,0.0010533929,0.0,-0.0,0.0,0.0,0.0,0.0,0.0006264448,0.0,0.0,0.0,-0.019750908,-0.0045912256,-0.00010573864,0.0,0.0,0.0,0.0,0.0,0.0
269906087,269805661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.559942e-05,-0.0022332221,0.00056806207,0.0,-0.0,0.0,0.0,0.0,0.0,0.00021123886,0.0,0.0,0.0,-0.021294214,-0.044262815,-0.0010437965,0.0,0.0,0.0,0.0,0.0,0.0
270406090,270305661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033899546,-0.0034005344,-0.00018957257,0.0,0.14987469,0.0,0.0,0.0,0.0,0.001765728,0.0,0.0,0.0,-0.029537074,0.053703897,-0.0018551946,0.0,0.0,0.0,0.0,0.0,0.0
270905971,270805661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002259763,-0.0018541515,-0.001411736,0.0,0.09102926,0.0,0.0,0.0,0.0,0.001809597,0.0,0.0,0.0,-0.055706542,-0.010505018,-0.0013930798,0.0,0.0,0.0,0.0,0.0,0.0
271405934,271305661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002593483,-0.005760163,-0.00039574504,0.0,0.09075779,0.0,0.0,0.0,0.0,0.0059211254,0.0,0.0,0.0,-0.04313815,0.004921638,-0.0011043549,0.0,0.0,0.0,0.0,0.0,0.0
271905937,271805661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00052677275,-0.009513184,-0.0022290647,0.0,0.14376217,0.0,0.0,0.0,0.0,0.015526652,0.0,0.0,0.0,0.027630398,-0.07519533,-0.0038477182,0.0,0.0,0.0,0.0,0.0,0.0
272406081,272305661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00052677275,-0.009513184,-0.0022290647,0.0,0.22682697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09087262,-0.08941865,-0.005789399,0.0,0.0,0.0,0.0,0.0,0.0
272906093,272805661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017439947,0.0049518943,0.018520594,0.0,-0.0,0.0,0.0,0.0,0.0,-0.012990117,0.0,0.0,0.0,0.033767577,-0.023343137,-0.0019291639,0.0,0.0,0.0,0.0,0.0,0.0
