timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,heading_var,unaided_heading,delta_heading,tilt_var,ref_alt,dist_bottom,dist_bottom_var,delta_dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max_z,hagl_max_xy,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_reset_counter,dist_bottom_sensor_bitfield,dead_reckoning
267394275,267393741,0,nan,nan,0.0016088497,-0.19029409,-0.42624575,0.1917929,-0.081555694,0.08176452,-0.00030229337,-0.00042268544,0.004048032,0.000574402,0.09549805,-2.6251142,-5.1309988e-05,0.021767907,0.0075141974,-0.0811373,1.4798299,0.0001413271,-0.08864856,1.565609,2.243101e-05,nan,0.10004866,0.010000001,0.08176452,0.031917125,0.02079584,0.05552774,0.032581933,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
267904193,267903741,0,nan,nan,-6.0909006e-05,-0.19003755,-0.42632326,0.1917929,-0.081555694,0.08176452,-0.0022495475,0.00025076678,0.005306622,0.0014222974,0.09549805,-2.6251142,-5.1309988e-05,0.023457553,0.022997178,0.027351346,1.4796693,0.00014079403,-0.08871055,1.565609,2.2426355e-05,nan,0.099999994,0.010000001,0.08176452,0.030936627,0.020207873,0.055252515,0.032427687,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
268404170,268403741,0,nan,nan,-0.0021255754,-0.18909977,-0.42641127,0.1917929,-0.081555694,0.08176452,-0.005332181,0.0011319409,0.005349968,0.0011511396,0.09549805,-2.6251142,-5.1309988e-05,0.035625022,-0.14850625,-0.02137367,1.4798347,0.00014124038,-0.08847487,1.565609,2.2569277e-05,nan,0.099999994,0.010000001,0.08176452,0.032263458,0.020993123,0.056315735,0.03289532,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
268904335,268903742,0,nan,nan,-0.0031286234,-0.1888511,-0.4265908,0.1917929,-0.081555694,0.08176452,-0.0042186617,-0.0019368809,0.005184337,0.0006673669,0.09549805,-2.6251142,-5.1309988e-05,0.0017921523,-0.07097952,-0.06356322,1.4792733,0.00014083393,-0.08898723,1.565609,2.2312539e-05,nan,0.099999994,0.010000001,0.08176452,0.030579707,0.020055816,0.054624002,0.032160114,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
269394169,269393741,0,nan,nan,-0.0019767913,-0.18990162,-0.42636985,0.1917929,-0.081555694,0.08176452,-0.002379102,-0.0031627903,0.005978945,0.0014338528,0.09549805,-2.6251142,-5.1309988e-05,0.03278409,-0.13874942,-0.0053098425,1.4792382,0.00014070331,-0.08903074,1.565609,2.2695556e-05,nan,0.09967452,0.089999996,0.08176452,0.031488575,0.020417424,0.056896135,0.03308949,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
269894324,269893741,0,nan,nan,-8.114885e-05,-0.19128917,-0.426374,0.1917929,-0.081555694,0.08176452,-0.00074490777,-0.003661584,0.0042956565,-0.00027913056,0.09549805,-2.6251142,-5.1309988e-05,0.22677825,-0.017957605,0.008467399,1.4791178,0.00014019558,-0.08910477,1.565609,2.2570732e-05,nan,0.09966776,0.2149996,0.08176452,0.030682396,0.019947793,0.056109365,0.032756485,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
270394339,270393743,0,nan,nan,0.0004949964,-0.19228832,-0.42767966,0.1917929,-0.081555694,0.08176452,-0.004104252,-0.007663964,-0.0011972605,-0.0060041933,0.09549805,-2.6251142,-5.1309988e-05,-0.3796085,-0.34309492,-0.4537768,1.4789494,0.00013993247,-0.08921838,1.565609,2.2646944e-05,nan,0.10074389,0.3400001,0.08176452,0.031207092,0.020216204,0.056658663,0.03299283,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
270894178,270893741,0,nan,nan,-0.001684374,-0.19304574,-0.42962644,0.1917929,-0.081555694,0.08176452,-0.0019934245,-0.0035527593,-0.0029789042,-0.007456455,0.09549805,-2.6251142,-5.1309988e-05,0.13608769,0.64478934,-0.15484375,1.4790714,0.00014008903,-0.08901453,1.565609,2.2707773e-05,nan,0.101717174,0.46499968,0.08176452,0.03212204,0.020770835,0.057160787,0.033219438,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
271404174,271403741,0,nan,nan,-0.004475402,-0.20157063,-0.43508482,0.1917929,-0.081555694,0.08176452,-0.013284939,-0.04752178,-0.017035868,-0.019943276,0.09549805,-2.6251142,-5.1309988e-05,-0.13691932,0.35155705,0.17056964,1.5009083,0.0001403647,-0.067098856,1.565609,2.274023e-05,nan,0.10466385,0.5925006,0.08176452,0.032485057,0.021008829,0.05741258,0.033308953,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
271904174,271903741,0,nan,nan,0.0043960013,-0.24365936,-0.47525707,0.1917929,-0.081555694,0.08176452,0.019411035,-0.12323609,-0.20032153,-0.20107941,0.09549805,-2.6251142,-5.1309988e-05,0.48015788,-1.3242438,-0.42835456,1.5290071,0.00014332474,-0.038738847,1.565609,2.4382742e-05,nan,0.12891006,0.7175096,0.08176452,0.045243934,0.027771687,0.06869811,0.03768481,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,0
272404171,272403740,0,nan,nan,0.01634769,-0.29123837,-0.6212603,0.1917929,-0.081555694,0.08176452,0.03248657,-0.07774556,-0.3553389,-0.3553601,0.09549805,-2.6251142,-5.1309988e-05,0.85773253,0.6700023,-0.05462879,1.5195096,0.00014881954,-0.04824555,1.565609,2.7833501e-05,nan,0.25849226,0.8425248,0.08176452,0.080061086,0.044630807,0.091522336,0.0452567,inf,inf,inf,inf,inf,1,1,1,1,12,5,7,1,1,1,0,0,0,5,0,1
272894216,272893741,0,nan,nan,0.034175035,-0.26303473,-0.6953075,0.013344422,-0.015206501,0.17073774,0.022009294,-0.026672065,-0.4706311,-0.50725645,0.09549805,-2.6251142,-5.1309988e-05,0.69594723,0.46844673,-0.17486231,1.5047703,0.00015182728,-0.06304455,1.565609,3.1064534e-05,nan,0.5284383,0.9650327,0.17073774,0.044168193,0.027615504,0.11316638,0.051033158,inf,inf,inf,inf,inf,1,1,1,1,14,6,7,1,1,1,0,0,0,6,0,0
273394323,273393741,0,nan,nan,0.052970696,-0.29010937,-0.9864438,0.013344422,-0.015206501,0.17073774,-0.009511769,-0.011793215,-0.43303326,-0.49702063,0.09549805,-2.6251142,-5.1309988e-05,-1.7045112,0.3349477,1.05738,1.4981796,0.00015242696,-0.07007265,1.565609,2.6682384e-05,nan,0.79446983,1.0900339,0.17073774,0.038912278,0.023435751,0.0969963,0.047497094,inf,inf,inf,inf,inf,1,1,1,1,14,6,7,1,1,1,0,0,0,6,0,0
273894216,273893741,0,nan,nan,0.046981055,-0.27351996,-1.1864574,0.013344422,-0.015206501,0.17073774,-0.03181877,0.00048847566,-0.3056717,-0.3532632,0.09549805,-2.6251142,-5.1309988e-05,0.44228014,-0.8048527,0.37533027,1.49434,0.00015211193,-0.074272156,1.565609,2.3070217e-05,nan,0.9914187,1.2150351,0.17073774,0.0355976,0.02254523,0.06841428,0.03866931,inf,inf,inf,inf,inf,1,1,1,1,14,6,7,1,1,1,0,0,0,6,0,0
274394176,274393741,0,nan,nan,0.02272051,-0.27081442,-1.3217762,0.013344422,-0.015206501,0.17073774,-0.050408736,0.0119244605,-0.23808376,-0.26274484,0.09549805,-2.6251142,-5.1309988e-05,-0.45396274,1.5628136,0.9505535,1.4913089,0.0001515985,-0.07760382,1.565609,2.285199e-05,nan,1.1305056,1.3400378,0.17073774,0.03289455,0.021420589,0.058756974,0.034454353,inf,inf,inf,inf,inf,1,1,1,1,14,6,7,1,1,1,0,0,0,6,0,0
274904168,274903741,0,nan,nan,0.0009913871,-0.2609862,-1.4286066,0.013344422,-0.015206501,0.17073774,-0.044261757,0.0074897753,-0.21114443,-0.22049315,0.09549805,-2.6251142,-5.1309988e-05,-1.6457018,-1.3523642,0.35363752,1.4887762,0.00015145313,-0.08038604,1.565609,2.3199602e-05,nan,1.2417425,1.4675413,0.17073774,0.03218845,0.021017192,0.057282355,0.03334663,inf,inf,inf,inf,inf,1,1,1,1,14,6,7,1,1,1,0,0,0,6,0,0
275404349,275403740,0,nan,nan,-0.0152319465,-0.24755402,-1.5113304,0.013344422,-0.015206501,0.17073774,-0.02644123,0.015755795,-0.18177857,-0.17543204,0.09549805,-2.6251142,-5.1309988e-05,0.945086,0.17591701,0.15492241,1.486106,0.0001509924,-0.08333635,1.565609,2.3254586e-05,nan,1.3255719,1.5925437,0.17073774,0.031298656,0.02037082,0.056964945,0.032938123,inf,inf,inf,inf,inf,1,1,1,1,14,6,7,1,1,1,0,0,0,6,0,0
275904178,275903741,0,nan,nan,-0.028103756,-0.21762429,-1.574468,0.013344422,-0.015206501,0.17073774,-0.0017328446,0.030002069,-0.16508035,-0.14761814,0.09549805,-2.6251142,-5.1309988e-05,0.15210608,0.30874062,0.8336707,1.4841307,0.00015078855,-0.08560157,1.565609,2.3243385e-05,nan,1.390946,1.7175479,0.17073774,0.031951167,0.020639302,0.05767374,0.033217587,inf,inf,inf,inf,inf,1,1,1,1,14,6,7,1,1,1,0,0,0,6,0,0
