timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
267266567,267266435,3407882,3407882,-2.4840808e-06,-6.92117e-06,-8.554873e-05,-2.8183129e-05,-0.0006970186,-0.049451817,5000,5000,0,0,1,1
267766567,267766435,3407882,3407882,6.0085863e-06,4.984495e-06,-3.6647703e-05,-0.00056124467,0.00017166832,-0.048043437,5000,5000,0,0,1,1
268271567,268271436,3407882,3407882,-6.3136426e-06,-3.5508974e-06,2.7421582e-05,0.0002348878,1.8540973e-07,-0.049075313,5001,5001,0,0,1,1
268771564,268771435,3407882,3407882,1.1425208e-05,-1.4319175e-05,-6.4091495e-05,-0.00041051174,-0.0009398166,-0.049665593,5000,5000,0,0,1,1
269266564,269266434,3407882,3407882,-4.0387942e-05,1.3541374e-05,-5.8819667e-05,0.0012753125,0.0001213793,-0.048553523,4999,4999,0,0,1,1
269766564,269766435,3407882,3407882,-4.84838e-06,1.8528184e-05,-4.0653517e-06,-0.0013741197,-0.0020209674,-0.04916276,5000,5000,0,0,1,1
270266563,270266435,3407882,3407882,6.363688e-05,-4.9860108e-05,-9.958023e-06,-0.0018040134,-0.0001599139,-0.049188334,5000,5000,0,0,1,1
270766563,270766435,3407882,3407882,0.00020112138,3.0256753e-05,-2.736931e-05,0.0034013977,3.377476e-05,-0.046754315,5000,5000,0,0,1,1
271266565,271266435,3407882,3407882,-0.00045679233,0.00023558865,0.00029987496,-0.0074426928,0.0019301058,-0.04578209,5000,5000,0,0,1,1
271771563,271771435,3407882,3407882,0.00023415392,-0.00024937186,0.00020339007,-0.005103681,0.007832314,-0.04314857,5000,5000,0,0,1,1
272271563,272271435,3407882,3407882,4.221706e-05,0.000551043,-0.00021099679,0.011757846,0.0034408926,-0.053118005,5000,5000,0,0,1,1
272766563,272766435,3407882,3407882,0.00028147633,0.00036099716,-0.00016933253,-0.0064170645,-0.009699519,-0.03986551,5000,5000,0,0,1,1
273266565,273266435,3407882,3407882,0.00014252852,-0.00036861512,2.0874177e-05,0.001127724,0.0011579972,-0.043506213,5000,5000,0,0,1,1
273766572,273766435,3407882,3407882,-0.0004548348,7.823845e-05,-0.00014325441,-0.003495732,0.0020489718,-0.04887333,5000,5000,0,0,1,1
274266565,274266435,3407882,3407882,0.00017362236,-3.3056083e-05,5.627745e-05,-0.006976386,-0.0022868777,-0.049706038,5000,5000,0,0,1,1
274766564,274766434,3407882,3407882,0.00010597081,-7.062614e-05,-3.4595041e-06,0.00045315374,-0.010424021,-0.047588862,4997,4997,0,0,1,1
275271563,275271435,3407882,3407882,0.0001992958,-0.00018264647,-3.374379e-05,-0.0028181777,-0.00812762,-0.048424583,5000,5000,0,0,1,1
275771570,275771435,3407882,3407882,-0.00026201943,0.00015916766,2.1891721e-05,0.009311761,-0.00622537,-0.046624463,5000,5000,0,0,1,1
276266564,276266435,3407882,3407882,-0.000110764166,1.686862e-05,7.4551094e-06,-0.0036047155,0.014261388,-0.049902584,5000,5000,0,0,1,1
276766567,276766435,3407882,3407882,0.000362941,-0.00021618947,0.00012552408,-0.011027639,0.00052931777,-0.050464116,4972,4972,0,0,1,1
277266564,277266435,3407882,3407882,0.0001925381,-0.00015128573,4.0111157e-05,0.002732625,-0.009380162,-0.050042372,5000,5000,0,0,1,1
277766573,277766435,3407882,3407882,-0.00026057815,0.00018708211,-6.94701e-05,0.0024682912,0.013735815,-0.056131996,5000,5000,0,0,1,1
278266564,278266435,3407882,3407882,0.0001293065,0.00010293513,0.000108261556,-0.006879467,0.0014835831,-0.05815004,5000,5000,0,0,1,1
278771565,278771435,3407882,3407882,0.00022397276,0.00013206484,-6.709041e-05,-0.0008259751,0.013905661,-0.044262305,5000,5000,0,0,1,1
279271562,279271434,3407882,3407882,0.00029351926,7.7646815e-05,4.6159563e-05,-0.003602218,0.0012514155,-0.04990446,4999,4999,0,0,1,1
279766564,279766435,3407882,3407882,6.164598e-05,-0.00032517084,-6.7831725e-06,-0.012699101,0.0068474803,-0.043713987,5001,5001,0,0,1,1
280266577,280266435,3407882,3407882,-0.00024970013,-6.8825057e-06,-2.44688e-05,0.013531605,0.0029345518,-0.05796644,5001,5001,0,0,1,1
280766564,280766435,3407882,3407882,0.000309353,0.0001366104,-3.0678762e-05,-0.006021556,0.010996931,-0.040501874,5000,5000,0,0,1,1
281266563,281266435,3407882,3407882,-0.0001077898,9.963091e-05,1.522856e-05,0.011777462,-0.0024190906,-0.049784184,5000,5000,0,0,1,1
281766563,281766435,3407882,3407882,-0.00027919913,7.0858936e-05,-6.649744e-05,-0.0024871794,0.013681638,-0.051849265,5000,5000,0,0,1,1
282271563,282271435,3407882,3407882,-6.3716645e-05,-0.0001147731,5.8186066e-05,-0.015042064,0.0012754106,-0.052476075,5000,5000,0,0,1,1
282771564,282771435,3407882,3407882,-0.00025152002,-0.00012347326,-3.9259423e-05,0.00670412,-0.0032923114,-0.05185251,5000,5000,0,0,1,1
283266564,283266435,3407882,3407882,-0.00016505455,0.000105411455,-3.967008e-06,0.008493619,-0.0072498256,-0.049779765,5000,5000,0,0,1,1
283766565,283766435,3407882,3407882,0.00031475592,-4.536511e-05,4.446196e-05,-0.009331319,-0.008808102,-0.056500394,5000,5000,0,0,1,1
284266563,284266435,3407882,3407882,-1.2781268e-05,3.0615702e-06,-9.2973096e-05,-0.0005842534,-0.0031147497,-0.052671477,5000,5000,0,0,1,1
