timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
355619450,355618326,4395041,-0.5507962,0.060361225,0.17026903,nan,0
356619406,356618282,4395041,-0.550785,0.056587495,0.15778767,nan,0
357618900,357617710,4395041,-0.5583414,0.05658865,0.16611612,nan,0
358618898,358617707,4395041,-0.5545462,0.05658635,0.16606843,nan,0
359618903,359617705,4395041,-0.55076253,0.06412988,0.17849794,nan,0
360618905,360617680,4395041,-0.5545349,0.06412988,0.17019571,nan,0
361619337,361618213,4395041,-0.55076253,0.06035754,0.16189347,nan,0
362618786,362617661,4395041,-0.5394455,0.06790224,0.16189347,nan,0
363618781,363617654,4395041,-0.5545462,0.071676046,0.17437185,nan,0
364618797,364617656,4395041,-0.5696243,0.05281285,0.17434682,nan,0
365618778,365617653,4395041,-0.5620568,0.052810706,0.16599691,nan,0
366619332,366618207,4395041,-0.5620796,0.06035754,0.1660446,nan,0
367619330,367618205,4395041,-0.5583186,0.05658635,0.1619167,nan,0
368618780,368617655,4395041,-0.54700136,0.05658635,0.16606843,nan,0
369618779,369617654,4395041,-0.5620796,0.05281285,0.17019571,nan,0
370618782,370617657,4395041,-0.55452365,0.064128585,0.17017128,nan,0
371618783,371617658,4395041,-0.5582846,0.06789947,0.17014684,nan,0
372619330,372618205,4395041,-0.5545349,0.06790224,0.15774237,nan,0
373618676,373617551,4395041,-0.5545012,0.0678981,0.16182378,nan,0
374618668,374617540,4395041,-0.5620682,0.049039505,0.1743218,nan,0
375618657,375617533,4395041,-0.5620454,0.060353868,0.1784211,nan,0
376618646,376617521,4395041,-0.5696012,0.06789947,0.17429675,nan,0
377619180,377618055,4395041,-0.5620454,0.07167022,0.15767445,nan,0
378619178,378618054,4395041,-0.57336175,0.0678981,0.15767445,nan,0
379618636,379617511,4395041,-0.55826193,0.060352642,0.17424674,nan,0
380618606,380617480,4395041,-0.5431518,0.052806422,0.18249185,nan,0
381618595,381617470,4395041,-0.5544787,0.064123385,0.17422175,nan,0
382618585,382617460,4395041,-0.5620112,0.056578312,0.16175415,nan,0
383619171,383618046,4395041,-0.55822796,0.05657716,0.15343706,nan,0
384619179,384618055,4395041,-0.54692364,0.052806422,0.17004922,nan,0
385618554,385617430,4395041,-0.54691255,0.060348973,0.18661264,nan,0
386618547,386617422,4395041,-0.55446744,0.052806422,0.17004922,nan,0
387618542,387617418,4395041,-0.5544562,0.05280535,0.17002484,nan,0
388619075,388617950,4395041,-0.5619884,0.06034775,0.14926869,nan,0
389619075,389617950,4395041,-0.5657602,0.04903255,0.16170776,nan,0
390618532,390617407,4395041,-0.55444497,0.06411949,0.17000045,nan,0
391618498,391617373,4395041,-0.55066204,0.056574866,0.17412186,nan,0
392618485,392617361,4395041,-0.55066204,0.06788984,0.1699761,nan,0
393618476,393617351,4395041,-0.5619884,0.071662955,0.16170776,nan,0
394619008,394617883,4395041,-0.56574863,0.060346525,0.1492473,nan,0
395619001,395617876,4395041,-0.55442244,0.052802138,0.17409688,nan,0
396618459,396617334,4395041,-0.55442244,0.06411688,0.16995172,nan,0
397618459,397617334,4395041,-0.55442244,0.07543163,0.16995172,nan,0
398618426,398617301,4395041,-0.56953186,0.06034775,0.17000045,nan,0
399618420,399617296,4395041,-0.56952035,0.064118184,0.1699761,nan,0
400618972,400617837,4395041,-0.5619429,0.06034286,0.16575903,nan,0
401618971,401617841,4395041,-0.56572574,0.06034408,0.17407192,nan,0
402618420,402617295,4395041,-0.56195426,0.056572575,0.16992734,nan,0
403618420,403617295,4395041,-0.5393252,0.056572575,0.16992734,nan,0
404618383,404617259,4395041,-0.5581827,0.05280107,0.16992734,nan,0
405618925,405617801,4395041,-0.5506397,0.06034408,0.15749365,nan,0
406518922,406517798,4395041,-0.5581827,0.06034408,0.16578278,nan,0
407618384,407617259,4395041,-0.55817145,0.0528,0.18647891,nan,0
408618380,408617256,4395041,-0.5619429,0.06034286,0.16990301,nan,0
409618379,409617255,4395041,-0.5581488,0.060340412,0.16985431,nan,0
410618332,410617208,4395041,-0.5581602,0.06411299,0.16573527,nan,0
411618907,411617755,4395041,-0.5544,0.05657143,0.16990301,nan,0
412618902,412617773,4395041,-0.5581602,0.052798934,0.17402203,nan,0
413618338,413617213,4395041,-0.55437756,0.056569137,0.18228269,nan,0
414618330,414617205,4395041,-0.56193155,0.056570284,0.1574485,nan,0
415618338,415617214,4395041,-0.5619088,0.052796796,0.16982998,nan,0
416618902,416617770,4395041,-0.5581376,0.052796796,0.17811437,nan,0
417618777,417617652,4395041,-0.5581263,0.060337972,0.17808887,nan,0
418618226,418617101,4395041,-0.5732224,0.0641104,0.16982998,nan,0
419618226,419617101,4395041,-0.5581376,0.060339198,0.16568778,nan,0
420618226,420617101,4395041,-0.56942815,0.060336754,0.16149932,nan,0
421618228,421617104,4395041,-0.5543551,0.064109094,0.17394727,nan,0
422618776,422617651,4395041,-0.5694396,0.052795723,0.16980568,nan,0
423618773,423617648,4395041,-0.5694396,0.05656685,0.16980568,nan,0
424618166,424617041,4395041,-0.5656571,0.06787885,0.16149932,nan,0
425618156,425617031,4395041,-0.53925973,0.060336754,0.17392235,nan,0
426618145,426617020,4395041,-0.5731992,0.06787885,0.16564032,nan,0
427618760,427617553,4395041,-0.56942815,0.060336754,0.15735832,nan,0
428618675,428617550,4395041,-0.558115,0.049023613,0.16149932,nan,0
429618142,429617017,4395041,-0.54680187,0.05279466,0.17392235,nan,0
430618142,430617017,4395041,-0.55434394,0.05656571,0.18220435,nan,0
431618143,431617018,4395041,-0.5656342,0.060334314,0.16973272,nan,0
432618143,432617018,4395041,-0.55808115,0.0603331,0.16556919,nan,0
433618632,433617508,4395041,-0.5769585,0.060335528,0.16561662,nan,0
434618627,434617486,4395041,-0.5543215,0.060334314,0.17801237,nan,0
435618152,435617027,4395041,-0.5467687,0.06410392,0.17798689,nan,0
436618142,436617017,4395041,-0.5543327,0.06787747,0.17389746,nan,0
437618144,437617017,4395041,-0.55053955,0.06410392,0.1531515,nan,0
438618568,438617443,4395041,-0.57693523,0.06787474,0.16556919,nan,0
439618557,439617432,4395041,-0.5693936,0.0603331,0.17798689,nan,0
440618142,440617017,4395041,-0.5618633,0.071646996,0.17801237,nan,0
441618142,441617017,4395041,-0.56562275,0.0603331,0.17798689,nan,0
442618142,442617017,4395041,-0.5543103,0.0603331,0.16142996,nan,0
443618142,443617017,4395041,-0.5656114,0.052790396,0.16140686,nan,0
444618531,444617406,4395041,-0.56184065,0.05656114,0.16968414,nan,0
445618497,445617373,4395041,-0.5580699,0.052790396,0.17382278,nan,0
446618143,446617018,4395041,-0.5542992,0.06033188,0.17382278,nan,0
447618142,447617017,4395041,-0.56562275,0.05279146,0.17798689,nan,0
448618143,448617018,4395041,-0.5542767,0.07164121,0.16963558,nan,0
449618477,449617352,4395041,-0.5844414,0.05655885,0.16549814,nan,0
450618478,450617353,4395041,-0.5731412,0.060330655,0.17379789,nan,0
451618142,451617017,4395041,-0.5467356,0.05278826,0.17791049,nan,0
452618143,452617018,4395041,-0.55051726,0.05655999,0.18621203,nan,0
453618142,453617017,4395041,-0.5655771,0.060328227,0.17374817,nan,0
454618142,454617017,4395041,-0.56935906,0.06032944,0.15722322,nan,0
455618474,455617349,4395041,-0.56935906,0.05655885,0.16136068,nan,0
456618142,456617017,4395041,-0.55805856,0.052789323,0.17379789,nan,0
457618143,457617018,4395041,-0.57311815,0.07163977,0.17374817,nan,0
458618142,458617017,4395041,-0.5542544,0.06409745,0.16131452,nan,0
459618143,459617018,4395041,-0.55048394,0.052786134,0.16131452,nan,0
460618346,460617222,4395041,-0.5580361,0.0527872,0.17374817,nan,0
461618337,461617213,4395041,-0.5693247,0.052785072,0.17783414,nan,0
462618142,462617017,4395041,-0.5693362,0.052786134,0.18199587,nan,0
463618142,463617017,4395041,-0.55047286,0.052785072,0.17783414,nan,0
464618142,464617017,4395041,-0.55048394,0.06032701,0.16545078,nan,0
465618144,465617020,4395041,-0.5655429,0.060324572,0.16953853,nan,0
466618288,466617164,4395041,-0.5580136,0.05655543,0.17783414,nan,0
467618142,467617017,4395041,-0.56553143,0.049012728,0.18191777,nan,0
468618144,468617019,4395041,-0.55047286,0.060325794,0.18196984,nan,0
469618142,469617017,4395041,-0.5429211,0.049013715,0.17367363,nan,0
470618132,470617006,4395041,-0.5617839,0.05655543,0.16956279,nan,0
471618239,471617114,4395041,-0.5730719,0.056553148,0.1612453,nan,0
472618230,472617105,4395041,-0.56174994,0.052781872,0.18602568,nan,0
473618142,473617017,4395041,-0.5466804,0.052782934,0.1777833,nan,0
474618109,474616984,4395041,-0.57306033,0.06409227,0.17362396,nan,0
475618142,475617017,4395041,-0.57686543,0.060325794,0.1654271,nan,0
476618206,476617076,4395041,-0.57683045,0.06409227,0.16122225,nan,0
477618202,477617071,4395041,-0.56176126,0.060323358,0.17364879,nan,0
478618142,478617017,4395041,-0.55420965,0.06032214,0.17775787,nan,0
479618142,479617017,4395041,-0.56174994,0.06032214,0.17362396,nan,0
480618145,480617019,4395041,-0.56173867,0.06409098,0.1611992,nan,0
481618142,481617017,4395041,-0.57306033,0.056552008,0.17362396,nan,0
482618142,482617017,4395041,-0.5692788,0.052780814,0.17773247,nan,0
483618142,483617017,4395041,-0.56173867,0.06032093,0.17773247,nan,0
484618142,484617017,4395041,-0.557991,0.052782934,0.18605228,nan,0
485618142,485617017,4395041,-0.55418736,0.0640897,0.1653089,nan,0
486618143,486617017,4395041,-0.58433545,0.064088404,0.16115314,nan,0
487618145,487617021,4395041,-0.5466474,0.056549728,0.17770706,nan,0
488618143,488617018,4395041,-0.54286647,0.056548588,0.18594593,nan,0
489618144,489617017,4395041,-0.55041736,0.056549728,0.17770706,nan,0
490618143,490617018,4395041,-0.561716,0.056548588,0.16115314,nan,0
491618141,491617017,4395041,-0.5579349,0.056547455,0.16526164,nan,0
492618142,492617017,4395041,-0.5730257,0.052778687,0.16115314,nan,0
493618142,493617017,4395041,-0.55415386,0.056546316,0.17349994,nan,0
494618142,494617017,4395041,-0.561716,0.04900878,0.17768167,nan,0
495618142,495617017,4395041,-0.54287744,0.05277975,0.19010523,nan,0
496618143,496617019,4395041,-0.5579237,0.05277656,0.17349994,nan,0
497618142,497617018,4395041,-0.5692444,0.064087115,0.16526164,nan,0
498618143,498617018,4395041,-0.56169343,0.06031607,0.16523804,nan,0
499618143,499617018,4395041,-0.56923294,0.056546316,0.17763087,nan,0
500618142,500617017,4395041,-0.5730142,0.060317285,0.1817878,nan,0
501618142,501617017,4395041,-0.5579237,0.04900681,0.18176183,nan,0
502618143,502617018,4395041,-0.55039525,0.06785695,0.1693932,nan,0
503618142,503617017,4395041,-0.5579124,0.060314853,0.1693448,nan,0
504618142,504617017,4395041,-0.5843237,0.056547455,0.1611301,nan,0
505618142,505617017,4395041,-0.5880698,0.052775495,0.17347516,nan,0
506618142,506617017,4395041,-0.56921,0.06408325,0.17345037,nan,0
507618142,507617017,4395041,-0.5579124,0.06785421,0.18586624,nan,0
508618144,508617019,4395041,-0.52774435,0.07539205,0.16519083,nan,0
509618142,509617017,4395041,-0.5541316,0.06408325,0.16106105,nan,0
510618144,510617020,4395041,-0.5579012,0.07539205,0.1280229,nan,0
511618142,511617017,4395041,-0.61823976,0.09424386,0.08674997,nan,0
512618142,512617017,4395041,-0.61820245,0.1507811,0.061937723,nan,0
513618142,513617017,4395041,-0.61820245,0.17716777,0.066066906,nan,0
514618142,514617017,4395041,-0.6521544,0.18848392,0.04130361,nan,0
515618142,515617017,4395041,-0.6483587,0.17339826,0.066066906,nan,0
516618142,516617017,4395041,-0.6031001,0.16208315,0.049536027,nan,0
517618142,517617017,4395041,-0.6483847,0.12439939,0.04130361,nan,0
518618142,518617017,4395041,-0.67471826,0.094234385,0.04540803,nan,0
519618142,519617017,4395041,-0.6973485,0.08292793,0.020642957,nan,0
520618142,520617017,4395041,-0.6445762,0.10554464,0.061928872,nan,0
521618142,521617017,4395041,-0.61065114,0.15077806,0.11560056,nan,0
522618142,522617017,4395041,-0.591792,0.1394669,0.099072054,nan,0
523618142,523617017,4395041,-0.63702446,0.10554251,0.061920036,nan,0
524618142,524617017,4395041,-0.67097586,0.09800771,0.041291814,nan,0
525618142,525617017,4395041,-0.6445632,0.10554251,0.024768014,nan,0
526618142,526617017,4395041,-0.65210193,0.13192815,0.061920036,nan,0
527618142,527617017,4395041,-0.62947303,0.15831058,0.09905791,nan,0
528618142,528617017,4395041,-0.55031776,0.16207989,0.028891891,nan,0
529618142,529617017,4395041,-0.53149265,0.20355037,-0.033028733,nan,0
530618142,530617017,4395041,-0.48999912,0.15076895,-0.2063412,nan,0
531618142,531617017,4395041,-0.47868183,0.15076593,-0.21869047,nan,0
532618144,532617019,4395041,-0.4862299,0.14699973,-0.21459486,nan,0
533618145,533617021,4395041,-0.47867224,0.15076292,-0.22278489,nan,0
