timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
267106713,243776435,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
268116715,243776435,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
269126850,243776435,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
270136848,243776435,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
271146852,243776435,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
272156847,243776435,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
272606870,272506435,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
272686802,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
273696859,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
274706706,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
275716709,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
276726706,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
277736851,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
278746852,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
279756853,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
280766862,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
281776704,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
282786847,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
283796852,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
284806866,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
285816877,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
286826851,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
287836858,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
288846855,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
289856704,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
290866723,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
291876865,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
292886704,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
293896712,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
294906711,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
295916723,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
296926716,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
297936702,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
298946849,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
299956864,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
300966703,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
301976711,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
302986847,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
303996856,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
305006854,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
306016725,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
307026715,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
308036864,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
309046855,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
310056725,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
311066704,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
312076703,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
313086724,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
314096719,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
315106705,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
316116709,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
317126854,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
318136704,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
319146716,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
320156704,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
321166848,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
322176857,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
323186856,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
324196850,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
325206888,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
326216707,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
327226704,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
328236735,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
329246850,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
330256856,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
331266879,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
332276705,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
333286844,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
334296741,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
335306704,272586435,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
