timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
324117608,324117491,0.8456172,0.87290573,0.9680655,0.9519068,nan,nan,nan,nan,nan,nan,nan,nan,0
324215111,324214991,0.8428413,0.8800221,0.9655622,0.9592658,nan,nan,nan,nan,nan,nan,nan,nan,0
324316358,324316241,0.8499804,0.87288326,0.96734273,0.95748514,nan,nan,nan,nan,nan,nan,nan,nan,0
324417609,324417491,0.83722484,0.900679,0.9769106,0.9612573,nan,nan,nan,nan,nan,nan,nan,nan,0
324516360,324516241,0.8585128,0.8837479,0.96262515,0.9784496,nan,nan,nan,nan,nan,nan,nan,nan,0
324617615,324617491,0.8711327,0.87090504,0.96944827,0.97027487,nan,nan,nan,nan,nan,nan,nan,nan,0
324716362,324716242,0.8503108,0.9025587,0.984225,0.9646966,nan,nan,nan,nan,nan,nan,nan,nan,0
324817607,324817491,0.8678494,0.8817149,0.9623032,0.9803472,nan,nan,nan,nan,nan,nan,nan,nan,0
324915109,324914991,0.8742097,0.87443215,0.9522003,0.98622847,nan,nan,nan,nan,nan,nan,nan,nan,0
325016359,325016241,0.88136214,0.86666423,0.93506855,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0
325117607,325117491,0.8959168,0.86214626,0.94253373,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0
325216359,325216240,0.8922309,0.8433252,0.9177105,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0
325317607,325317491,0.88795257,0.85393405,0.9233742,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0
325415112,325414991,0.87561816,0.8740078,0.93443507,0.99529797,nan,nan,nan,nan,nan,nan,nan,nan,0
325517616,325517491,0.86895156,0.8882879,0.9510395,0.983298,nan,nan,nan,nan,nan,nan,nan,nan,0
325615112,325614991,0.8733528,0.8827923,0.95762044,0.9731634,nan,nan,nan,nan,nan,nan,nan,nan,0
325716361,325716241,0.8419041,0.9148949,0.9595319,0.96981514,nan,nan,nan,nan,nan,nan,nan,nan,0
325817612,325817491,0.85553116,0.8966294,0.96313375,0.9604388,nan,nan,nan,nan,nan,nan,nan,nan,0
325916361,325916241,0.87212265,0.8742025,0.9427357,0.97447646,nan,nan,nan,nan,nan,nan,nan,nan,0
326017608,326017491,0.88079005,0.86976343,0.93790066,0.98183227,nan,nan,nan,nan,nan,nan,nan,nan,0
326115112,326114991,0.878191,0.8660966,0.9452686,0.9666154,nan,nan,nan,nan,nan,nan,nan,nan,0
326217607,326217490,0.8991448,0.84895134,0.92512435,0.99029106,nan,nan,nan,nan,nan,nan,nan,nan,0
326315109,326314991,0.89952934,0.84856415,0.9239895,0.9922076,nan,nan,nan,nan,nan,nan,nan,nan,0
326416371,326416241,0.90673566,0.835917,0.9232581,0.9904327,nan,nan,nan,nan,nan,nan,nan,nan,0
326517607,326517491,0.8727194,0.8783994,0.9591455,0.96784323,nan,nan,nan,nan,nan,nan,nan,nan,0
326616363,326616241,0.8657327,0.87848055,0.94408786,0.97855693,nan,nan,nan,nan,nan,nan,nan,nan,0
326717609,326717491,0.8493876,0.8837062,0.94995856,0.963012,nan,nan,nan,nan,nan,nan,nan,nan,0
326815113,326814991,0.8589985,0.87362295,0.9498274,0.96250683,nan,nan,nan,nan,nan,nan,nan,nan,0
326917608,326917491,0.8366159,0.89903545,0.9646505,0.94947195,nan,nan,nan,nan,nan,nan,nan,nan,0
327015120,327014991,0.8431179,0.8891935,0.9610232,0.94992137,nan,nan,nan,nan,nan,nan,nan,nan,0
327116365,327116242,0.8414693,0.9062551,0.9576868,0.96682644,nan,nan,nan,nan,nan,nan,nan,nan,0
327217608,327217490,0.87650925,0.86545134,0.95248806,0.9639627,nan,nan,nan,nan,nan,nan,nan,nan,0
327316366,327316241,0.8546021,0.89860535,0.9653598,0.9606761,nan,nan,nan,nan,nan,nan,nan,nan,0
327417608,327417491,0.8820191,0.87619835,0.9543532,0.9736552,nan,nan,nan,nan,nan,nan,nan,nan,0
327515112,327514991,0.8843981,0.8682848,0.9510324,0.96875405,nan,nan,nan,nan,nan,nan,nan,nan,0
327617608,327617491,0.8971717,0.8580857,0.9377042,0.98243177,nan,nan,nan,nan,nan,nan,nan,nan,0
327715112,327714991,0.89649975,0.8581994,0.92649657,0.98861533,nan,nan,nan,nan,nan,nan,nan,nan,0
327816364,327816241,0.90775144,0.85063386,0.92144275,0.992746,nan,nan,nan,nan,nan,nan,nan,nan,0
327917608,327917491,0.88240844,0.8807937,0.93803114,0.97840255,nan,nan,nan,nan,nan,nan,nan,nan,0
328016364,328016241,0.8781144,0.8795578,0.93321466,0.97688246,nan,nan,nan,nan,nan,nan,nan,nan,0
328117608,328117491,0.865376,0.8952422,0.95836127,0.9537903,nan,nan,nan,nan,nan,nan,nan,nan,0
328215112,328214991,0.86069113,0.9018261,0.94546473,0.96776164,nan,nan,nan,nan,nan,nan,nan,nan,0
328317607,328317491,0.88237065,0.87746066,0.9500426,0.9601598,nan,nan,nan,nan,nan,nan,nan,nan,0
328415111,328414991,0.8566353,0.901781,0.94629776,0.9618187,nan,nan,nan,nan,nan,nan,nan,nan,0
328516362,328516241,0.8900043,0.8703357,0.93250036,0.9757755,nan,nan,nan,nan,nan,nan,nan,nan,0
328617608,328617490,0.8913324,0.86950564,0.9414795,0.9666917,nan,nan,nan,nan,nan,nan,nan,nan,0
328716401,328716276,0.8908334,0.86255825,0.9242977,0.9767556,nan,nan,nan,nan,nan,nan,nan,nan,0
328817609,328817491,0.87907594,0.87413734,0.9286506,0.9731611,nan,nan,nan,nan,nan,nan,nan,nan,0
328916365,328916241,0.85655284,0.8987181,0.94495994,0.9609024,nan,nan,nan,nan,nan,nan,nan,nan,0
329017602,329017491,0.86133623,0.89476764,0.95168996,0.95667946,nan,nan,nan,nan,nan,nan,nan,nan,0
329115113,329114991,0.8434302,0.9262533,0.97363406,0.9500802,nan,nan,nan,nan,nan,nan,nan,nan,0
329216363,329216241,0.87465805,0.8911102,0.95414746,0.9662962,nan,nan,nan,nan,nan,nan,nan,nan,0
329317610,329317491,0.90891945,0.85630095,0.9316517,0.9899703,nan,nan,nan,nan,nan,nan,nan,nan,0
329416363,329416241,0.88186544,0.8917996,0.94809467,0.98504406,nan,nan,nan,nan,nan,nan,nan,nan,0
329517608,329517491,0.8807651,0.89894146,0.94901747,0.98957163,nan,nan,nan,nan,nan,nan,nan,nan,0
329615111,329614991,0.86657405,0.90736985,0.9662318,0.96486783,nan,nan,nan,nan,nan,nan,nan,nan,0
329717608,329717491,0.8627579,0.91528004,0.96160567,0.9713943,nan,nan,nan,nan,nan,nan,nan,nan,0
329815112,329814991,0.8730602,0.9040299,0.95159775,0.9782497,nan,nan,nan,nan,nan,nan,nan,nan,0
329916363,329916241,0.90707415,0.86876065,0.9370537,0.98966527,nan,nan,nan,nan,nan,nan,nan,nan,0
330017608,330017491,0.8733062,0.9021119,0.95449215,0.970042,nan,nan,nan,nan,nan,nan,nan,nan,0
330116363,330116241,0.878318,0.88863426,0.94165856,0.97318125,nan,nan,nan,nan,nan,nan,nan,nan,0
330217614,330217491,0.85996723,0.90759206,0.9566672,0.9575429,nan,nan,nan,nan,nan,nan,nan,nan,0
330315113,330314991,0.85887474,0.91690475,0.9567655,0.96567076,nan,nan,nan,nan,nan,nan,nan,nan,0
330417611,330417491,0.8910998,0.87339985,0.929882,0.98116285,nan,nan,nan,nan,nan,nan,nan,nan,0
330515109,330514991,0.8788136,0.8896749,0.9401221,0.97376645,nan,nan,nan,nan,nan,nan,nan,nan,0
330616361,330616241,0.89043856,0.8744727,0.91736,0.99051815,nan,nan,nan,nan,nan,nan,nan,nan,0
330717608,330717491,0.8643164,0.89601666,0.9415776,0.95893276,nan,nan,nan,nan,nan,nan,nan,nan,0
330816368,330816241,0.8568471,0.90746915,0.94168043,0.9615084,nan,nan,nan,nan,nan,nan,nan,nan,0
330917608,330917490,0.87758094,0.8881946,0.9431447,0.95973206,nan,nan,nan,nan,nan,nan,nan,nan,0
331015112,331014991,0.85625595,0.9107154,0.9517293,0.94903445,nan,nan,nan,nan,nan,nan,nan,nan,0
331117607,331117491,0.89811724,0.8744542,0.92097616,0.98213947,nan,nan,nan,nan,nan,nan,nan,nan,0
331215113,331214991,0.9024157,0.87560993,0.9313899,0.9737536,nan,nan,nan,nan,nan,nan,nan,nan,0
331316361,331316241,0.8728043,0.90503025,0.93428606,0.9688193,nan,nan,nan,nan,nan,nan,nan,nan,0
331417606,331417491,0.86960363,0.91098547,0.9533245,0.95278746,nan,nan,nan,nan,nan,nan,nan,nan,0
331516361,331516241,0.8729835,0.9170181,0.961361,0.95497364,nan,nan,nan,nan,nan,nan,nan,nan,0
331617608,331617491,0.90813535,0.87434834,0.922746,0.98780257,nan,nan,nan,nan,nan,nan,nan,nan,0
331715120,331714991,0.9055261,0.87747556,0.932384,0.9793987,nan,nan,nan,nan,nan,nan,nan,nan,0
331817608,331817491,0.88085085,0.9056813,0.9503283,0.9662667,nan,nan,nan,nan,nan,nan,nan,nan,0
331915112,331914991,0.8891275,0.8916992,0.9433394,0.9668387,nan,nan,nan,nan,nan,nan,nan,nan,0
332016359,332016241,0.8712265,0.91513115,0.9643931,0.948613,nan,nan,nan,nan,nan,nan,nan,nan,0
332117610,332117491,0.89862794,0.88120073,0.9300134,0.97428405,nan,nan,nan,nan,nan,nan,nan,nan,0
332216359,332216241,0.8892212,0.88829994,0.94595575,0.95591044,nan,nan,nan,nan,nan,nan,nan,nan,0
332317609,332317491,0.8741877,0.8995204,0.9430601,0.9558428,nan,nan,nan,nan,nan,nan,nan,nan,0
332415112,332414991,0.8648988,0.9029355,0.9423217,0.95178837,nan,nan,nan,nan,nan,nan,nan,nan,0
332517608,332517491,0.86616015,0.90359217,0.95925957,0.93558645,nan,nan,nan,nan,nan,nan,nan,nan,0
332615109,332614991,0.8824204,0.8913863,0.942615,0.9552917,nan,nan,nan,nan,nan,nan,nan,nan,0
332716359,332716241,0.89557517,0.8788233,0.9466685,0.95199585,nan,nan,nan,nan,nan,nan,nan,nan,0
332817608,332817491,0.89485687,0.8874038,0.9224423,0.98313916,nan,nan,nan,nan,nan,nan,nan,nan,0
332916359,332916241,0.8841008,0.90079916,0.9523034,0.9541653,nan,nan,nan,nan,nan,nan,nan,nan,0
333017611,333017491,0.88322735,0.9056574,0.9555207,0.95303684,nan,nan,nan,nan,nan,nan,nan,nan,0
333116361,333116241,0.8682241,0.915922,0.9719187,0.9287101,nan,nan,nan,nan,nan,nan,nan,nan,0
333217609,333217491,0.89814687,0.885718,0.9353603,0.9630189,nan,nan,nan,nan,nan,nan,nan,nan,0
333315111,333314991,0.8832745,0.89610106,0.947691,0.944102,nan,nan,nan,nan,nan,nan,nan,nan,0
333416359,333416241,0.9061781,0.8657925,0.9219076,0.961648,nan,nan,nan,nan,nan,nan,nan,nan,0
333517608,333517491,0.87755406,0.90310943,0.9571871,0.93482167,nan,nan,nan,nan,nan,nan,nan,nan,0
333616360,333616241,0.8916449,0.88816446,0.94365376,0.94645023,nan,nan,nan,nan,nan,nan,nan,nan,0
333717607,333717491,0.8623608,0.91580623,0.9713366,0.9178972,nan,nan,nan,nan,nan,nan,nan,nan,0
333815110,333814991,0.87043446,0.9027316,0.95038855,0.935796,nan,nan,nan,nan,nan,nan,nan,nan,0
333917609,333917490,0.8896588,0.88172877,0.9296534,0.9567781,nan,nan,nan,nan,nan,nan,nan,nan,0
334015112,334014991,0.88670194,0.8792176,0.94018555,0.943401,nan,nan,nan,nan,nan,nan,nan,nan,0
334116359,334116241,0.9153956,0.8586521,0.92499286,0.9686454,nan,nan,nan,nan,nan,nan,nan,nan,0
334217608,334217491,0.9067474,0.86310834,0.9203026,0.9713578,nan,nan,nan,nan,nan,nan,nan,nan,0
334316359,334316241,0.90757346,0.8646265,0.9276286,0.9669589,nan,nan,nan,nan,nan,nan,nan,nan,0
334417611,334417491,0.8989685,0.87694913,0.936424,0.9613249,nan,nan,nan,nan,nan,nan,nan,nan,0
334516361,334516241,0.89801097,0.8956481,0.9544564,0.95904714,nan,nan,nan,nan,nan,nan,nan,nan,0
334617616,334617491,0.88879687,0.90849763,0.9628323,0.9517415,nan,nan,nan,nan,nan,nan,nan,nan,0
334715111,334714991,0.88438416,0.9194509,0.9683147,0.9514807,nan,nan,nan,nan,nan,nan,nan,nan,0
334816359,334816241,0.9089116,0.9011636,0.9630347,0.96021515,nan,nan,nan,nan,nan,nan,nan,nan,0
334917608,334917491,0.93093,0.8735552,0.94647986,0.9703434,nan,nan,nan,nan,nan,nan,nan,nan,0
335016383,335016262,0.92643726,0.87747264,0.9403132,0.97626233,nan,nan,nan,nan,nan,nan,nan,nan,0
335117609,335117491,0.9117986,0.89563394,0.9468149,0.9753676,nan,nan,nan,nan,nan,nan,nan,nan,0
335216367,335216241,0.88642895,0.9135386,0.956405,0.96025366,nan,nan,nan,nan,nan,nan,nan,nan,0
335317609,335317491,0.89596987,0.8983649,0.970119,0.9422759,nan,nan,nan,nan,nan,nan,nan,nan,0
335415112,335414992,0.8832393,0.9076919,0.96775454,0.94006974,nan,nan,nan,nan,nan,nan,nan,nan,0
335516367,335516242,0.9176003,0.87684774,0.9332131,0.97530913,nan,nan,nan,nan,nan,nan,nan,nan,0
335617608,335617491,0.9188067,0.8813654,0.9371049,0.97407633,nan,nan,nan,nan,nan,nan,nan,nan,0
335716359,335716241,0.91112065,0.89080274,0.9407376,0.97036695,nan,nan,nan,nan,nan,nan,nan,nan,0
335817607,335817491,0.8818706,0.9118931,0.9549962,0.9446681,nan,nan,nan,nan,nan,nan,nan,nan,0
335916362,335916241,0.8728645,0.91761744,0.9512631,0.94031495,nan,nan,nan,nan,nan,nan,nan,nan,0
336017609,336017490,0.91334736,0.89221823,0.93605804,0.9660547,nan,nan,nan,nan,nan,nan,nan,nan,0
336115121,336114991,0.92896026,0.8817399,0.9296892,0.97299427,nan,nan,nan,nan,nan,nan,nan,nan,0
336216360,336216241,0.9071816,0.89380467,0.9428939,0.94612557,nan,nan,nan,nan,nan,nan,nan,nan,0
336317609,336317491,0.8813185,0.9284206,0.946364,0.94861263,nan,nan,nan,nan,nan,nan,nan,nan,0
336416360,336416241,0.89765006,0.91402286,0.9629325,0.93289673,nan,nan,nan,nan,nan,nan,nan,nan,0
336517610,336517491,0.9163203,0.889165,0.93595105,0.9530141,nan,nan,nan,nan,nan,nan,nan,nan,0
336615112,336614991,0.93123376,0.86626816,0.92499053,0.958596,nan,nan,nan,nan,nan,nan,nan,nan,0
336717609,336717491,0.8892367,0.90350735,0.93689287,0.94602823,nan,nan,nan,nan,nan,nan,nan,nan,0
336815112,336814991,0.8935116,0.89733833,0.95043814,0.9347724,nan,nan,nan,nan,nan,nan,nan,nan,0
336916362,336916241,0.8681503,0.91732913,0.9506765,0.9331618,nan,nan,nan,nan,nan,nan,nan,nan,0
337017613,337017491,0.8972089,0.8848772,0.9403975,0.9411369,nan,nan,nan,nan,nan,nan,nan,nan,0
337116365,337116242,0.90753776,0.87535113,0.9214773,0.959064,nan,nan,nan,nan,nan,nan,nan,nan,0
337217612,337217491,0.92638373,0.86719954,0.9322781,0.9573528,nan,nan,nan,nan,nan,nan,nan,nan,0
337316364,337316242,0.9053586,0.8869789,0.9310771,0.95616436,nan,nan,nan,nan,nan,nan,nan,nan,0
337417611,337417491,0.8784117,0.92408717,0.97222525,0.92584485,nan,nan,nan,nan,nan,nan,nan,nan,0
337515112,337514991,0.8813448,0.9137901,0.95015085,0.9414542,nan,nan,nan,nan,nan,nan,nan,nan,0
337616362,337616241,0.8981947,0.8901262,0.9395117,0.9476168,nan,nan,nan,nan,nan,nan,nan,nan,0
337717611,337717491,0.9063477,0.8772847,0.923295,0.9623365,nan,nan,nan,nan,nan,nan,nan,nan,0
337816362,337816241,0.89136624,0.8967713,0.9426597,0.95001274,nan,nan,nan,nan,nan,nan,nan,nan,0
337917610,337917491,0.88109094,0.9030754,0.9510372,0.9397676,nan,nan,nan,nan,nan,nan,nan,nan,0
338015112,338014991,0.8622567,0.9286518,0.95668197,0.94209975,nan,nan,nan,nan,nan,nan,nan,nan,0
338117619,338117491,0.91380084,0.88595533,0.9389474,0.96904296,nan,nan,nan,nan,nan,nan,nan,nan,0
338215112,338214991,0.915925,0.87900674,0.93044746,0.97199416,nan,nan,nan,nan,nan,nan,nan,nan,0
338316363,338316243,0.89517695,0.9037388,0.95238954,0.95327693,nan,nan,nan,nan,nan,nan,nan,nan,0
338417621,338417492,0.86467946,0.93093735,0.9555273,0.9469079,nan,nan,nan,nan,nan,nan,nan,nan,0
338516362,338516243,0.8881752,0.90699357,0.95335823,0.9509273,nan,nan,nan,nan,nan,nan,nan,nan,0
338617611,338617491,0.9105154,0.887174,0.943923,0.96567607,nan,nan,nan,nan,nan,nan,nan,nan,0
338715112,338714991,0.9005726,0.8891937,0.9354499,0.967644,nan,nan,nan,nan,nan,nan,nan,nan,0
338817608,338817491,0.8603605,0.9298384,0.95840293,0.94568384,nan,nan,nan,nan,nan,nan,nan,nan,0
338915115,338914991,0.869047,0.91134894,0.95055944,0.94345367,nan,nan,nan,nan,nan,nan,nan,nan,0
339016368,339016241,0.88072795,0.8914318,0.9442815,0.94253844,nan,nan,nan,nan,nan,nan,nan,nan,0
339117608,339117491,0.89576775,0.8700684,0.91210264,0.9708182,nan,nan,nan,nan,nan,nan,nan,nan,0
339216362,339216243,0.8924746,0.87849563,0.9298945,0.960436,nan,nan,nan,nan,nan,nan,nan,nan,0
339317610,339317491,0.8731782,0.8958759,0.9330141,0.9570753,nan,nan,nan,nan,nan,nan,nan,nan,0
339416361,339416241,0.8622895,0.9138072,0.9553945,0.9439328,nan,nan,nan,nan,nan,nan,nan,nan,0
339517609,339517491,0.88254136,0.8973681,0.9470674,0.9582581,nan,nan,nan,nan,nan,nan,nan,nan,0
339615112,339614991,0.8764695,0.9081516,0.95966655,0.95430523,nan,nan,nan,nan,nan,nan,nan,nan,0
339716359,339716241,0.90377444,0.8721029,0.9330026,0.97706133,nan,nan,nan,nan,nan,nan,nan,nan,0
339817609,339817491,0.89311993,0.87737954,0.92954886,0.97855794,nan,nan,nan,nan,nan,nan,nan,nan,0
339916364,339916243,0.88175964,0.89391863,0.9347493,0.98163956,nan,nan,nan,nan,nan,nan,nan,nan,0
340017608,340017491,0.8730254,0.8954667,0.9518411,0.95957506,nan,nan,nan,nan,nan,nan,nan,nan,0
340116361,340116241,0.85455275,0.9241731,0.96149164,0.963607,nan,nan,nan,nan,nan,nan,nan,nan,0
340217608,340217491,0.8864535,0.8845885,0.9487179,0.973615,nan,nan,nan,nan,nan,nan,nan,nan,0
340315109,340314991,0.8733462,0.9042288,0.9673509,0.96487266,nan,nan,nan,nan,nan,nan,nan,nan,0
340416360,340416241,0.90575564,0.8617796,0.92913324,0.99567103,nan,nan,nan,nan,nan,nan,nan,nan,0
340517608,340517491,0.89571905,0.8713335,0.94406354,0.9815557,nan,nan,nan,nan,nan,nan,nan,nan,0
340616362,340616243,0.87196267,0.8942318,0.95144784,0.9728532,nan,nan,nan,nan,nan,nan,nan,nan,0
340717609,340717491,0.8605419,0.9072524,0.96912754,0.9538307,nan,nan,nan,nan,nan,nan,nan,nan,0
340815112,340814991,0.8497955,0.92613107,0.98324496,0.945389,nan,nan,nan,nan,nan,nan,nan,nan,0
340917609,340917491,0.8897905,0.89278907,0.9423059,0.9903686,nan,nan,nan,nan,nan,nan,nan,nan,0
341015112,341014991,0.8930947,0.89540017,0.9678966,0.9688014,nan,nan,nan,nan,nan,nan,nan,nan,0
341116360,341116241,0.89345855,0.89740545,0.95403624,0.9853294,nan,nan,nan,nan,nan,nan,nan,nan,0
341217609,341217490,0.8683287,0.9146231,0.95027477,0.98028284,nan,nan,nan,nan,nan,nan,nan,nan,0
341316360,341316241,0.86301875,0.9247947,0.9748079,0.95947844,nan,nan,nan,nan,nan,nan,nan,nan,0
341417609,341417490,0.88975227,0.900339,0.9672682,0.9690182,nan,nan,nan,nan,nan,nan,nan,nan,0
341516360,341516241,0.9087263,0.8768063,0.93534523,0.99631745,nan,nan,nan,nan,nan,nan,nan,nan,0
341617608,341617490,0.8916352,0.89450157,0.9596433,0.9744436,nan,nan,nan,nan,nan,nan,nan,nan,0
341715112,341714991,0.89114076,0.89073473,0.9600372,0.97186965,nan,nan,nan,nan,nan,nan,nan,nan,0
341816360,341816241,0.8781156,0.9006677,0.9694083,0.96232134,nan,nan,nan,nan,nan,nan,nan,nan,0
341917610,341917491,0.88187265,0.8929677,0.9620117,0.969252,nan,nan,nan,nan,nan,nan,nan,nan,0
342016359,342016241,0.9022086,0.86703676,0.9379717,0.9928552,nan,nan,nan,nan,nan,nan,nan,nan,0
342117608,342117490,0.89102703,0.87668085,0.9583291,0.9774605,nan,nan,nan,nan,nan,nan,nan,nan,0
342215113,342214991,0.8919207,0.8715457,0.95539945,0.982035,nan,nan,nan,nan,nan,nan,nan,nan,0
342317609,342317490,0.8623806,0.90301204,0.977261,0.965914,nan,nan,nan,nan,nan,nan,nan,nan,0
342415112,342414991,0.85595894,0.904281,0.9815429,0.9593051,nan,nan,nan,nan,nan,nan,nan,nan,0
342516360,342516241,0.8591141,0.9030907,0.9784923,0.9666882,nan,nan,nan,nan,nan,nan,nan,nan,0
342617609,342617491,0.888552,0.8823315,0.96078545,0.9945033,nan,nan,nan,nan,nan,nan,nan,nan,0
342716360,342716241,0.88633615,0.87477225,0.94658893,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0
342817615,342817491,0.89232194,0.87251174,0.9563043,0.99502254,nan,nan,nan,nan,nan,nan,nan,nan,0
342916361,342916241,0.8791733,0.8851603,0.9680516,0.98505753,nan,nan,nan,nan,nan,nan,nan,nan,0
343017608,343017490,0.842547,0.909612,0.9807617,0.9632918,nan,nan,nan,nan,nan,nan,nan,nan,0
343115112,343114991,0.8597372,0.89112914,0.982721,0.9630122,nan,nan,nan,nan,nan,nan,nan,nan,0
343216360,343216241,0.84533346,0.91083103,0.9860798,0.96988416,nan,nan,nan,nan,nan,nan,nan,nan,0
343317607,343317490,0.88588136,0.86873335,0.9674055,0.9945263,nan,nan,nan,nan,nan,nan,nan,nan,0
343416403,343416274,0.8897354,0.8573455,0.96118766,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0
343517609,343517491,0.8764774,0.8641618,0.9600377,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0
343616361,343616241,0.872399,0.8471658,0.9430438,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0
343717608,343717490,0.8616307,0.8765304,0.9734395,0.9941408,nan,nan,nan,nan,nan,nan,nan,nan,0
343815110,343814991,0.85051906,0.8869467,0.98367286,0.9876913,nan,nan,nan,nan,nan,nan,nan,nan,0
343916364,343916241,0.8267489,0.90664655,0.9943969,0.97494,nan,nan,nan,nan,nan,nan,nan,nan,0
344017607,344017490,0.8482971,0.8846353,0.987886,0.9808164,nan,nan,nan,nan,nan,nan,nan,nan,0
344116359,344116241,0.8404674,0.8901897,0.99307346,0.9734678,nan,nan,nan,nan,nan,nan,nan,nan,0
344217609,344217491,0.8541113,0.88058543,0.98864526,0.9833023,nan,nan,nan,nan,nan,nan,nan,nan,0
344316361,344316241,0.85620195,0.8675855,0.97717,0.98398006,nan,nan,nan,nan,nan,nan,nan,nan,0
344417609,344417491,0.8683555,0.8548951,0.968294,0.991933,nan,nan,nan,nan,nan,nan,nan,nan,0
344515113,344514991,0.8282089,0.8959578,0.9944972,0.9658601,nan,nan,nan,nan,nan,nan,nan,nan,0
344616359,344616241,0.85596204,0.870088,0.96958005,0.9902409,nan,nan,nan,nan,nan,nan,nan,nan,0
344717608,344717491,0.86390525,0.859173,0.97793317,0.9733944,nan,nan,nan,nan,nan,nan,nan,nan,0
344816360,344816240,0.84401596,0.8883152,0.9804071,0.9727858,nan,nan,nan,nan,nan,nan,nan,nan,0
344917610,344917491,0.8577835,0.87890214,0.9571025,0.9919695,nan,nan,nan,nan,nan,nan,nan,nan,0
345015117,345014991,0.8418664,0.89984715,0.97695583,0.9699703,nan,nan,nan,nan,nan,nan,nan,nan,0
345117607,345117491,0.8664114,0.8754471,0.9603022,0.98156065,nan,nan,nan,nan,nan,nan,nan,nan,0
345215112,345214991,0.8745047,0.8721999,0.96305525,0.9792496,nan,nan,nan,nan,nan,nan,nan,nan,0
345316359,345316240,0.8858943,0.8715087,0.95861924,0.99144936,nan,nan,nan,nan,nan,nan,nan,nan,0
345417608,345417491,0.89389974,0.85945594,0.9489875,0.99532163,nan,nan,nan,nan,nan,nan,nan,nan,0
345516360,345516241,0.9003312,0.8313508,0.92039025,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0
345617608,345617491,0.8954966,0.8605226,0.9430614,0.9984621,nan,nan,nan,nan,nan,nan,nan,nan,0
345716361,345716242,0.9058229,0.85024494,0.9446999,0.992665,nan,nan,nan,nan,nan,nan,nan,nan,0
345817609,345817491,0.8900592,0.8709466,0.9483142,0.9877163,nan,nan,nan,nan,nan,nan,nan,nan,0
345915111,345914991,0.8896057,0.8715796,0.94580704,0.98572314,nan,nan,nan,nan,nan,nan,nan,nan,0
346016360,346016241,0.8825557,0.8800428,0.96673024,0.96375215,nan,nan,nan,nan,nan,nan,nan,nan,0
346117607,346117490,0.86303467,0.9052643,0.9764438,0.9594451,nan,nan,nan,nan,nan,nan,nan,nan,0
346216359,346216241,0.8537915,0.9163344,0.9676661,0.96937615,nan,nan,nan,nan,nan,nan,nan,nan,0
346317617,346317490,0.88135237,0.8843109,0.96137077,0.96968156,nan,nan,nan,nan,nan,nan,nan,nan,0
346415112,346414991,0.8494656,0.92415845,0.98304254,0.9543598,nan,nan,nan,nan,nan,nan,nan,nan,0
346517609,346517490,0.9066044,0.8607154,0.9438656,0.98621374,nan,nan,nan,nan,nan,nan,nan,nan,0
346615112,346614991,0.891433,0.8712776,0.95002425,0.9737012,nan,nan,nan,nan,nan,nan,nan,nan,0
346716360,346716241,0.8941687,0.8655513,0.9332876,0.9871136,nan,nan,nan,nan,nan,nan,nan,nan,0
346817610,346817491,0.8779337,0.8705915,0.9384556,0.9689827,nan,nan,nan,nan,nan,nan,nan,nan,0
346916367,346916241,0.8679634,0.8849302,0.9518206,0.9598478,nan,nan,nan,nan,nan,nan,nan,nan,0
347017611,347017490,0.83577096,0.91499454,0.9521994,0.95878,nan,nan,nan,nan,nan,nan,nan,nan,0
347116361,347116241,0.8398898,0.91098416,0.9702282,0.94440067,nan,nan,nan,nan,nan,nan,nan,nan,0
347217609,347217490,0.85182405,0.8988959,0.95607936,0.96069574,nan,nan,nan,nan,nan,nan,nan,nan,0
347315111,347314991,0.85230666,0.8973618,0.9805965,0.9380448,nan,nan,nan,nan,nan,nan,nan,nan,0
347416360,347416241,0.8681895,0.8831266,0.95251477,0.96992624,nan,nan,nan,nan,nan,nan,nan,nan,0
347517611,347517491,0.8969084,0.85617626,0.9296321,0.99405056,nan,nan,nan,nan,nan,nan,nan,nan,0
347616362,347616241,0.8876782,0.8740166,0.94541943,0.9835677,nan,nan,nan,nan,nan,nan,nan,nan,0
347717611,347717490,0.8980524,0.86510307,0.93550724,0.9873517,nan,nan,nan,nan,nan,nan,nan,nan,0
347815120,347814991,0.89123577,0.8793797,0.9464291,0.97384816,nan,nan,nan,nan,nan,nan,nan,nan,0
347917610,347917491,0.87952226,0.900034,0.96302426,0.9558241,nan,nan,nan,nan,nan,nan,nan,nan,0
348015110,348014991,0.867219,0.9146252,0.97377276,0.93829083,nan,nan,nan,nan,nan,nan,nan,nan,0
348116362,348116241,0.8801524,0.9072698,0.9499346,0.9593085,nan,nan,nan,nan,nan,nan,nan,nan,0
