timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
267718969,3407898,3407898,0,0,0,0,0,0,0,0,799.99994,799.99994,6447.5234,6447.5234,0.23156098,0.0062968135,6.1362704e-10,-0.069676474,-0.050770264,-9.860507,0.01116755,0.012175008,-0.009213578,2.1536665,1.4680744,1.2159215,0.00064490637,0.0007715806,0.00032418527,36.768253,36.768253
268758957,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.557,6447.557,0.3630461,0.008513091,6.9389267e-10,-0.11794308,-0.03418612,-9.837312,0.010919106,0.011363617,-0.0022061297,1.0191597,0.6845478,0.28979912,0.00030448567,0.00020153874,0.00064597087,36.757885,36.757885
269698953,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5537,6447.5537,0.4765246,0.012221334,8.228284e-10,-0.05885012,-0.0011058055,-9.846271,0.010732781,0.011359044,-0.006480224,1.0608971,2.8516152,1.9233812,0.00091311464,0.0004217181,0.00023676883,36.74603,36.74603
270738940,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5454,6447.5454,1.7206844,0.037153173,3.717596e-09,-0.11961192,-0.11551902,-9.775228,0.015335063,0.014292714,-0.004806391,22.654211,21.216904,40.198227,0.0125318365,0.0067137047,0.0009527006,36.771233,36.771233
271673957,3407898,3407898,0,0,0,0,0,0,0,0,799.99994,799.99994,6447.559,6447.559,3.127769,0.08621192,2.2030557e-08,-0.40041694,0.27780983,-10.033664,0.070011005,-0.035535406,0.046843544,67.68494,166.67943,142.48463,0.114430755,0.02366837,0.0054440424,36.746906,36.746906
272723937,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5527,6447.5527,3.7770941,0.0989868,1.3249351e-08,-0.2564037,-0.061283436,-10.129759,-0.004416521,-0.00091583736,-0.037823576,54.984074,43.738937,68.16539,0.01686175,0.01198135,0.003385839,36.777622,36.777622
273658960,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5576,6447.5576,3.6519225,0.09839878,1.2634292e-08,-0.12788908,-0.13812354,-9.524767,0.01109715,0.023288382,-0.010530502,62.39134,113.447845,119.02831,0.05600271,0.022135912,0.004630492,36.765728,36.765728
274698954,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5835,6447.5835,3.656042,0.098771915,6.321736e-09,-0.16636012,0.06064877,-9.875409,0.008853371,0.009054145,-0.008614413,42.5032,64.7378,62.049458,0.037463684,0.008192207,0.0031647468,36.78521,36.78521
275738956,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5625,6447.5625,3.730118,0.105138704,1.0948809e-08,-0.35731754,-0.18746635,-9.957006,0.006489418,0.021305311,-0.007624391,39.750843,66.93231,40.681984,0.028054994,0.01103563,0.0017716502,36.782555,36.782555
276673940,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5547,6447.5547,3.8027,0.100972325,9.799052e-09,-0.29451326,-0.027071107,-9.988877,0.016357573,-0.002030273,-0.0038155306,79.224846,123.196495,122.46922,0.059610188,0.017654931,0.00335339,36.766163,36.766163
277718960,3407898,3407898,0,0,0,0,0,0,0,0,799.99994,799.99994,6447.557,6447.557,3.8696349,0.09924365,1.3828124e-08,-0.16941002,-0.05891339,-9.924201,0.038284045,0.016010784,-0.0055879024,79.164894,86.808784,87.7092,0.045726094,0.0115990685,0.0025663704,36.74807,36.74807
278663958,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.542,6447.542,3.9411607,0.103781946,9.843018e-09,-0.15923624,-0.17577465,-9.803503,0.025565814,-0.00077708456,-0.0029690298,51.67501,79.35531,67.864136,0.030668857,0.014457579,0.0035222627,36.773434,36.773434
279703937,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5645,6447.5645,3.8333335,0.10959094,1.7087055e-08,-0.3622536,-0.06871061,-9.772262,-0.003770078,0.021380547,-0.004945772,49.379578,169.22304,124.37199,0.08739711,0.021009166,0.005401385,36.781902,36.781902
280748961,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.542,6447.542,4.062829,0.11291838,2.0699293e-08,-0.4092391,-0.1681895,-9.923378,0.033322267,0.03261117,-0.009736001,80.28914,197.85802,186.95413,0.086442254,0.022385972,0.0039561745,36.76089,36.76089
281688936,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5283,6447.5283,3.9105334,0.10185529,1.0190766e-08,-0.16397095,-0.05143847,-9.879872,0.0064193024,0.013345844,-0.0034959605,50.558025,142.26918,72.232796,0.049512908,0.013785014,0.004097952,36.76732,36.76732
282723937,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5103,6447.5103,3.9655094,0.101496,1.15659775e-08,-0.19697545,-0.060327865,-9.997879,0.029997703,0.012631877,-0.0064176824,61.31809,147.76494,88.97041,0.08340241,0.014869418,0.0040467978,36.762894,36.762894
283758976,3407898,3407898,0,0,0,0,0,0,0,0,799.9995,799.9995,6447.4937,6447.4937,3.9016612,0.105313025,1.3461417e-08,-0.14148228,-0.1600161,-9.935453,-0.008014655,0.015198603,-0.006856857,101.40972,196.01442,145.66827,0.06587407,0.020554101,0.0047963373,36.78089,36.78089
284693938,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.4976,6447.4976,3.7713573,0.1083485,1.162065e-08,-0.19757396,0.010885164,-9.65606,-0.015008666,0.01916031,-0.0048513254,34.998848,121.09804,71.409676,0.043931164,0.007837174,0.0029831675,36.7627,36.7627
285728960,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.4814,6447.4814,4.139611,0.10385171,1.9092116e-08,-0.34118676,0.07733173,-9.833006,-0.004634206,0.033281192,-0.005259092,127.931564,242.12906,244.43538,0.123119146,0.02750569,0.007150199,36.753345,36.753345
286663934,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.488,6447.488,3.936249,0.10769762,1.995986e-08,-0.58417374,0.005861857,-9.920885,0.02925977,-0.023817547,-0.0059092874,102.478485,261.37537,101.02634,0.09740364,0.024822574,0.0025705574,36.759613,36.759613
287708953,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.503,6447.503,4.039271,0.109715745,1.714432e-08,-0.17138101,-0.11328287,-9.982314,0.035418093,0.027315734,-0.0017929495,54.17655,166.20346,129.09825,0.06638936,0.014669909,0.003377415,36.749977,36.749977
288753938,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.519,6447.519,3.902396,0.10707643,1.5322163e-08,-0.27945676,0.044828784,-9.731928,-0.0065091653,-0.025667127,-0.008888957,62.42639,151.67976,111.90337,0.060462706,0.023236977,0.0047034286,36.758427,36.758427
289688940,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5293,6447.5293,3.7110763,0.098842934,7.511696e-09,-0.2150163,0.048956774,-9.909119,-0.013737684,-0.009862536,-0.013117302,19.355389,32.13054,59.00937,0.01890358,0.008652906,0.0018783223,36.747173,36.747173
290738961,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.517,6447.517,4.063797,0.10011715,8.763988e-09,-0.062674716,-0.07020777,-9.804771,0.0015195443,0.01778195,-0.0031765578,33.204605,83.763626,146.33736,0.036097907,0.01795381,0.0034978208,36.74664,36.74664
291678939,3407898,3407898,0,0,0,0,0,0,0,0,800.0,800.0,6447.5156,6447.5156,3.8195684,0.09774338,8.1865155e-09,-0.3044046,0.053891364,-9.951215,0.009980411,0.02375858,-0.0010447572,16.707434,40.76914,40.319332,0.014974209,0.006195463,0.0012731935,36.7422,36.7422
