timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
267365947,267265662,0.7387924,0.0021402654,-0.0012703213,0.6739285,-0.0010818329,-0.0007528232,0.0048938966,0.0,0.0,-0.42596975,0.0010728317,0.001231004,-0.00051919214,-0.018748662,-0.00609297,-0.0025779137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32596976,1.0570859e-05,1.1910897e-05,0.00014116424,0.0015607646,0.0015610143,0.0010699612,0.00050535065,0.0005053859,0.00042806612,1.7788257e-07,1.783306e-07,3.579161e-07,0.0001576941,0.00030546327,1.1529438e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
267865945,267765662,0.73869675,0.0021908926,-0.001213634,0.67403334,-0.0051189046,0.00045932547,0.0025915634,0.0,0.0,-0.4268512,0.0010722501,0.0012343866,-0.0005219165,-0.018735347,-0.0060780416,-0.0025481002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32685122,1.0563444e-05,1.1905408e-05,0.00014072,0.0015475401,0.0015477751,0.0010614023,0.0004821343,0.00048216543,0.0004102293,1.7764806e-07,1.7806612e-07,3.5687282e-07,0.00015770733,0.00030541915,1.1520001e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
268366091,268265661,0.73867875,0.0021702633,-0.0012324286,0.67405313,-0.0044095754,-0.002738686,0.0022465175,0.0,0.0,-0.42755002,0.0010765718,0.0012385104,-0.00052175304,-0.018714631,-0.006061586,-0.0025240749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32755002,1.0499769e-05,1.1843969e-05,0.00014096305,0.0015184936,0.0015186998,0.0010489275,0.0004936121,0.0004936405,0.00042239696,1.7737517e-07,1.7776497e-07,3.568393e-07,0.00015772207,0.0003053802,1.1510276e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
268865940,268765661,0.7387442,0.0021303205,-0.0012701844,0.67398137,-0.0015279832,-0.004103832,0.0024846923,0.0,0.0,-0.42793855,0.0010800406,0.0012437869,-0.0005199657,-0.018696144,-0.006040512,-0.0025060095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32793856,1.0571252e-05,1.19165825e-05,0.00014094946,0.0015639111,0.0015641149,0.0010701588,0.0004981014,0.0004981293,0.00042359575,1.7739264e-07,1.7775756e-07,3.5604026e-07,0.00015773877,0.0003053509,1.1503561e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.010000001,25
269365938,269265661,0.73888224,0.0021135788,-0.0012904663,0.67383003,0.0010269157,-0.0049715126,0.002949288,0.0,0.0,-0.42803484,0.0010828224,0.0012487436,-0.00051164324,-0.01867662,-0.006017707,-0.002492799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3281866,1.0613208e-05,1.1959779e-05,0.00014051996,0.0015851767,0.001585375,0.0010784431,0.00048013614,0.00048016236,0.00040614879,1.7760183e-07,1.7794409e-07,3.5585586e-07,0.00015775648,0.00030532767,1.1495812e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.085000016,25
269866123,269765661,0.7389081,0.0021016123,-0.0011764356,0.673802,0.005711409,-0.008615398,-0.00055559754,0.0,0.0,-0.4282497,0.0010834108,0.0012549198,-0.00051105453,-0.0186666,-0.005994602,-0.0024822012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3281866,1.0618475e-05,1.1966482e-05,0.00014020468,0.0015929883,0.0015931772,0.001082165,0.00048017962,0.000480205,0.00040462633,1.7782122e-07,1.7814213e-07,3.561919e-07,0.00015777514,0.00030530817,1.1487729e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.20999992,25
270365949,270265661,0.73897076,0.0020801343,-0.00095669396,0.67373365,0.0068664392,-0.006757113,-0.005393127,0.0,0.0,-0.43028605,0.0010764241,0.001265521,-0.0005098233,-0.018666247,-0.005953952,-0.0024775995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3281866,1.06607595e-05,1.2009722e-05,0.00013993659,0.0016283328,0.0016285247,0.0010996518,0.00049776194,0.0004977887,0.0004160832,1.7814061e-07,1.7844184e-07,3.5649884e-07,0.00015779506,0.0003052934,1.1480895e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.33499986,25
270866091,270765661,0.7389924,0.0017893392,-0.00071461464,0.673711,-0.003008119,-0.00076077477,-0.0047908467,0.0,0.0,-0.43148378,0.0010630626,0.0012720819,-0.00050789287,-0.018682422,-0.0059263436,-0.0024874664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3281866,1.0635591e-05,1.1985794e-05,0.0001398933,0.0016157684,0.0016159441,0.001094492,0.00050487067,0.00050489616,0.00042337523,1.7825035e-07,1.7853229e-07,3.5692403e-07,0.00015781504,0.00030528018,1.1472207e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.45999977,25
271365941,271265661,0.7371027,-0.00096204993,0.000839053,0.67577964,-0.008526882,-0.04828086,-0.008559594,0.0,0.0,-0.4310174,0.0010619017,0.0012796165,-0.00050593185,-0.018684264,-0.0059016207,-0.0025010142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3281866,1.0679944e-05,1.2030985e-05,0.00014025698,0.0016509298,0.0016508251,0.0011114194,0.00052971253,0.0005297326,0.00044281213,1.7855845e-07,1.7882294e-07,3.5762716e-07,0.00015783696,0.00030527276,1.14654895e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.58500004,25
271865947,271765661,0.72298324,0.0027959412,-0.0060904045,0.6908331,0.03202138,-0.11215506,-0.13982047,0.0,0.0,-0.45392838,0.0010631909,0.0012943207,-0.0004990388,-0.018670654,-0.0058508343,-0.0025051897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3281866,1.1371235e-05,1.2719715e-05,0.00014281007,0.002244777,0.0022439943,0.0013727281,0.000929771,0.0009297133,0.0007117027,1.8073435e-07,1.8098844e-07,3.601831e-07,0.0001578681,0.00030528702,1.1479594e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.710008,25
272366082,272265661,0.72336537,0.009624662,-0.014051008,0.6902554,0.06381648,-0.10384998,-0.36322343,0.0,0.0,-0.58455366,0.0010630847,0.0012945205,-0.0004990257,-0.018664911,-0.005844056,-0.0025044817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3281866,1.3094399e-05,1.4434034e-05,0.0001482821,0.0040385597,0.004040101,0.0020005694,0.0029662666,0.0029661008,0.0018677083,1.8572493e-07,1.8597888e-07,3.6518247e-07,0.00015790602,0.0003053064,1.1524566e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.83502525,25
272866095,272765661,0.7287068,0.012373428,-0.01332179,0.6845845,0.055581126,-0.03983896,-0.45285958,0.0,0.0,-0.67396307,0.0010627843,0.0012931407,-0.00050286663,-0.018639168,-0.0058568805,-0.002446219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.4786229e-05,1.6117585e-05,0.00015162025,0.0062912004,0.006296026,0.002588135,0.0010437543,0.0010437858,0.00086439186,1.9036577e-07,1.9061726e-07,3.6810542e-07,0.00015794089,0.00030532258,1.1565615e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,0.9600339,25
273365945,273265661,0.7318199,0.013631851,-0.009420278,0.68129665,-0.00021648733,0.002360411,-0.49582344,0.0,0.0,-0.9459443,0.0010651806,0.0013277866,-0.00051555695,-0.018536238,-0.0057106577,-0.0023370513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.2967083e-05,1.430723e-05,0.00015245147,0.005056407,0.005058702,0.0023866897,0.0007990076,0.0007992083,0.0005704484,1.8526383e-07,1.8545505e-07,3.6869508e-07,0.00015790567,0.0003051365,1.15392795e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1.0850375,25
273865945,273765661,0.73314786,0.008852983,-0.007885117,0.679966,-0.031088736,0.020515066,-0.3484166,0.0,0.0,-1.1458578,0.0010705556,0.0013367522,-0.0005263633,-0.018606089,-0.005684776,-0.002462568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0907878e-05,1.2263385e-05,0.0001521352,0.0024646786,0.0024652001,0.0015749936,0.0006631074,0.00066318107,0.0005275699,1.800269e-07,1.8016756e-07,3.6820606e-07,0.00015785574,0.000304981,1.146202e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1.2100402,25
274366142,274265661,0.7344889,0.007691696,-0.010027576,0.6785031,-0.0413246,0.015871372,-0.2627487,0.0,0.0,-1.2856101,0.0010704104,0.0013246695,-0.0005363405,-0.01871473,-0.0057405387,-0.0026069335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0670929e-05,1.2039632e-05,0.00015138803,0.001708251,0.001708327,0.001186666,0.00052839605,0.0005284235,0.0004514569,1.7976538e-07,1.7988826e-07,3.673008e-07,0.00015784743,0.00030495663,1.1421245e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1.3350431,25
274865941,274765661,0.73523295,0.006611965,-0.011556055,0.6776839,-0.009722928,0.03061584,-0.21819447,0.0,0.0,-1.3969188,0.0010725942,0.0013180453,-0.0005449133,-0.018793685,-0.0057630376,-0.0027216233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0862771e-05,1.2243532e-05,0.00015135824,0.0016380842,0.0016380898,0.0011143205,0.0005188038,0.00051880145,0.00044359852,1.8048972e-07,1.8060383e-07,3.6702465e-07,0.00015785689,0.00030496556,1.1407248e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1.4600459,25
275365945,275265661,0.73625547,0.0060044043,-0.011003164,0.6765877,-0.013542186,0.030904418,-0.19286858,0.0,0.0,-1.4795792,0.0010272227,0.0013214973,-0.00055353204,-0.018977072,-0.00582625,-0.0029253734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0898173e-05,1.2290088e-05,0.00015089421,0.0016195882,0.0016197358,0.0010842432,0.00048902945,0.00048904226,0.0004150167,1.8062111e-07,1.8072741e-07,3.6631883e-07,0.00015786849,0.00030498445,1.1396706e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1.5850488,25
275866089,275765661,0.736996,0.0040521543,-0.0112083,0.67579204,0.03719356,0.027637023,-0.15025754,0.0,0.0,-1.5451581,0.0009923803,0.0013545366,-0.0005633557,-0.019150676,-0.005823676,-0.0031252916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0840608e-05,1.2238874e-05,0.00015045333,0.0016183173,0.00161895,0.0010825075,0.00048685525,0.0004868997,0.0004094734,1.8043485e-07,1.8053467e-07,3.656133e-07,0.0001578825,0.00030501196,1.1388495e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1.7100515,25
276365943,276265661,0.7375093,0.005604269,-0.00697239,0.6752778,0.029383313,0.017510135,-0.14659499,0.0,0.0,-1.6031549,0.00097467593,0.0013619964,-0.0005722186,-0.01926245,-0.005837597,-0.0032648938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0870936e-05,1.226982e-05,0.00015047933,0.0016967144,0.0016965626,0.0011232311,0.00053536205,0.00053540117,0.00044281885,1.8053301e-07,1.8062798e-07,3.6532e-07,0.00015789918,0.00030504446,1.1383915e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1.8350544,25
276865941,276765661,0.73754627,0.008061444,-0.0072770016,0.67520934,0.008531591,-0.006240496,-0.15483432,0.0,0.0,-1.661876,0.0009862905,0.0013252937,-0.000581145,-0.019401874,-0.00591036,-0.0034587104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0711535e-05,1.2107957e-05,0.00014985805,0.0016228494,0.0016228211,0.0010898906,0.0004975924,0.0004975669,0.00041691522,1.8009858e-07,1.8018767e-07,3.6439704e-07,0.00015791359,0.00030507726,1.1373128e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,1.960057,25
277366095,277265661,0.73727417,0.008790648,-0.006450783,0.67550576,-0.015624498,0.0062964587,-0.123049095,0.0,0.0,-1.7164192,0.0010223977,0.0013282937,-0.0005932377,-0.01951694,-0.0059277676,-0.0036448687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0601965e-05,1.1995449e-05,0.0001492745,0.00157083,0.0015714713,0.0010685562,0.00047338923,0.00047341833,0.0004000988,1.798438e-07,1.7992419e-07,3.6349323e-07,0.00015793006,0.0003051087,1.1363504e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,2.08506,25
277865943,277765661,0.7369955,0.007873292,-0.0056174807,0.67582846,-0.0023050536,-0.042062156,-0.07827649,0.0,0.0,-1.7507147,0.0010572829,0.0013140336,-0.0006029687,-0.019642541,-0.005964311,-0.003840991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0634377e-05,1.2026252e-05,0.00014893875,0.0016076062,0.0016077079,0.0010897595,0.0004910892,0.0004911336,0.00041225992,1.8002218e-07,1.8009463e-07,3.6281713e-07,0.00015794893,0.00030514048,1.1357578e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,2.2100627,25
278365960,278265661,0.7368131,0.007073413,-0.010698458,0.67597485,-0.009679472,-0.023918923,-0.060587745,0.0,0.0,-1.7763845,0.001030896,0.0013344329,-0.0006081615,-0.019681558,-0.0059361355,-0.0038811772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0682599e-05,1.2075091e-05,0.00014885537,0.0016494169,0.0016494456,0.0011114501,0.0005215304,0.00052153796,0.00043521362,1.8023621e-07,1.8030018e-07,3.6236608e-07,0.00015796682,0.0003051731,1.1351728e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,2.3350656,25
278866123,278765661,0.73637074,0.010551699,-0.008304641,0.676445,0.011624447,-0.03459605,-0.051645614,0.0,0.0,-1.7901945,0.00096988835,0.0013235791,-0.00060574745,-0.01982952,-0.0059561594,-0.0040446604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.0644592e-05,1.2038411e-05,0.00014943516,0.0016317277,0.0016321331,0.00110322,0.00053995405,0.0005399571,0.00045427488,1.8017974e-07,1.8023566e-07,3.6251024e-07,0.00015798351,0.00030520395,1.1343409e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,2.4600685,25
279365941,279265661,0.7358775,0.007190241,-0.014234824,0.6769269,0.040576603,0.032413147,-0.07288111,0.0,0.0,-1.8309101,0.00094327825,0.0013975254,-0.00061648275,-0.019780725,-0.005821428,-0.003968712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.06398675e-05,1.2033873e-05,0.00014934104,0.001618762,0.0016194375,0.0010932983,0.00050644967,0.0005064884,0.00042766458,1.802362e-07,1.8028598e-07,3.6200112e-07,0.00015799937,0.00030523288,1.133506e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,2.5850713,25
279866093,279765661,0.73557305,0.005505068,-0.008185479,0.67737365,-0.005403131,0.00856543,-0.05036207,0.0,0.0,-1.8751469,0.0008220959,0.0013474219,-0.0006197099,-0.019846732,-0.0058657033,-0.0039230036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753402,1.060275e-05,1.1996038e-05,0.00014859822,0.0015892615,0.0015896286,0.0010800906,0.0004740769,0.00047411755,0.00040032223,1.8018136e-07,1.8022742e-07,3.6088042e-07,0.00015801369,0.00030525934,1.13264905e-05,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,0.0025000002,1.0,1.0,2.7100742,25
