timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
267536342,267536242,0.00073812617,3.9261766e-05,-0.022829683,0.19792743,-0.16108507,-0.47661105
267557583,267557492,0.0010127656,-0.0021426245,-0.015965873,0.07837979,-0.17713575,0.6067014
267577581,267577491,-0.0013615536,0.00057114125,0.005031937,-0.17001568,-0.05975237,1.2246503
267595083,267594992,-0.001002748,-0.0007097386,0.023129582,-0.0055662207,-0.10760815,0.8595212
267616333,267616242,0.0017264467,-0.0012205646,0.02134183,0.20466477,-0.05573786,-0.49927145
267637582,267637491,-0.0009105264,4.7639827e-05,-0.0027805213,-0.10500337,-0.028039854,-1.3004487
267655082,267654992,-6.527739e-05,-0.0017218197,-0.022095976,-0.19846167,-0.18212047,-0.9298794
267676333,267676242,0.0003397959,0.0018340027,-0.023492975,-0.022840688,0.1976727,0.25955713
267697581,267697491,-0.00050644396,0.0012817559,-0.001985026,0.09830063,-0.016522845,1.158768
267717581,267717491,0.00084929453,0.000118048745,0.020892432,0.14793183,-0.095403396,1.0360888
267735083,267734992,-1.3471406e-05,0.0008201584,0.025970325,-0.05466968,-0.1356149,0.043090325
267756333,267756242,-0.0014392755,-0.00060377596,0.007895324,0.030022137,0.055804137,-1.0782324
267777582,267777492,0.001268463,-0.0014068605,-0.018521046,0.12094717,-0.06200342,-1.2522448
267795084,267794993,-0.00024728003,-0.0025522085,-0.02668117,-0.15221538,-0.2138271,-0.23260769
267816332,267816242,-0.00019554971,0.00057978113,-0.013292649,0.11508853,0.15965994,0.9279336
267837583,267837493,0.0005909878,5.8513484e-05,0.01382749,-0.02703664,-0.07946414,1.2865833
267857582,267857491,0.0005956068,0.0010781357,0.027784104,-0.029210236,-0.0747141,0.432434
267875084,267874992,-0.0019104492,0.0012141633,0.01914355,-0.15051948,-0.078329325,-0.66659003
267896333,267896242,0.0012420621,0.0001928669,-0.008396143,0.1958185,0.10254764,-1.3618449
267917582,267917491,0.0006110515,-9.4981166e-05,-0.026521001,-0.08751029,0.0853747,-0.6790763
267935083,267934992,-0.001383008,-0.00030919805,-0.023907427,-0.083893284,-0.058424108,0.34290212
267956333,267956241,-3.626157e-05,-2.469169e-06,0.00037936907,-0.038642123,0.05226353,1.3080835
267977583,267977491,0.0017235805,0.0023943973,0.02421618,0.2160758,0.18383834,0.8572874
267997582,267997492,-0.0012630275,0.0004298262,0.025578266,-0.1955181,-0.014732769,-0.28380713
268015083,268014992,-0.00029081173,0.00013293594,0.0077858185,0.04391761,0.029137524,-1.2242763
268036333,268036242,0.0011879823,-0.0013229715,-0.020129032,0.09466195,-0.08533912,-1.0966839
268057578,268057490,0.000585478,0.0005922273,-0.028069036,-0.0017340501,0.08628113,-0.055213906
268075081,268074991,-0.00044568372,0.000755723,-0.014093607,0.014540805,0.05871582,0.983172
268096330,268096241,0.0005317231,0.001721887,0.0147429565,0.05860474,0.10147617,1.3431566
268117587,268117490,-4.686031e-05,0.0017272512,0.03054139,-0.053335164,0.024651134,0.39014602
268137581,268137493,-0.0026117857,1.3814308e-05,0.016752651,-0.14028277,-0.038197443,-0.89449275
268155089,268154991,-0.00082046835,-0.0016803442,-0.008292717,-0.017402884,-0.08640807,-1.3365744
268176330,268176241,-0.0001682447,-0.0016288545,-0.02815964,-0.14790346,-0.06452798,-0.59119153
268197602,268197514,0.000750189,0.00032805186,-0.021247517,0.16093066,0.04654646,0.7439102
268215080,268214991,0.00087895774,0.0008473884,0.0027386611,0.16549805,0.034611553,1.6013416
268236330,268236241,0.0013418384,0.0018290962,0.028002882,-0.07524988,-0.01899801,1.0304656
268257578,268257490,-0.0009869612,0.0010377596,0.02581575,-0.012582238,-0.05151661,-0.47148788
268277579,268277491,-0.00050737854,-0.0017042399,-0.0015134478,0.03356582,-0.10034783,-1.5817543
268295080,268294991,0.0010492466,-0.00071068003,-0.027448285,0.0039612614,0.013156534,-1.4392636
268316330,268316241,-0.0011909041,-0.0008614104,-0.029621989,-0.076019846,-0.05061032,0.39242
268337579,268337491,0.00095772377,0.0006784402,-0.0014459988,0.10906398,0.15047622,1.5202944
268355079,268354991,0.0012928373,0.0032824809,0.025339756,-0.10476558,0.13823293,1.3570067
268376330,268376241,-0.0051122745,-0.0016614872,0.0345396,-0.38280553,-0.21365973,-0.012862696
268397578,268397491,0.0033976964,0.00011068897,0.004107475,0.4478005,0.11861641,-1.6543376
268417586,268417490,0.001045207,0.0001904316,-0.031870525,-0.18430276,-0.1694311,-1.6535286
268435081,268434991,-0.001460565,-0.001764178,-0.038521886,0.24162471,-0.054111753,-0.005526889
268456331,268456241,0.004597895,0.002758524,-0.004001146,-0.10325389,0.20382303,1.9777074
268477580,268477491,-0.007809673,-0.001708293,0.03497557,-0.5644687,-0.19599946,1.4434431
268495081,268494991,0.00093873154,-0.0007031598,0.038432326,0.5645516,0.1661768,-0.18592311
268516330,268516241,0.0016704893,0.0026682408,-0.0006152062,-0.018421011,-0.052770175,-2.1186302
268537580,268537491,0.001407814,-0.0019168006,-0.03502657,0.41159737,0.16796349,-1.1385854
268557578,268557490,0.00044712255,0.002958155,-0.026209172,-0.52109396,0.16066353,0.9286782
268575081,268574991,-0.001364168,-0.0056704907,0.0020197863,-0.29769555,-0.4961347,1.5906621
268596333,268596243,-0.004207482,0.005787744,0.025508987,-0.32363173,0.726346,0.8711626
268617580,268617491,0.0033691684,-0.00043529796,0.020378932,0.33086437,-0.6727861,-0.5134128
268635080,268634991,-0.0006676117,-0.00035507465,0.0054963427,-0.22725438,0.13808015,-0.93755597
268656330,268656241,0.0006946236,-0.0010618471,-0.018044382,0.18502985,-0.23287232,-1.0988761
268677578,268677491,0.000147491,-0.0028589496,-0.031581655,-0.1396168,0.018439094,-0.29163885
268697579,268697491,-0.00026703655,0.0039093355,-0.009065299,0.103915535,0.28165773,1.4285051
268715080,268714991,0.00073098176,-0.0027494607,0.024775892,0.2374709,-0.539865,1.7958184
268736330,268736241,0.0015868803,0.0008950974,0.03145525,0.11556468,0.49412715,-0.2565105
268757580,268757491,-0.0014807419,0.002136945,0.00023278123,-0.07791559,-0.27689502,-1.4629802
268775080,268774991,0.0006218219,-0.004488968,-0.01603821,0.051097587,-0.44269544,-0.7418471
268796330,268796241,0.0004203554,0.0019347325,-0.021775581,-0.2560704,0.5283583,-0.14589283
268817579,268817491,0.00035781105,0.0016205099,-0.013092394,0.13013963,-0.019563315,0.7533237
268837579,268837491,-0.0012485525,0.00053565344,0.018534584,-0.08795938,-0.15883712,1.7722883
268855081,268854991,0.0012754139,-0.0016830286,0.030598843,0.2739319,-0.2245697,0.11805501
268876331,268876241,0.002031241,0.0030424132,0.0041192835,0.13032542,0.5194282,-1.4321618
268897578,268897491,-0.0028415015,-0.0013861496,-0.012166394,-0.46402982,-0.53201765,-0.47685176
268915080,268914991,-0.00023566888,-0.007123721,-0.019243443,-0.0017314733,-0.17423128,-0.53190625
268936330,268936241,-0.0002700707,0.008836988,-0.017052684,0.046730723,0.77066183,0.5403326
268957578,268957490,0.001693873,-0.008657081,0.017483853,0.14419118,-0.8868709,1.620525
268977580,268977491,-0.0022183084,0.0038339484,0.020694692,-0.40287393,0.88066995,-0.3909583
268995079,268994991,0.00019962445,0.0048227785,0.008604734,0.16902506,-0.5463876,-0.59406966
269016337,269016241,0.00064301625,-0.007554248,-0.0057022176,0.044853352,-0.11566085,-0.89108384
269037579,269037490,-0.0003627817,0.011074967,-0.027172312,0.0678192,0.81204605,-0.6407723
269055080,269054991,-0.0026017223,-0.0028127176,-0.008906339,-0.13203181,-0.8322201,1.3018186
269076334,269076242,0.0010081681,0.00021347869,0.007737959,-0.21045029,0.81972617,0.3752913
269097578,269097491,-0.0034935186,0.006741874,0.020361545,-0.43685415,-0.46739128,0.8214997
269117580,269117490,0.0021140284,-0.012009995,0.013291782,0.32950962,-0.47892871,-1.0454648
269135081,269134991,0.0019710897,0.010032524,-0.011083923,-0.053078517,1.0685803,-1.1412842
269156330,269156241,-0.00019317484,-0.009739378,-0.013321378,0.16656564,-1.4253166,-0.08431397
269177579,269177491,0.0030352618,0.0050146077,-0.016788492,0.21196188,1.5381792,0.24815513
269195080,269194991,-0.00025823739,0.007744245,0.008982277,0.152473,-0.59255064,1.491282
269216330,269216241,0.0017819565,-0.0071873227,0.012524849,0.44980046,0.45767224,-0.0717319
269237580,269237491,0.0011198185,0.0143523915,0.015325879,0.08791348,0.10887882,0.019596025
269257578,269257490,-0.0012499108,-0.010528046,-0.008452503,-0.1709382,-0.62660486,-1.297974
269275081,269274991,-0.0012017423,0.010045041,-0.0113091115,0.29604894,1.2392346,0.041337572
269296330,269296241,0.00084058376,-0.005073323,-0.015853029,-0.23191594,-1.0503775,-0.33970103
269317578,269317490,-0.0016012623,0.000456932,0.0059504444,-0.07794287,0.58398956,1.1483856
269335088,269334991,-0.0021597329,0.0030164707,0.008619621,-0.20700972,-0.19637787,-0.12336456
269356330,269356241,8.761947e-05,-0.0076006306,0.015876997,0.07466468,-0.4395392,0.18941072
269377579,269377491,0.00036249758,0.005160164,-0.0059148795,0.20751517,0.56679183,-0.9125436
269397578,269397490,0.0018855378,-0.0031949596,-0.008609889,0.20463422,-0.4129963,-0.28218746
269415079,269414991,0.00059883593,0.0026311025,-0.014584901,0.081124246,0.72034585,0.11045744
269436331,269436241,0.003414575,0.0026523957,0.0034393417,0.26249507,-0.3699441,0.68391865
269457579,269457491,0.0015487438,0.0021713178,0.011031025,0.07806209,0.30139685,0.7247311
269475081,269474991,-0.0007782441,0.0053021135,0.009547174,-0.61197317,0.31625473,-0.75285524
269496330,269496241,-0.0019577953,-0.002295684,0.003175076,-0.26576307,-0.62959445,-0.15445551
269517578,269517490,2.5567424e-05,-0.00071991805,-0.012734456,0.21655834,-0.013190059,-0.35422224
269537579,269537491,0.0023094495,-0.00080266374,-0.008249172,0.21585861,0.018972512,-0.2473243
269555081,269554991,0.0027570839,0.0016799303,-0.0025019976,0.35259116,0.786615,0.88194376
269576330,269576241,-0.0040397714,0.0022461703,0.0035959275,-0.54125017,-0.23523661,-0.427162
269597586,269597491,0.0014945241,-0.0025192567,0.013162102,-0.24490342,-0.3562339,-0.021224262
269615080,269614991,0.001248019,0.0019780286,-0.0016696684,0.26845232,0.46863762,-0.38457048
269636330,269636241,-0.004526275,0.0027069692,-0.01033627,-0.57382685,0.14232291,-1.0097543
269657579,269657490,-0.0030587125,-0.0041149748,-0.0048985193,-0.67364144,-0.4425342,0.10133517
269677579,269677491,0.001499292,0.0018058195,-0.0005684835,0.14172767,0.12311553,0.988684
269695083,269694991,0.002361704,-0.0021013275,0.0017921497,0.612843,-0.10184263,-0.17302847
269716331,269716241,-0.002472404,-0.0014156285,0.010200347,-0.54693973,-0.053682484,-0.1054742
269737579,269737491,0.00265063,0.002497824,0.0107665,0.35880175,0.13365,0.57502466
269755081,269754991,0.0011869448,0.0013408958,-0.01054106,0.6961998,-0.068593554,-0.8848395
269776330,269776241,-0.0037929686,-0.00080939394,-0.012015057,-0.25408536,-0.045196664,-1.0196344
269797578,269797491,-0.0005426826,0.00027509523,0.0002726978,-0.4482376,-0.27277344,0.06898696
269817578,269817490,0.0033942973,0.0010277146,0.01136406,-0.08238512,-0.06888203,1.6850333
269835080,269834991,-0.003158003,-0.00046420493,-0.0012717093,0.23658411,0.04481017,-0.1306091
269856330,269856241,-0.0062426236,0.0018583854,-0.007415484,-0.5899744,0.27734363,-2.1003454
269877578,269877491,0.0010113497,-0.001358404,-0.0012010138,-0.28459808,-0.3291391,-1.3523319
269895080,269894991,0.0024357021,0.0072217532,0.005783057,-0.032118518,0.45795444,1.5987836
269916337,269916241,0.0011557081,0.006330076,-0.0004582265,0.0251339,0.6898715,1.491569
269937579,269937491,0.0015971048,0.003957105,-0.003669237,0.4958818,0.21621098,0.500522
269957579,269957491,-0.0020530454,0.0027305745,-0.0046645156,-0.29801026,0.12533508,-0.7338326
269975088,269975000,-0.004417858,-0.0016457834,0.0027574345,-0.50868803,-0.1861924,-1.2074461
269996378,269996288,-0.0019726472,-0.005459448,0.005909899,-0.30788445,-0.7352934,-0.4505853
270017579,270017491,-0.0015928873,-0.0065302826,0.0027613295,-0.9012522,-0.88626957,0.2336056
270035080,270034991,0.003196336,-0.000931493,0.000883153,0.14442675,-0.10369923,1.3919623
270056330,270056241,0.0040258956,0.0026170197,0.0039247833,0.48402977,0.36224636,1.5313143
270077580,270077491,0.009886153,0.006150452,0.007559185,1.0983816,0.522031,1.1658351
270097578,270097491,0.004341243,0.007869433,0.0034153594,0.93512404,0.6038315,0.37858057
270115079,270114991,-0.0034800791,0.0075706723,-0.007041769,-0.058626592,0.5245981,-1.149521
270136330,270136241,-0.002159264,0.007812698,-0.009265103,-0.16826957,0.5510313,-0.85655427
270157579,270157491,-0.001929456,0.009756341,-0.008651941,0.00044140167,1.0928894,-0.6745156
270175081,270174991,-0.0046441676,0.00024957152,-0.006758047,-0.7472641,0.23980895,-0.7774707
270196330,270196241,-0.007611081,-0.0022306957,-0.0031355852,-1.5500575,0.42149702,-0.5332366
270217578,270217490,-0.0012410309,-0.0013799345,0.00100426,-0.4748185,0.68171453,-0.26544932
270237579,270237491,-0.006988977,0.0023499336,0.002078468,-1.1319041,0.90900725,-0.15230307
270255080,270254991,0.0012454368,0.00025960652,-0.0020979801,-0.719791,0.3076589,-0.7216982
270276330,270276241,-0.008983218,0.0026450707,-0.0064827073,-1.5799425,0.12341985,-0.48612407
270297579,270297491,-0.0026701551,0.010554574,-0.0020725213,-0.41533193,1.033208,0.11730412
270315084,270314991,0.000921258,0.006181567,-0.0011545531,-0.72861445,0.38612598,0.0050961305
270336330,270336241,-0.004950655,0.013385939,0.0040547336,-0.77838457,1.0789921,0.2545924
270357578,270357490,-0.008124728,0.010277132,-0.00093804096,-1.120643,0.61825234,-0.6518874
270377579,270377491,-0.006905895,0.011824861,-0.0035509407,-1.0140674,0.67703646,-0.50100225
270395080,270394991,-0.023020517,0.006493486,-0.0051253196,-3.3075304,0.6627276,-0.3888697
270416330,270416241,-0.0017509466,-0.0032551903,-0.0046048267,0.92104995,-0.5509816,-0.16652285
270437579,270437491,5.827757e-05,-0.008080596,-0.0026203287,0.51457196,-0.9480838,-0.020794025
270455080,270454991,-0.010956348,-0.010117506,0.0015034949,0.18828547,-1.2887847,-0.38954064
270476330,270476241,0.008745647,-0.011308499,0.0014895552,3.1346757,-0.4745094,-0.5622904
270497579,270497491,0.024406437,-0.0025262013,0.0010407482,3.2602873,0.48443347,0.008294017
270517579,270517491,0.016846277,-0.0005787479,-0.007823405,1.7577906,0.8245987,-0.21758501
270535080,270534991,0.016517138,-9.5756724e-05,-0.006960124,2.8451602,0.73422676,0.45900187
270556330,270556241,0.02696959,0.008953058,0.0028884115,1.6997764,0.93664277,1.3302761
270577579,270577491,-0.009946266,0.007907127,0.012123075,-2.940639,0.94473946,1.4727949
270595081,270594991,-0.00954656,0.004193591,0.015686302,-1.9794881,-0.1701019,1.57637
270616331,270616242,-0.009234974,0.0052750087,0.010665922,-3.333192,-0.41251034,-0.12609738
270637579,270637491,-0.033358857,0.0018116714,-0.0074053043,-2.4870367,-0.5783731,-1.8083284
270657578,270657490,-0.001696089,0.006981896,-0.015521723,2.3931506,0.36064848,-1.5670121
270675081,270674991,-0.0020834585,0.0053213984,-0.016144244,-0.4824288,-0.1073858,-1.4597691
270696330,270696241,0.0030869287,0.0050173225,-0.009875102,3.3608627,-0.031683207,-0.41236913
270717578,270717490,0.03028117,0.004576277,0.0046422826,4.062717,0.23855597,0.9256116
270735080,270734991,0.033567905,0.0036216057,0.008598216,2.814617,-0.029488059,0.62865776
270756330,270756241,-0.007555616,-0.0017012459,0.014171111,-1.2340163,-0.70329696,0.95103294
270777585,270777491,-0.0056684455,-0.008328139,0.0029579157,-1.5940478,-0.98487306,-0.30839604
270797578,270797491,-0.009665075,-0.0035599326,-0.00871672,-2.2028828,-0.3654008,-0.79376405
270815088,270814991,-0.019622462,-0.005373119,-0.010552054,-1.8534667,-0.26642492,-0.41739804
270836330,270836241,0.0030259728,0.0011222871,-0.008890413,1.4457706,0.74891585,-0.7012895
270857579,270857491,0.006678333,0.0033317283,0.006656782,-0.056768697,0.10431249,0.4231974
270875079,270874991,-0.010054393,0.0035910215,0.009533728,-0.8181022,0.7117469,-0.080376506
270896330,270896241,0.009552226,0.0009448255,0.008956865,1.7455844,-0.50749886,0.17126875
270917580,270917490,0.005237003,-0.0017254493,-0.00021639706,1.1106989,-0.33737093,0.2276283
270937578,270937490,0.0098511325,0.002229006,-0.0069478997,1.5513955,0.043538183,0.27838928
270955079,270954990,0.020416267,0.004585502,-0.0047994046,2.393939,-0.29056695,0.71501523
270976331,270976241,-0.013267615,0.008356938,0.0018357257,-3.6724527,0.14717065,0.44353208
270997578,270997491,-0.022408424,0.014435788,0.004103359,-2.461641,0.2450411,-0.6121495
271015080,271014991,-0.033003725,0.017797198,0.003200033,-4.1253786,0.44617385,-1.2825549
271036330,271036241,-0.008632552,0.007999505,0.00080691156,2.660469,-0.49037266,-0.2543073
271057578,271057491,0.03160184,0.013789701,0.0069968617,6.1094146,0.623098,1.0194864
271077590,271077491,0.010718065,0.011561654,0.015068052,-1.4521496,-0.2882201,1.7977693
271095080,271094991,0.0057662083,0.019403651,0.016719287,-2.6026225,0.1683781,1.1405996
271116330,271116241,-0.052522715,0.021133665,0.0016588898,-6.7472434,0.11057172,-1.5337989
271137578,271137491,-0.013111865,0.021401789,0.0025842967,3.5784814,-0.37978226,-0.6021593
271155081,271154991,0.007427005,0.019436177,0.011173555,6.0866833,-0.5517613,0.16252397
271176331,271176241,0.061694745,0.017484142,0.0359088,6.859706,-0.7299,2.4898925
271197578,271197490,-0.023004517,0.02690803,0.038500212,-6.935699,-0.1033424,0.4686579
271217579,271217491,-0.07411603,0.02886199,0.027383767,-8.440841,0.4553209,-1.4483554
271235080,271234991,-0.061557554,0.028664017,0.03217975,-5.434509,1.5113604,-1.5306814
271256330,271256241,0.0072222976,0.042278826,0.063827075,5.364294,1.7966033,1.4348221
271277579,271277491,0.0095296595,0.032993123,0.096348114,3.0896342,-1.643146,2.6549046
271295080,271294991,-0.013337662,0.026003312,0.11063095,1.0070649,-1.9326156,2.3695822
271316330,271316241,-0.07627444,0.008788645,0.11137378,-5.7654533,-0.5724136,-0.18273474
271337580,271337491,-0.07101334,0.028287929,0.12227735,-0.8546117,2.3501558,0.50616664
271357578,271357491,-0.05614405,0.013404377,0.1365934,1.2437899,-0.9260452,1.2439766
271375081,271374991,-0.060787745,-0.0008299439,0.13936256,1.2376524,-2.538107,0.7227617
271396337,271396241,-0.055398043,-0.0307327,0.13958187,1.7323549,-3.162508,0.38120508
271417578,271417490,-0.10104983,-0.016351191,0.12357971,-4.860083,2.3215642,-1.1344285
271435083,271434991,-0.106442034,-0.030211141,0.111201175,-4.8413253,2.1572366,-1.692319
271456331,271456242,-0.11070907,-0.05006537,0.10204131,-1.4270427,-0.4816353,-0.9702654
271477579,271477491,-0.03487135,-0.0680331,0.10879624,8.021107,-1.9656123,1.1323837
271497578,271497490,-0.041181516,-0.06199731,0.09509236,0.9344074,0.100328945,-0.6483854
271515079,271514991,-0.05350944,-0.047923964,0.08240084,-3.1963015,1.6818632,-1.4810417
271536330,271536241,-0.055104602,-0.04275576,0.069660276,-1.7142341,0.7745621,-1.2779088
271557578,271557490,0.03261113,-0.052589267,0.073135935,6.0161996,-1.4747586,0.4705958
271575081,271574991,0.04052962,-0.058031492,0.07340247,5.097978,-2.087505,1.3457619
271596330,271596241,0.038876574,-0.06360237,0.05875387,0.3906266,-1.2288287,-0.92239934
271617580,271617491,0.036573194,-0.024640778,0.04918655,-1.7427365,3.0368578,-0.6621011
271637579,271637491,0.07044123,-0.033122793,0.051604953,3.5382552,-0.5612355,0.4160372
271655079,271654991,0.09058973,-0.040619764,0.042789664,5.57885,-1.1877549,-0.56309694
271676330,271676241,0.1263239,-0.053336717,0.044630814,6.2446175,-0.7220228,0.47482333
271697579,271697491,0.027934438,-0.034451712,0.03558773,-8.904926,2.6094522,-0.71828353
271715086,271714991,0.025308285,-0.04176117,0.030232018,-6.482312,1.1206125,-1.4792492
271736330,271736241,0.09866309,-0.05260898,0.04323032,7.2963705,-1.4671048,0.982831
271757579,271757491,0.060645513,-0.039926372,0.044322714,-2.4570992,0.46989307,0.4025205
271777578,271777491,0.02503763,-0.036019675,0.028425144,-5.8816676,0.7000687,-1.549789
271795079,271794991,0.024275737,-0.055622287,0.019738698,-3.4141326,0.170272,-2.2011144
271816331,271816241,0.019250134,-0.06505409,0.031075198,-0.3627927,0.3539381,0.59129626
271837602,271837513,0.04616627,-0.110689305,0.031430595,3.7649329,-4.1441116,0.39663896
271855079,271854991,0.068348885,-0.120422326,0.018806498,6.926755,-3.0521722,-0.79173166
271876330,271876241,0.0001027619,-0.102752335,0.0050165732,-4.315794,1.8387965,-2.5610368
271897579,271897491,-0.028209683,-0.12846215,0.011831721,-1.5940107,-2.0756912,-0.018324781
271917578,271917490,0.025676714,-0.14497264,0.015183749,6.8588676,-1.9029832,0.71084833
271935080,271934991,0.006522274,-0.12647401,0.01717231,4.0033374,0.5092234,1.1723666
271956330,271956241,-0.07454516,-0.100211754,0.0028972079,-6.995263,1.3402821,-0.8069704
271977586,271977490,-0.06837107,-0.08469914,-0.0028293375,-0.999321,1.1207628,-0.20184058
271995079,271994991,-0.091604486,-0.050977957,-0.005250559,-3.5085635,3.8969674,-0.080151305
272016330,272016241,-0.040518347,-0.053097486,0.0011623475,4.6691766,-1.324998,0.77857393
272037579,272037490,-0.04102514,-0.03628786,-0.002840658,1.1653832,0.46586424,0.18634997
272057580,272057491,-0.0849244,0.009121012,-0.018101456,-5.3361425,4.43921,-1.7035275
272075081,272074991,-0.09587526,0.013559027,-0.012902663,-7.3853827,2.9825182,-0.36427495
272096330,272096241,-0.021037878,-0.008335991,-0.0058632824,6.6418853,-2.666867,1.243332
272117579,272117490,0.019840084,0.0070596403,-0.0076877926,2.6717365,0.24680537,0.50779927
272135081,272134991,0.014909214,0.015186328,-0.014453367,-0.80457896,0.9226431,-0.37069988
272156330,272156241,-0.021613866,0.008153969,-0.031563062,-5.0305643,0.042051204,-1.4037535
272177580,272177491,0.05368014,0.0077733956,-0.024598958,4.9096274,0.40535843,0.22338238
272197578,272197491,0.062007647,-0.007999402,-0.022963822,2.2999575,-1.9656688,0.3107159
272215080,272214991,0.06640722,-0.0031413622,-0.025200533,1.4888653,-1.657878,0.3428021
272236330,272236241,0.041368928,0.031979803,-0.03451919,-3.455368,2.1223884,-0.442158
272257585,272257491,0.033056084,0.07048435,-0.028661994,-0.8607463,1.2414374,1.1219244
272275079,272274991,0.045998607,0.08963655,-0.035688773,1.7832199,0.34196475,-0.07241987
272296330,272296241,0.10340196,0.08721705,-0.030296898,7.4798183,-0.89061046,0.54006237
272317578,272317490,0.027069565,0.11696735,-0.043501075,-6.8930545,2.9438787,-1.5500205
272337579,272337490,-0.0010325062,0.09860536,-0.04279348,-6.733412,-0.11947676,-0.6862232
272355080,272354991,0.029024577,0.06425135,-0.036378156,-0.23693694,-2.3370404,0.4907346
272376331,272376241,0.080424696,0.028312821,-0.023189902,6.112625,-2.6451762,1.2822236
272397578,272397491,0.0012743252,0.0064653363,-0.038337562,-6.416687,-1.1733875,-1.2585608
272415079,272414991,-0.00046039379,-0.014127546,-0.042817745,-3.9434326,-0.67468274,-1.9277467
272436330,272436241,-0.011674317,-0.030694515,-0.033011302,-2.949203,-0.22140603,-0.1730489
272457579,272457491,0.03011544,-0.06782063,-0.025550894,2.702913,-2.920119,0.3591191
272477579,272477491,0.029679833,-0.068906136,-0.03231224,0.32035092,0.4038345,-1.0028473
272495080,272494991,0.007907192,-0.07230646,-0.02689037,-3.7758896,0.81064713,0.023241054
272516330,272516241,-0.02562632,-0.07387447,-0.023106236,-3.288869,-0.30995277,0.642076
272537584,272537490,0.027254714,-0.107026555,-0.022313042,6.153539,-3.481971,1.0689687
272555081,272554991,0.042711765,-0.096838005,-0.022810416,7.5529485,-0.6882886,0.88587534
272576337,272576241,-0.023300054,-0.0696087,-0.03717869,-6.148087,2.244611,-1.859467
272597579,272597491,-0.029410077,-0.06847534,-0.039408304,-1.0820186,0.006065369,-0.8659127
272617578,272617491,0.034134395,-0.06082481,-0.02507867,7.224078,-0.07024059,1.517938
272635080,272634991,0.03512995,-0.051853824,-0.026134115,6.1105905,0.082771935,1.1502306
272656330,272656241,0.0016942243,-0.046862915,-0.03213029,-1.256001,-0.41743606,-0.89236176
272677579,272677491,-0.03525936,-0.0039017885,-0.04361054,-3.5056365,3.7708037,-1.2906494
272695080,272694991,-0.040760607,0.020984946,-0.03601269,-2.863377,3.9841518,0.019306622
272716330,272716241,-0.025188627,0.029814033,-0.027434038,1.600494,-0.86665463,1.4001603
272737580,272737491,0.012003913,0.044441536,-0.033962548,4.417684,-0.41938293,-0.4093034
272757578,272757491,-0.03511575,0.1060133,-0.040632244,-4.798714,5.4253535,-1.352984
272775081,272774991,-0.040811498,0.12080222,-0.037982754,-4.8626633,3.5790393,-0.64998
272796330,272796241,-0.010286216,0.109327435,-0.033782557,2.994536,-1.6375382,-0.0045394087
272817578,272817490,0.03601289,0.106203824,-0.0193485,4.5627403,-0.95031905,1.5985621
272835080,272834991,0.010643538,0.11497292,-0.024605645,-1.4436395,1.2689033,0.014973179
