timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
267273944,267273741,3407898,3407898,-6.781873e-06,2.3122728e-05,-0.00012054662,0.00038582564,0.0007228183,-0.049089566,5000,5000,0,0,1,1
267773935,267773741,3407898,3407898,4.5185543e-06,-2.6732205e-06,-8.563981e-05,-0.001279694,0.00062813936,-0.04850362,4999,4999,0,0,1,1
268273935,268273741,3407898,3407898,-3.41336e-07,-7.5803555e-06,-6.4835393e-07,-0.0010743283,-0.0003188294,-0.0490798,5000,5000,0,0,1,1
268773927,268773740,3407898,3407898,-1.1010229e-06,-2.6301059e-05,-8.512534e-05,-0.00023046913,-0.0009907819,-0.049687523,4999,4999,0,0,1,1
269273934,269273741,3407898,3407898,2.5633464e-05,7.839729e-05,-5.8521004e-05,0.00014525125,-0.0012155796,-0.049010772,5000,5000,0,0,1,1
269773931,269773741,3407898,3407898,-5.0400344e-05,1.1310099e-05,-7.6588774e-05,0.00044634327,0.0017696864,-0.048233915,5000,5000,0,0,1,1
270273936,270273743,3407898,3407898,-0.00011109003,-4.681189e-06,-6.6095505e-05,0.002820815,-0.0019111055,-0.049276818,5002,5002,0,0,1,1
270773929,270773741,3407898,3407898,-0.00011457553,1.8430917e-05,5.8970116e-05,-0.007475877,0.006622779,-0.048742708,5000,5000,0,0,1,1
271273928,271273740,3407898,3407898,0.00015958816,0.00019535847,0.00051838486,0.009192624,-0.0028945522,-0.046188656,4999,4999,0,0,1,1
271773936,271773741,3407898,3407898,0.00030976092,-0.00019566898,0.00012616425,0.0032598574,0.00022217822,-0.058255,5000,5000,0,0,1,1
272273940,272273741,3407898,3407898,0.000235101,0.0003090882,-6.2843945e-05,0.003874296,0.004679037,-0.048577692,5000,5000,0,0,1,1
272773932,272773740,3407898,3407898,-0.0005360502,0.0007542384,-0.00022949642,0.008812448,0.006019427,-0.063264176,4999,4999,0,0,1,1
273273937,273273741,3407898,3407898,-0.00026192598,-2.0017398e-05,-0.0001310472,0.0013040842,0.0008155976,-0.05749783,5000,5000,0,0,1,1
