timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
451236149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
451742148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
452248168,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
452754542,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
453260275,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
453766148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
454272147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
454778148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
455284434,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
455790176,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
456296153,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
456802147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
457308202,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
457814459,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
458320211,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
458826276,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
459332148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
459838148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
460344536,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
460850227,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
461356172,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
461862147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
462368169,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
462874339,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
463380244,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
463886169,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
