timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
267726857,267626435,3407882,0.00072213163,-7.240959e-05,0.00066132407,0.15,1.7734419e-07,1.7779135e-07,3.568297e-07,3407882,0.010903149,0.009642956,0.012672897,0.4,0.00016195311,0.0003102815,1.1517311e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
268736732,268636435,3407882,0.0007247587,-7.913178e-05,0.00066361617,0.15,1.7714792e-07,1.7753744e-07,3.561141e-07,3407882,0.010923101,0.009621273,0.012709871,0.4,0.00016198003,0.00031020257,1.1501508e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,1,1,0
269746701,269646435,3407882,0.0007283086,-8.465788e-05,0.0006725937,0.15,1.7793042e-07,1.782736e-07,3.5653656e-07,3407882,0.010919115,0.009601168,0.012684929,0.4,0.00016201421,0.00031015486,1.1488879e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
270756706,270656435,3407882,0.0007103693,-7.833558e-05,0.00067650893,0.15,1.7837635e-07,1.7867707e-07,3.572042e-07,3407882,0.010875058,0.009626703,0.012628785,0.4,0.0001620503,0.00031011947,1.1473231e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
271766733,271666435,3407882,0.0006939763,-7.4990865e-05,0.00068676873,0.15,1.7979308e-07,1.800597e-07,3.5952633e-07,3407882,0.010787597,0.00962933,0.012468559,0.4,0.0001620958,0.000310108,1.1468997e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
272776854,272676435,3407882,0.0006938751,-7.642143e-05,0.00068542216,0.15,1.8981417e-07,1.9008004e-07,3.6858523e-07,3407882,0.010792922,0.009624481,0.012498677,0.4,0.00016216973,0.0003101423,1.1558602e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
273786855,273686435,3407882,0.00069168676,-8.654416e-05,0.0006616607,0.15,1.8036388e-07,1.8051793e-07,3.6857696e-07,3407882,0.010896345,0.009582258,0.012719934,0.4,0.00016208904,0.0003098023,1.1469503e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
274796734,274696435,3407882,0.00069060875,-0.00011095892,0.0006436102,0.15,1.8055704e-07,1.8067789e-07,3.6747412e-07,3407882,0.010802091,0.009473032,0.012622024,0.4,0.00016208096,0.00030976883,1.1408069e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
275806715,275706435,3407882,0.00065991026,-7.587907e-05,0.00062528765,0.15,1.8067391e-07,1.807791e-07,3.6615114e-07,3407882,0.010514663,0.009454739,0.012274068,0.4,0.00016210374,0.00030981033,1.138939e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
276816852,276716435,3407882,0.0006851303,-0.00011057505,0.0006052314,0.15,1.8000961e-07,1.8010162e-07,3.64598e-07,3407882,0.010196366,0.0093498,0.011836425,0.4,0.00016213127,0.00030987302,1.1370982e-05,396809,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
