timestamp,load,ram_usage
433372530,0.38867152,0.43917805
433872528,0.38792652,0.43917805
434372529,0.38744527,0.43917805
434872529,0.38624173,0.43917805
435372545,0.38708162,0.43917805
435872544,0.38712865,0.43917805
436372528,0.38817245,0.43917805
436872528,0.38640523,0.43917805
437372531,0.38715982,0.43917805
437872529,0.3857283,0.43917805
438372529,0.38549924,0.43917805
438872533,0.38756895,0.43917805
439372528,0.38854247,0.43917805
439872529,0.38810766,0.43917805
440372529,0.3887617,0.43917805
440872529,0.38720477,0.43917805
441372528,0.38742256,0.43917805
441872529,0.38970315,0.43917805
442372529,0.38814306,0.43917805
442872528,0.38314342,0.43917805
443372530,0.38699013,0.43917805
443872533,0.38739187,0.43917805
444372548,0.38877153,0.43917805
444872533,0.3865947,0.43917805
445372532,0.38753188,0.43917805
445872529,0.38548058,0.43917805
446372529,0.38951653,0.43917805
446872529,0.38470513,0.43917805
447372529,0.38890988,0.43917805
447872529,0.38504666,0.43917805
448372528,0.3885541,0.43917805
448872530,0.38551664,0.43917805
449372533,0.38884223,0.43917805
449872530,0.3854136,0.43917805
450372529,0.39130217,0.43917805
450872529,0.38682812,0.43917805
451372529,0.38823092,0.43917805
451872528,0.38762665,0.43917805
452372529,0.39003462,0.43917805
452872533,0.38785297,0.43917805
453372528,0.38685632,0.43917805
453872529,0.38816714,0.43917805
454372528,0.38835454,0.43917805
454872528,0.38586324,0.43917805
455372529,0.3877768,0.43917805
455872529,0.38662332,0.43917805
456372529,0.38963425,0.43917805
456872529,0.38473815,0.43917805
457372529,0.39165074,0.43917805
457872528,0.38755012,0.43917805
458372534,0.39322925,0.43917805
458872529,0.3891614,0.43917805
459372528,0.3882287,0.43917805
459872535,0.38678765,0.43917805
460372529,0.39069563,0.43917805
460872545,0.38692248,0.43917805
461372530,0.39001542,0.43917805
461872529,0.38715106,0.43917805
462372542,0.38876283,0.43917805
462872529,0.3870113,0.43917805
463372529,0.3870557,0.43917805
463872529,0.3890242,0.43917805
464372529,0.38780093,0.43917805
464872529,0.3885494,0.43917805
465372530,0.3885014,0.43917805
465872529,0.38967997,0.43917805
466372530,0.38450986,0.43917805
466872529,0.3892526,0.43917805
467372530,0.38863128,0.43917805
467872529,0.38793588,0.43917805
468372528,0.38901597,0.43917805
468872534,0.38750905,0.43917805
469372528,0.38846338,0.43917805
469872529,0.38784325,0.43917805
470372529,0.38618326,0.43917805
470872530,0.38914418,0.43917805
471372529,0.38676798,0.43917805
471872530,0.3883989,0.43917805
472372529,0.388794,0.43917805
472872528,0.38751638,0.43917805
473372529,0.38390648,0.43917805
473872529,0.38922185,0.43917805
474372529,0.38769114,0.43917805
474872529,0.3883596,0.43917805
475372528,0.3835681,0.43917805
475872539,0.38692045,0.43917805
476372533,0.3871622,0.43917805
476872529,0.38783884,0.43917805
477372529,0.38782603,0.43917805
477872545,0.3883865,0.43917805
478372529,0.38671786,0.43917805
478872530,0.38877797,0.43917805
479372529,0.38712066,0.43917805
479872544,0.38793862,0.43917805
480372529,0.38609904,0.43917805
480872530,0.38673484,0.43917805
481372528,0.38928753,0.43917805
481872529,0.38936263,0.43917805
482372544,0.38531482,0.43917805
482872530,0.38628942,0.43917805
483372529,0.38616955,0.43917805
483872530,0.3883127,0.43917805
484372551,0.3857131,0.43917805
484872547,0.38463157,0.43917805
485372530,0.3862142,0.43917805
485872529,0.38719773,0.43917805
486372539,0.3853919,0.43917805
486872529,0.3866744,0.43917805
487372529,0.38875163,0.43917805
487872529,0.38797748,0.43917805
488372545,0.38572782,0.43917805
488872529,0.3879913,0.43917805
489372528,0.38453466,0.43917805
489872657,0.38646698,0.43917805
490372528,0.3871358,0.43917805
490872535,0.38771915,0.43917805
491372529,0.38993979,0.43917805
491872663,0.38829833,0.43917805
492372647,0.38809198,0.43917805
492872530,0.38664538,0.43917805
493372528,0.38774353,0.43917805
493872530,0.38762283,0.43917805
494372530,0.38867676,0.43917805
494872534,0.38660628,0.43917805
495372529,0.38747084,0.43917805
495872529,0.38921505,0.43917805
496372528,0.38736612,0.43917805
496872529,0.386792,0.43917805
497372535,0.38689333,0.43917805
497872529,0.3850646,0.43917805
498372529,0.3867123,0.43917805
498872529,0.3848185,0.43917805
499372531,0.38627404,0.43917805
499872534,0.38567865,0.43917805
500372529,0.38593793,0.43917805
500872528,0.38735944,0.43917805
501372528,0.38843244,0.43917805
501872530,0.3871119,0.43917805
502372529,0.3881303,0.43917805
502872529,0.38887,0.43917805
503372529,0.38713694,0.43917805
503872529,0.3879735,0.43917805
504372529,0.38702446,0.43917805
504872530,0.3915677,0.43917805
505372529,0.38929963,0.43917805
505872543,0.38630307,0.43917805
506372529,0.39069045,0.43917805
506872528,0.38741946,0.43917805
507372528,0.38857597,0.43917805
507872544,0.3900602,0.43917805
508372529,0.3897388,0.43917805
508872533,0.3863184,0.43917805
509372529,0.3901921,0.43917805
509872529,0.38743,0.43917805
510372530,0.38817763,0.43917805
510872529,0.38888055,0.43917805
511372529,0.39132595,0.43917805
511872641,0.38796622,0.43917805
512372529,0.38416344,0.43917805
512872529,0.37038743,0.43917805
513372529,0.36444873,0.43917805
513872530,0.40103155,0.43917805
514372529,0.40359682,0.43917805
514872529,0.3882231,0.43917805
515372529,0.3975984,0.43917805
515872530,0.36974698,0.43917805
516372528,0.3809842,0.43917805
516872529,0.38036615,0.43917805
517372529,0.403696,0.43917805
517872528,0.39930803,0.43917805
518372541,0.38623422,0.43917805
518872529,0.39840013,0.43917805
519372529,0.3940158,0.43917805
519872549,0.37647444,0.43917805
520372649,0.37868947,0.43917805
520872528,0.3773477,0.43917805
521372530,0.3778758,0.43917805
521872529,0.38385707,0.43917805
522372529,0.3866943,0.43917805
522872530,0.38472933,0.43917805
523372529,0.38519156,0.43917805
523872528,0.3784442,0.43917805
524372529,0.38734573,0.43917805
524872529,0.3883859,0.43917805
525372529,0.38770026,0.43917805
525872533,0.3827505,0.43917805
526372531,0.37659287,0.43917805
526872531,0.37248474,0.43917805
527372529,0.3999892,0.43917805
527872532,0.39816505,0.43917805
528372529,0.4018919,0.43940616
528872530,0.38381594,0.43940616
529372529,0.37490296,0.43940616
529872529,0.36336714,0.43940616
530372530,0.36260486,0.43940616
530872529,0.39483863,0.43940616
531372529,0.40606397,0.43944126
531872531,0.40316004,0.43944126
532372531,0.40488476,0.43944126
532872528,0.40489602,0.43944126
533539609,0.4662106,0.43944126
533872544,0.42843014,0.43944126
